,created_at,tweet_text
0,2020-03-20 21:05:45,"['wait4thegoodlif', 'look', 'like', 'right', 'about', 'now']"
1,2020-03-06 13:49:02,"['gold', 'httpstcobdqmn6txtt']"
2,2020-01-28 00:22:26,"['some', 'peopl', 'do', 'what', 'is', 'expect', 'other', 'onli', 'do', 'what', 'is', 'inspect', 'interest']"
3,2020-01-14 15:12:24,"['njecc', 'we', 'are', 'live', 'in', 'a', 'world', 'that', 'is', 'replac', 'the', 'light', 'switch', 'njecc', 'definit', 'steal', 'that']"
4,2020-01-05 15:38:54,"['in', 'need', 'of', 'a', 'great', 'day', 'or', 'three', 'of', 'learn', 'come', 'to', 'the', 'njecc', 'confer', 'at', 'montclairstateu', 'httpstcomhwcseyoq4']"
5,2019-12-13 14:31:05,"['njecc', 'njecc', 'mark', 'your', 'calendar', 'for', 'the', 'upcom', 'event', 'at', 'njecc', 'httpstco7wjlkzz3f5']"
6,2019-12-13 14:19:32,"['talk', 'about', 'the', 'way', 'in', 'which', 'we', 'can', 'util', 'all', 'avail', 'tool', 'to', 'help', 'our', 'school', 'commun', 'with', 'sel', 'njecc', 'njecc', 'httpstcodghiqhc0fh']"
7,2019-12-13 02:03:54,"['vlgreenwald', 'we', 'should', 'dive', 'into', 'thi', 'a', 'bit', 'httpstco8ole4ov4pw']"
8,2019-10-08 02:13:23,"['great', 'read', 'for', 'me', 'right', 'now', '“', 'a', 'scrum', 'master', '’', 's', 'strategi', 'for', 'focus', 'a', 'scatter', 'mind', '”', 'by', 'herman', 'meeuwsen', 'httpstcoiaywrvxhk1']"
9,2019-08-15 15:04:28,"['elissamalespina', 'adobespark', 'smorepag', 'congratul', 'elissa', 'vh', 'is', 'a', 'wonder', 'place', 'to', 'be', 'i', 'know', 'they', 'are', 'go', 'to', 'love', 'the', 'work', 'you', 'do']"
10,2019-08-10 16:15:32,"['great', 'read', 'from', 'the', 'august', '2019', 'theatlant', 'httpstco8chh0drcyg', 'one', 'piec', 'that', 'realli', 'stood', 'out', 'to', 'me', 'wa', 'the', 'lack', 'of', 'focu', 'on', 'what', 'earli', 'reader', 'were', 'read', 'the', 'content', 'and', 'qualiti', 'of', 'earli', 'literaci', 'materi', 'is', 'paramount', 'to', 'the', 'success', 'of', 'earli', 'reader', 'njed', 'njexcel']"
11,2019-08-08 23:15:43,"['for', 'those', 'of', 'you', 'work', 'on', 'introduc', 'restorativedisciplin', 'in', 'your', 'school', 'check', 'out', 'thi', 'graphic', 'consequ', 'do', 'not', 'equal', 'punish', 'njexcel', 'httpstcoupqkqzmhsm']"
12,2019-08-08 22:48:36,"['rkiker', 'send', 'good', 'thought', 'your', 'way']"
13,2019-08-08 22:28:22,"['seamuswcampbel', 'hprwildcat', 'kfenlon67', 'that', 'is', 'an', 'outstand', 'usag', 'and', 'i', 'love', 'how', 'it', 'teach', 'student', 'how', 'to', 'leverag', 'their', 'messag', 'njexcel']"
14,2019-08-08 22:12:27,"['in', 'class', 'at', 'the', 'moment', 'and', 'we', 'are', 'wonder', 'what', 'the', 'best', 'aspect', 'of', 'social', 'media', 'use', 'are', 'what', 'do', 'you', 'think', 'njexcel']"
15,2019-08-08 21:40:23,"['thi', 'is', 'great', 'empathi', 'drive', 'much', 'more', 'than', 'innov', 'njexcel', 'njed', 'httpstcoyxvzmssfla']"
16,2019-07-30 22:34:37,"['definit', 'share', 'thi', 'idea', 'thi', 'year', 'njed', 'njexcel', 'httpstcozgsxgcy4hi']"
17,2019-07-26 12:52:37,"['brandonisagoon', 'all', 'look', 'like', 'viabl', 'option', 'im', 'tri', 'to', 'work', 'with', 'my', 'team', 'to', 'figur', 'out', 'how', 'to', 'creat', 'someth', 'like', 'thi', 'which', 'i', 'found', 'at', 'httpstcovbnuyxzp1l', 'httpstcoisawirjbbi']"
18,2019-07-19 12:46:49,"['had', 'thi', 'convers', 'on', 'tuesday', 'night', 'with', 'njexcel', 'colleagu', 'httpstcoggb7kppg3a']"
19,2019-07-19 12:43:17,"['look', 'for', 'exampl', 'of', 'googl', 'data', 'studio', 'for', 'student', 'data', 'dashboard', 'anyon', 'have', 'examplesexperi', 'njecc', 'njed', 'googledatastudio']"
20,2019-06-14 02:29:55,"['thank', 'to', 'everyon', 'who', 'attend', 'today', 'njecc', 'monthli', 'meet', 'here', 'are', 'a', 'few', 'more', 'resourc', 'from', 'quillorg', 'that', 'they', 'sent', 'along', 'for', 'everyon', 'to', 'explor', 'httpstcovio1z9pgz4']"
21,2019-06-13 15:12:53,"['mitchellsensei', 'bedwelltech', 'msvuedu', 'njecc', 'bedwellschool', 'agre', 'i', 'mean', 'check', 'out', 'thi', 'imag', 'from', 'one', 'of', 'their', 'project', 'njecc', 'httpstco8nemnkbwzp']"
22,2019-06-13 15:09:57,"['i', 'can', 'relat', 'to', 'thi', 'httpstcoxihnkxquin']"
23,2019-06-13 15:00:16,"['offici', 'blown', 'away', 'by', 'the', 'work', 'of', 'these', 'two', 'teacher', 'from', 'somerset', 'hill', 'bedwelltech', 'msvuedu', 'njecc', 'njecc', 'mitchellsensei']"
24,2019-06-13 14:12:09,"['interest', 'in', 'httpstcotgfuni8hvh', 'here', 'is', 'an', 'way', 'to', 'find', 'out', 'more', 'httpstcouu1pzlfsnk', 'beanythingco', 'njecc', 'njecc', 'njed']"
25,2019-06-13 13:55:50,"['tool', 'for', 'creat', 'the', 'dater', 'ted', 'talk', 'njecc', 'ramseyschool', 'httpstcoitpnx5m1ut']"
26,2019-06-13 13:48:17,"['daterschool', 'teacher', 'share', 'their', 'process', 'for', 'help', 'student', 'to', 'creat', 'ted', 'talk', 'from', 'their', 'expositori', 'essay', 'njecc', 'njecc', 'njed', 'httpstcoooeig27n08']"
27,2019-06-13 13:18:49,"['take', 'the', 'njecc', 'member', 'survey', 'today', 'and', 'help', 'us', 'prepar', 'more', 'incred', 'session', 'for', 'you', 'next', 'year', 'httpstcougwhnv5jj3', 'njecc']"
28,2019-06-13 12:51:15,"['hope', 'to', 'see', 'all', 'of', 'you', 'at', 'njecc', 'today', 'one', 'of', 'our', 'present', 'slate', 'for', 'today', 'wa', 'just', 'featur', 'in', 'the', 'heching', 'report', 'httpstcobywcxdmqyl', 'njecc', 'beanythingco', 'njed', 'njexcel']"
29,2019-05-30 14:08:18,"['starlab', 'at', 'cel', 'today', 'thank', 'swea', 'httpstcoj6orofkmxk']"
30,2019-05-24 13:40:42,"['donwettrick', 'love', 'thi']"
31,2019-05-18 18:03:01,"['some', 'great', 'discuss', 'around', 'the', 'pdkgallup', 'survey', 'question', 'today', 'njexcel', 'httpstcocxh74mb34w']"
32,2019-05-02 13:13:33,"['we', 'need', 'more', 'math', 'visual', 'like', 'thi', 'mathchat', 'makeitr', 'httpstcouuls7hpinw']"
33,2019-05-01 01:17:06,"['robertkaplinski', 'thi', 'is', 'unbeliev', 'cool', 'had', 'i', 'seen', 'thi', 'year', 'ago', 'sophomor', 'year', 'geometri', 'would', 'have', 'much', 'less', 'arduou', 'makeitr']"
34,2019-04-29 14:44:06,"['kimbrandonem', 'a', 'great', 'discuss', 'of', 'how', 'we', 'see', 'curriculum', 'in', 'the', 'educ', 'world', 'and', 'outsid', 'of', 'the', 'educ', 'world', 'httpstcox63i8hplhp']"
35,2019-04-27 17:20:13,"['would', 'love', 'to', 'learn', 'more', 'about', 'how', 'classroom', 'are', 'make', 'student', 'more', 'a', 'part', 'of', 'the', 'assess', 'process', 'how', 'do', 'you', 'partner', 'with', 'student', 'when', 'it', 'come', 'to', 'assess', 'njexcel']"
36,2019-04-27 17:17:01,"['work', 'with', 'a', 'divers', 'group', 'of', 'educ', 'today', 'and', 'discuss', 'what', 'we', 'learn', 'from', 'examin', 'student', 'work', 'collabor', 'we', 'need', 'more', 'convers', 'togeth', 'to', 'talk', 'about', 'the', 'work', 'of', 'studentsit', 'truli', 'teach', 'us', 'a', 'lot', 'about', 'not', 'onli', 'them', 'but', 'ourselv', 'as', 'well', 'njexcel']"
37,2019-04-15 15:05:21,"['who', 'want', 'to', 'come', 'to', 'school', 'everi', 'day', 'to', 'watch', 'you', 'work', 'for', '45', 'minut', 'makeitr']"
38,2019-03-30 14:25:24,"['anoth', 'keynot', 'speaker', 'for', 'today', 'at', 'the', 'young', 'author', 'confer', 'swregion', 'httpstcondlvnrfvdh']"
39,2019-03-30 13:24:54,"['love', 'thi', 'day', 'young', 'author', 'confer', 'at', 'swregion', 'our', 'keynot', 'is', 'lori', 'space', 'day', 'author', 'of', 'zoo', 'momma', 'student', 'are', 'love', 'hear', 'about', 'her', 'life', 'as', 'a', 'zookeep', 'seamuswcampbel', 'gmeliphd', 'httpstcoi0uzasqnfu']"
40,2019-03-28 18:14:16,"['realli', 'like', 'httpstcon8smatp4bt', 'appropri', 'complex']"
