,created_at,tweet_text
0,2011-06-16 20:34:29,"['pl', 'i', 'need', 'you', 'to', 'follow', 'me', 'plssmileforjobro']"
1,2011-06-06 22:12:22,"['rt', 'nickjona', 'i', 'have', 'been', 'so', 'bless', 'so', 'mani', 'great', 'thing', 'happen']"
2,2011-06-04 18:04:51,"['ani', 'follow', 'yetoh', 'i', 'guess', 'not']"
3,2011-06-04 17:31:01,"['justinbieb', 'do', 'you', 'realli', 'love', 'your', 'fanlov', 'ya']"
4,2011-06-03 12:58:48,['justinbieb']
5,2011-05-29 14:43:57,"['nickjona', 'hi', 'nick', 'you', 'dont', 'need', 'to', 'freak', 'outyour', 'good']"
6,2011-05-24 18:01:21,"['jean', 'you', 'such', 'a', 'good', 'entertain', 'love', 'you']"
7,2011-05-24 17:54:43,"['hi', 'everyon']"
8,2011-05-17 19:26:06,"['dorothi', 'parvaz', 'ha', 'been', 'miss', 'close', 'to', 'a', 'month', 'someth', 'ha', 'got', 'to', 'be', 'done', 'about', 'it']"
9,2011-05-17 15:49:08,"['pl', 'what', 'on', 'in', 'our', 'countri', 'ha', 'the', 'presid', 'been', 'sore', 'in']"
10,2011-05-17 15:20:35,"['pray', 'for', 'the', 'world', 'to', 'be', 'a', 'better', 'place']"
11,2011-05-17 14:00:38,"['hi', 'everyon', 'im', 'new', 'on', 'twitter', 'and', 'im', 'ray', 'omughel']"
