,created_at,tweet_text
0,2016-12-03 04:39:20,"['hey', 'i', 'am', 'give', 'my', 'worship', 'pad', 'for', 'free', 'all', 'you', 'need', 'to', 'do', 'is', 'share', 'it', 'on', 'facebooktwitt', 'and', 'you', 'get', '100', 'off', 'httpstco9zgvrmpnu2']"
1,2016-11-27 15:25:37,"['just', 'got', 'a', 'free', 'server', 'from', 'triangleg', 'thank', 'guy', 'check', 'out', 'triangleg', 'to', 'get', 'your', 'minecraft', 'gg']"
2,2015-04-22 13:09:37,"['i', 'dowload', 'a', 'free', 'ableton', 'live', 'master', 'rack', 'from', 'iamkp', 'check', 'it', 'out', 'ableton', 'httptco7cefpieitv']"
3,2014-05-08 01:26:33,"['annatenil', 'sadli', 'the', 'convers', 'wa', 'about', '90', 'rock', 'i', 'ask', 'if', 'he', 'knew', 'pearl', 'jam', 'and', 'he', 'didnt', 'kidstheseday']"
4,2014-05-08 01:11:36,"['i', 'tri', 'realli', 'hard', 'to', 'be', 'nonjudgmentalbut', 'when', 'a', 'friend', 'listen', 'to', 'and', 'enjoy', 'nickelback']"
5,2014-04-23 02:10:25,"['just', 'had', 'two', 'cup', 'of', 'decaf', 'which', 'is', 'crazi', 'becaus', 'i', 'could', 'have', 'had', '15', 'a', 'cup', 'of', 'regular', 'coffe', 'annatenil']"
6,2014-04-21 19:11:41,"['do', 'a', 'bad', 'job', 'peopl', 'wont', 'like', 'you', 'do', 'a', 'good', 'job', 'peopl', 'will', 'hate', 'you', 'competit', 'mediocr', 'is', 'the', 'way', 'to', 'go', 'randomthought']"
7,2014-04-21 01:26:11,"['hstewart67', 'still', 'count']"
8,2014-04-21 01:23:37,"['wa', 'just', 'call', 'the', 'opposit', 'of', 'repuls', 'thank', 'hstewart67']"
9,2014-04-17 15:34:28,"['is', 'it', 'truli', 'unfashion', 'when', 'your', 'iphon', 'case', 'doesnt', 'match', 'your', 'outfit']"
10,2014-04-14 00:48:53,"['just', 'favorit', 'annatenil', 'need', 'her', 'to', 'feel', 'secur', 'in', 'our', 'friendship']"
11,2014-04-06 14:38:25,"['it', 'is', 'the', 'appropri', 'method', 'for', 'equal', 'cream', 'distribut', 'in', 'the', 'coffe', 'annatenil']"
12,2014-04-04 21:21:21,"['friend', 'mom', 'mix', 'up', 'pajama', 'day', 'and', 'pictur', 'day', 'he', 'wa', 'not', 'pleas', 'annatenil', 'httptco7s9fqarbmi']"
13,2014-04-04 21:18:44,"['im', 'onli', 'here', 'becaus', 'annatenil', 'profess', 'to', 'be', 'funni', 'lie']"
14,2013-11-29 14:48:58,"['free', 'rsl', 'ultim', 'pack', 'synth', 'for', 'dubstepdnbelectro', 'httptcoev5bwiravj']"
15,2013-08-15 15:23:18,"['my', 'friend', 'is', 'rave', 'about', 'a', 'homemad', 'lollipop', 'not', 'made', 'in', 'her', 'home', 'can', 'you', 'bake', 'drug', 'into', 'lollipop']"
16,2013-08-14 14:48:46,"['my', 'hero', 'duh', 'hstewart67']"
