,id,friends_count
0,38699522,1156
1,15056654,812
2,512210245,249
3,170536862,467
4,17106845,999
5,1147687408479195137,99
6,79656896,856
7,14052731,3453
8,1214277876935090176,73
9,283148104,2593
10,19578550,788
11,2728761,2606
12,16231420,1350
13,14678968,4803
14,18847562,348
15,849568717,1042
16,188879378,161
17,705664537,493
18,19714150,311
19,12425682,3700
20,15849366,2715
21,285846678,988
22,620523,471
23,16200095,4132
24,18644671,1
25,2363068194,34
26,912478788,1469
27,533409964,14458
28,144863248,1054
29,1880582342,728
30,160969141,785
31,3773329635,3949
32,1000369692278738944,3903
33,37338262,122
34,153403071,966
35,1139189789523996672,129
36,14955620,764
37,22196902,1114
38,44135322,590
39,721390246756282371,1118
40,21919812,12415
41,17560195,2288
42,17839907,1411
43,143390584,1900
44,16426402,406
45,1158555961,32
46,331803536,838
47,79923701,3769
48,23085502,2354
49,2703347670,4140
50,2367496850,915
51,2156199752,1903
52,1164685729,1289
53,1399733450,4062
54,974261208,182
55,29008249,660
56,15859033,3095
57,385161075,1163
58,742824223,2567
59,141354164,225
60,478305801,400
61,2402084329,215
62,796070864672489473,466
63,17815546,96
64,773943400320143360,834
65,66366331,1822
66,2840555597,1032
67,281710302,87
68,1315071697,1674
69,360807569,287
70,123911656,1410
71,730844114,473
72,159199503,1402
73,24831757,87
74,310450883,559
75,485092045,3380
76,289350963,1929
77,947964561063153664,3
78,924836857988313088,6416
79,2510912006,165
80,2265988961,94
81,181299399,310
82,3307244219,503
83,181065420,1
84,14456778,1961
85,260486152,1259
86,710157156855758848,87
87,424328189,81
88,786306269355380736,30
89,913793200548122624,40
90,1263110670,101
91,2478758372,374
92,80758969,7541
93,34346597,1122
94,52818466,970
95,25088527,3082
96,108669470,791
97,293741505,381
98,1871862188,1099
99,438483210,299
100,948506076,798
101,853409391340658691,1560
102,480196886,1991
103,9534522,1829
104,11435642,3903
105,9500242,2566
106,25085215,1803
107,3354244943,521
108,14255081,139
109,18622393,1016
110,14850314,861
111,16892009,39325
112,25928253,416
113,3839,3887
114,347276428,605
115,152862026,1229
116,9207632,345
117,21146468,1
118,1517353232,802
119,22538934,820
120,118305616,392
121,36823,794
122,18912331,541
123,22249634,1670
124,16220627,966
125,23546294,771
126,18776131,407
127,63302806,987
128,48788280,1534
129,16625091,2146
130,82162775,1730
131,111700487,867
132,16683301,2538
133,47645730,2779
134,103155170,290
135,24010471,748
136,329862035,753
137,269818933,326
138,3063535598,249
139,330514570,242
140,1969435140,317
141,946743920,304
142,35789875,4831
143,90918708,972
144,124027473,1004
145,903947592,632
146,1352301606,24
147,20529102,6
148,103366453,9463
149,48418321,1239
150,1712403200,390
151,15522884,2130
152,268267355,4376
153,3082024760,134
154,1347609625,1691
155,333739517,1725
156,19360883,30
157,753187611473305600,73
158,191968036,4049
159,2153135070,1389
160,2668106487,104
161,128750686,762
