,id,friends_count
0,935368910,160
1,228722020,524
2,3282859598,937
3,586671909,2
4,43181152,859
5,1183552465,140
6,18493702,3173
7,20007155,113040
8,21937155,91
9,28419276,476
10,258854972,643
11,137419464,389
12,22938914,95
13,17137891,328
14,1922861,41
15,15736190,2510
16,115485051,1
17,15492359,672
18,14761795,821
19,20536157,294
20,816653,962
21,93957809,228
22,734493,5
23,19923144,1825
24,21254264,1024
25,21255118,201
26,16801904,51
27,21454322,83
28,34630995,756
29,2557521,359
30,33995409,810
31,21879024,10003
32,32453930,30
33,30793542,258
34,96821645,317
35,120943272,556
36,14824849,365
37,26925878,47
38,20284930,660
39,108889403,60
40,14279055,170
41,16387689,2001
42,15013821,1246
43,15682811,1449
44,78325660,1
45,5374,1285
46,14279256,915
47,19426551,2729
48,15764001,915
49,28370738,3456
50,26257166,732
51,26553086,1008
52,23967578,4709
53,40519997,7222
54,31051633,14861
55,15788157,1840
56,24582207,3085
57,34271888,562
58,49972138,1003
59,19412551,11
60,15793787,40221
61,46825907,100
62,17204519,9382
63,972651,2730
64,17842366,566
65,17461978,684
66,16252027,628
67,711303,11876
68,24655529,1414
69,50707746,9
70,50702919,446
71,50701712,433
72,31231203,2184
73,50702167,8
74,50094630,616
75,11433052,869
76,12189,734
77,36376562,328
78,32997013,565
79,18313840,36242
80,19600438,41
81,13632782,3132
82,13316052,19110
83,6826862,683
84,10808942,2040
85,14456991,130
86,14555151,308
87,9522022,480
88,8032562,246
89,2819851,484
90,13075312,906
91,9614102,272
92,14311694,85
93,801593,2253
94,14335014,471
95,6716342,242
96,5158891,1659
97,125033,548
98,14102224,296
99,761382,217
100,7042812,2738
101,824042,12
102,14564834,454
103,11235602,1017
104,14422490,50
105,14516153,254
106,14325278,221
107,14286979,307
108,9844172,835
109,10859842,1601
