,id,friends_count
0,100325421,749
1,30354991,734
2,471677441,1501
3,580097412,717
4,939091,47
5,1383272101,1016
6,480930665,232
7,17844280,165
8,142157505,246
9,409486555,15
10,241382835,478
11,2893511188,990
12,2332431056,273
13,18625703,2146
14,20282100,7988
15,985916593065476096,194
16,818902172347678720,837
17,23544596,925
18,1536791610,78
19,2836421,772
20,67418441,86
21,90420314,157
22,20108560,1516
23,15033883,1315
24,165511377,1574
25,443215941,1731
26,348785149,253
27,72915722,310
28,1198406491,712
29,53297035,412
30,92367751,1712
31,39364684,4800
32,17602896,1253
33,16664681,7054
34,16573941,1824
35,17446621,2741
36,27825390,1033
37,17350250,684
38,20793816,53
39,233364902,548
40,913090662681133056,115
41,1636590253,70
42,15506669,1
43,17525171,244954
44,14159148,1187
45,1170359442,395
46,757303975,908
47,14439813,507
48,16739475,2801
49,198640165,51
50,20626525,495
51,32687077,1283
52,199382915,1455
53,16365983,7252
54,25005505,1683
55,14357895,529
56,40061400,78
57,17023762,3026
58,28163914,37
59,55117855,1954
60,181561712,1841
61,17446359,2223
62,18989157,27
63,150740603,635
64,378197959,4902
65,15588657,776
66,25291119,581
67,260741931,628
68,255735648,1875
69,88100922,737
70,304751250,5
71,102853463,201
72,53925101,2783
73,180505807,231
74,50741466,24
75,36080231,586
76,811377,561
77,36665547,278
78,33838201,21
79,50090898,316
80,15392655,306
81,16934205,46289
82,4397221,2243
83,51241574,6878
84,21217761,2488
85,2885805268,181
86,1330457336,38
87,1339835893,936
88,15131310,484297
89,14687193,919
90,20562637,387
91,19407053,1471
92,5988062,133
93,14800270,216
94,5695632,2900
95,12129802,3424
96,20436059,239
97,50374439,25
98,33599100,383
99,300360969,470
100,839321,1077
101,30364057,1744
102,4543011,387
103,14502191,286
104,23266942,178
105,1344951,414
106,115485051,1
107,11489,3483
108,30313925,228
109,822215673812119553,11
110,14219877,17785
111,20857355,197
112,30973,91475
113,24626969,24950
114,15492359,672
115,16896485,1690
116,2735591,4189
117,12480582,75732
118,72379794,1445
119,9831152,2901
120,19752773,19592
121,30205586,26348
122,19892407,162
123,32015971,456
124,21673812,234
125,18498684,3
126,26799554,3073
127,21873957,2489
128,657863,234
129,15062299,727
130,16343608,31388
131,14761795,821
132,20536157,294
133,19397785,322
134,7212562,1
135,2883841,112210
136,14515734,1120
137,16366581,477
138,8257362,1023
139,15675955,1682
140,428333,119
141,291,483
142,17461978,684
143,783214,35
144,13,1595
145,7040932,339163
146,17220934,42
147,19029751,14
148,813286,591023
149,14522546,48
150,5392522,68537
151,972651,2730
152,3570331,811
153,9589772,1292
154,1128641,98
155,16667262,104
156,5391882,2380
157,15485441,10397
158,816653,962
159,1052741,114
160,14240351,607
161,15119566,741
162,18,507
163,79543,12564
164,11102702,387
165,3956091,1817
166,14279433,6537
