,id,friends_count
0,1031747223569227776,99
1,2927240189,682
2,2820171673,307
3,78964894,1961
4,58569513,100
5,1308193906727755776,6803
6,2814541560,1
7,1139573495397064705,686
8,1187808818522030080,1758
9,139478841,3391
10,704495824743632896,84
11,541910616,509
12,1187835922118787073,1748
13,2378924845,3872
14,733916899982073856,117
15,817138492614524928,631
16,389210011,2129
17,350495744,1155
18,826261914,303
19,1075481145578541056,4157
20,87679233,190
21,18482836,2650
22,2514442243,4757
23,2848210629,603
24,1216793092134723586,69
25,477484361,329
26,1380817129738539010,1052
27,1083893393682382849,4427
28,4783057987,964
29,1686116586,394
30,206890462,3164
31,148756631,519
32,1357263260479868928,3312
33,575730947,1394
34,16373994,212
35,26036200,1009
36,1340370307,370
37,249016488,592
38,2672615846,574
39,1264663304573763590,1801
40,2923166135,503
41,1047245590789275648,246
42,1325979781989425152,604
43,1359154454914883590,3304
44,4865550959,754
45,1060922640226045952,1181
46,1391150394513018885,136
47,16597389,3000
48,1364403026967019523,758
49,263822801,4433
50,1380168532760092674,122
51,1249683671063433219,2871
52,2190956624,266
53,4041955395,744
54,4853929385,231
55,1328116664727179264,110
56,3634508187,2239
57,1619203687,1405
58,1290635110149169152,2030
59,746541199457017857,7623
60,720373269803589632,6061
61,1346955802980990989,291
62,25376880,140
63,16113700,4057
64,1290791571173056519,343
65,16076032,987
66,2604459826,6921
67,380727130,186
68,1046102582643642373,8567
69,2871659160,682
70,367456494,987
71,1428707605,14160
72,1338533992715456515,400
73,18197956,4010
74,748117261576200192,134
75,14658147,1186
76,3116416874,704
77,878087280321335298,569
78,3248743335,106
79,1375064777114980361,198
80,36875375,84
81,1068727237,104
82,1263093616932724738,64
83,18678732,1067
84,372754026,3478
85,224319460,3720
86,1059809498204913666,753
87,1329488035906465793,43
88,338426064,4096
89,199743534,858
90,2182038879,1667
91,54163813,144
92,1229426679229165568,252
93,1163544478688456704,6563
94,188082813,2930
95,1099865985505464320,696
96,17812515,11802
97,1280952225838366720,126
98,91583544,150287
99,1370413147564089346,562
100,35872240,4743
101,1321878859512483841,143
102,2997744270,1588
103,4312282894,173
104,16512530,2417
105,1220179679245754370,512
106,71925171,1850
107,1260308855122255872,233
108,576650321,1679
109,3311748530,3717
110,1320829731009368072,269
111,531636273,205
112,22286602,558
113,182433311,497
114,16649502,150
115,130254281,1438
116,712113818290118656,1535
117,18809668,2215
118,1240710659911880705,130
119,1167886324344545280,1139
120,1364394911022383104,176
121,1344356576786866176,79
122,1005916888197685255,376
123,21822997,1145
124,1277724629285638144,206
125,1364243173078261767,274
126,45360908,5503
127,3924404835,271
128,1411570177,1961
129,476234452,1484
130,2431361980,97
131,355737304,99
132,57441414,3011
133,3306996503,278
134,47532438,753
135,987848580,698
136,2176476241,31119
137,927970557185970177,871
138,78685709,1809
139,4855576272,1856
140,168001464,444
141,1343968646050283522,109
142,1442592626,1658
143,321317643,148
144,22151916,3595
145,278798069,637
146,260533389,884
147,47868314,1769
148,1363539461410353154,306
149,958452718045220864,3731
150,215100106,53931
151,1006577189012299776,759
152,1262531792755519489,113
153,1580377537,818
154,1262840135659503619,93
155,587477017,1771
156,15332497,125
157,2182509968,17
158,973038466756902913,2437
159,24471951,3764
160,37086942,811
161,331020289,451
162,18087197,1402
163,56149176,204
164,902200087,1715
165,956543009658671104,448
166,3805779041,584
167,45033456,4410
168,66718545,5713
169,369490575,26
170,76369819,7737
171,3220079632,2420
172,1293237781628702726,1564
173,1280601011661479938,246
174,96015533,366
175,622212087,1915
176,992775313343025158,209
177,18205761,7515
178,1310206604076351495,73
179,2902349190,98
180,353422065,666
181,983108315466162178,2303
182,479953114,1107
183,459483899,3628
184,1544510118,354
185,1282418324228337665,132
186,2977333371,750
187,1347692614963744768,33
188,1257782295043416065,133
189,1126923722219192321,298
190,1651225333,6036
191,15515169,12886
192,868578294916145152,850
193,1351598521456222215,19
194,1375857852,3958
195,878623948556058626,3572
196,959165154817581058,774
197,992572022155825152,308
198,792098444995420161,1343
199,534881613,845
200,954124423,3781
201,18856867,806
202,6724252,330
203,26078152,1336
204,56749157,1991
205,690823,63
206,15392486,647
207,21632108,852
208,29237747,3983
209,222186782,24420
210,843904157081845762,333
211,825125197955080192,40370
212,740866843771047937,1413
213,78525505,918
214,787655448220557312,2540
215,389633138,578
216,1288344726261780481,320
217,1927923236,324
218,2187542203,26
219,189404173,2345
220,87538629,235
221,25816369,3876
222,2388042907,6301
223,3158419444,641
224,895814938995957760,1289
225,1168151090812133376,780
226,1139264397644357634,2919
227,1023237049044873216,4160
228,26922455,7213
229,1342989756611907584,277
230,1163992520252153857,273
231,1044680615105155072,103
232,156336801,2664
233,30864583,1374
234,19257539,1720
235,1290696356194000896,796
236,1271520510862598144,138
237,41063062,5059
238,25341467,624
239,1204824223,4143
240,1496983603,330
241,881185953959870464,2888
242,993473122484523009,725
243,93733134,2285
244,1086527090,628
245,125128723,2144
246,861629573284347904,4998
247,1257667158,820
248,1722428990,6516
249,1215761530479923200,1012
250,1242528353946677248,59
251,2442888666,493
252,23951440,1334
253,26694723,6
254,63525003,61
255,371184094,995
256,826065164504006657,1509
257,22095236,144
258,2740309701,189
259,366304362,539
260,1301239937623261187,54
261,755943429398376448,3516
262,2352629311,953
263,49035671,7598
264,1337531542114078722,116
265,1164667034057224199,4473
266,45989687,1154
267,29097819,79
268,819334191624101888,169
269,1090287502475317248,1789
270,139283160,2948
271,756568476274290688,746
272,2285580446,2625
273,1262080551609143297,3935
274,965992281043062784,19535
275,1017241328575533056,2752
276,1265457387546136576,2542
277,1263061207155703808,1683
278,994745194397364225,175
279,63810911,735
280,1424445702,1041
281,34633253,3907
282,1208101088257347584,13539
283,931780962685476864,890
284,1045712887560458242,4700
285,531479923,3101
286,975495411992494080,340
287,2339331456,1619
288,1254337906598129664,1851
289,450676261,602
290,1340820062492614656,749
291,2554131522,614
292,727403658,46479
293,1144991348,420
294,312416818,265
295,1129378699181285377,207
296,1242534200634478593,11
297,349203369,1078
298,119466953,16916
299,2325495378,111
300,1247650503531679744,44
301,230723208,986
302,1252017500709150720,4087
303,1128378892459413505,3757
304,84962517,15686
305,1051937009671913472,10522
306,1263958718539984898,219
307,1213305954520846337,867
308,1201670995435646976,1073
309,991724364,894
310,58047969,2729
311,1326309672047964160,566
312,1026576700610621441,18908
313,4159553129,1171
314,1087380412089987077,889
315,76543481,1844
316,369270634,488
317,791617266353790977,5178
318,2315698776,3340
319,389299853,1229
320,1392956425,1233
321,151930383,901
322,1152472906770763777,1472
323,1319738170154647558,1316
324,877985300466745344,2032
325,1060573081935249409,34
326,1074238095120351232,671
327,552647087,4155
328,752724282925412352,401
329,1246201205308694531,543
330,1156736677332881409,3378
331,1068171767338946565,529
332,1134843343152848897,6184
333,2336748419,654
334,20336210,4585
335,2704681687,1098
336,1254141493780066305,31
337,4828299099,191
338,1272539793457426432,10771
339,249420175,476
340,19738104,128
341,1262060442911981568,911
342,3981225735,609
343,229141520,613
