,id,friends_count
0,2747640331,1399
1,1317873326623137793,42
2,538330383,2569
3,20435782,1444
4,10324092,923
5,57610574,2198
6,18824096,1995
7,1126191,736
8,14200560,1542
9,27251422,334
10,993517462183280640,426
11,779799806,1230
12,756901332,1456
13,105086943,988
14,2758089968,1916
15,8185232,864
16,18081539,326
17,18836347,738
18,272736093,435
19,1117295285309329409,579
20,3281599238,517
21,1161626074150658048,301
22,935832617403822080,174
23,776961507917639681,1808
24,3150623335,182
25,74064214,794
26,319545480,823
27,35171199,482
28,1248639514462973952,1189
29,875869272,591
30,150950350,305
31,2193940381,704
32,880194358854766594,434
33,218791339,123
34,4185547764,503
35,28940967,1248
36,853610393213616129,99
37,933941848241971200,1
38,6969332,214
39,1731616513,746
40,1373187890637807618,85
41,743789673755992064,33
42,4312376836,185
43,3088251130,633
44,10758482,3831
45,758986063037632514,643
46,2262723812,1548
47,10065202,1000
48,8504312,947
49,26455273,809
50,1339777612697067522,1
51,519460011,1
52,2477867046,246
53,49913,2680
54,1150217311548088320,591
55,20484009,563
56,1017648622668795904,1357
57,52468378,412
58,8956502,2528
59,33161443,373
60,157550302,3593
61,215671951,937
62,50683,1786
63,282522910,545
64,248647906,495
65,86659057,457
66,7122032,432
67,3388301,448
68,28964807,520
69,1079519718,515
70,103825678,487
71,131448307,110
72,483983933,469
73,3503980638,613
74,768756228570906624,160
75,754053,436
76,793023,392
77,17833498,249
78,205086992,50
79,14190486,451
80,2273132088,600
81,159126446,305
82,15315460,926
83,788287705,1491
84,1328719026604806145,649
85,1360455168404422664,1037
86,1204231555046002688,424
87,2985150461,196
88,965774983527043072,1
89,2365781,1617
90,1085477171055996928,2619
91,396238794,2380
92,1361124510,189
93,450307658,1
94,960724137479061505,2842
95,854722070101360641,991
96,357404151,1429
97,19173205,364
98,17612854,353
99,124187456,2324
100,25950119,151
101,1318401035032035328,12
102,939091,47
103,152682525,96
104,13754782,1103
105,226813577,347
106,2863771,2146
107,2522806836,1055
108,499603787,233
109,909789624511401987,126
110,929708947375656960,493
111,719866173383380993,22
112,805582891484872704,818
113,730278905500688384,13
114,1312355589926789122,23
115,817209,439
116,14277276,19214
117,17616212,409
118,168857946,3103
119,113130846,307
120,3301233247,68
121,2381578122,1495
122,72915446,59
123,49730238,655
124,88889865,2613
125,2672711,984
126,812619488579358720,49
127,132791298,1021
128,734056753571241989,265
129,1550208200,778
130,1050289881283358720,89
131,900916462444986368,310
132,9907202,49
133,25960398,229
134,957513615891873792,101
135,1540196282,309
136,121908437,947
137,720680424234557440,365
138,24124203,350
139,1313446704,144
140,45635727,674
141,14944596,887
142,15242596,67
143,18439088,81
144,33853845,2
145,52034708,66
146,72312731,54
147,3027511,130
148,6618342,1626
149,20536157,293
150,143350496,20
151,20373944,163
152,51772613,2674
153,15123479,73
154,20588970,706
155,1073868204,2259
156,85207597,443
157,1295510425438740480,70
158,754442,1014
159,25686332,1134
160,109492514,67
161,1859417587,33
162,952447185097867264,8
163,1292965574054563840,427
164,50393960,285
165,1004231985395466245,40
166,1072109417200414720,356
167,130429681,909
168,14762799,167
169,98279220,89
170,85214806,647
171,3100662583,54
172,196987898,252
173,2873834240,448
174,841524422,89
175,876926961741742081,788
176,1182833905289707520,31
177,736207142709923840,207
178,1171841048374652929,293
179,1177863280016187393,380
180,2869845954,38956
181,5182311,359
182,17886815,1409
183,7124672,56
184,1017372239648391170,159
185,46564818,7
186,11782392,430
187,5967912,957
188,5709522,10706
189,40908875,5
190,92476688,928
191,16865364,5355
192,2951761913,714
193,55964567,991
194,2393635568,3
195,903154473203228672,608
196,838909158330142723,80
197,839837539372568576,304
198,1182511815231586304,262
199,2702451775,318
200,1145929961850593280,6
201,857371396002922496,403
202,9369792,2
203,91547158,65
204,16044147,6140
205,301426313,998
206,27650674,9403
207,1545994664,80
208,29679737,1534
209,2196922086,41
210,500484515,509
211,104146203,88
212,245354027,413
213,126798663,195
214,99013028,2734
215,46327296,1269
216,1605,561
217,813286,591543
218,183749519,637
219,89421672,60
220,1206084655843180545,1
221,5988062,131
222,17595489,2402
223,5120691,541
224,791197,230
225,855933606413221888,619
226,3075309993,12
227,2718126708,246
228,620632841,382
229,25067314,109
230,29492916,2064
231,252751061,1489
232,8149482,167
233,15055458,800
234,798478,1723
235,143810986,12
236,20845447,53
237,39941478,10
238,46574977,475
239,186222238,313
240,254107028,104
241,16573941,1806
242,17220817,791
243,1580781,380
244,22938360,1074
245,1662141300,682
246,107238136,393
247,232201624,45
248,1050747715,628
249,90575863,1
250,3017178685,27
251,31635898,1260
252,41602780,2710
253,28314255,208
254,12299932,520
255,25959744,715
256,3220208773,1630
257,3256801200,53
258,18303494,153
259,29201336,204
260,34888183,5399
261,14581421,2337
262,1490631,4806
263,10024052,1419
264,56833,3510
265,5397942,2440
266,15115534,1319
267,38131345,170
268,289995252,72
269,443281651,23
270,326061076,41
271,442805588,42
272,3233162617,4
273,116021520,7
274,1685302520,44
275,893892229,18
276,750553,419
277,359089051,23
278,21867079,324
279,1333072813,23
280,518619363,650
281,252516714,298
282,868895562,495
283,180359609,165
284,1602792590,3
285,751633,755
286,92350971,668
287,90352384,4796
288,137755143,93
289,70329068,8
290,23282083,219
291,9155822,383
292,8603942,1
293,795089,14
294,733363,220
295,7502492,683
296,731923,4616
