,id,friends_count
0,104388107,1159
1,179721926,538
2,383283639,26
3,1143741039863160832,17
4,245808809,834
5,4924193281,584
6,963627428366225409,1482
7,116548789,158
8,195753180,257
9,2320134836,434
10,101784326,466
11,2432059932,183
12,144592995,39
13,235261861,610
14,69133574,272
15,47797211,743
16,590157317,1191
17,20268490,983
18,14863108,739
19,93311525,115
20,328594457,144
21,12357202,1858
22,66100180,796
23,816653,961
24,17990493,402
25,1652541,1164
26,5988062,132
27,18949452,781
28,15754281,874
29,3108351,1036
30,807095,820
31,12749072,5822
32,176320465,1561
33,5794082,1223
34,76698941,376775
35,249166579,15
36,120631480,251
37,149488277,73
38,152963467,530
39,5707002,929
40,285332860,498
41,216264820,1052
42,2067431,2651
43,19140327,1387
44,3279441,7001
45,5769152,1265
46,6023072,3517
47,4579921,1975
48,3575231,2933
49,3888391,2229
50,92717059,1513
51,6218802,1490
52,3338021,761
53,13058232,1796
54,121099730,823
55,246077279,386
56,114446939,275
57,130671401,50100
58,5550852,4879
59,188214427,8538
60,49204865,2381
61,131150961,1413
62,86017003,59422
63,99008565,77
64,10550172,4102
65,17464987,2975
66,19320141,1839
67,113520472,15
68,17186348,55
69,15940533,836
70,3781541,630
71,2631451,36
72,49922336,1
73,4579301,1921
74,119609847,187
75,6489432,129
76,3852881,832
77,6519462,1699
78,14450809,174
79,125635118,1338
80,84420921,1999
81,9012512,94
82,91756357,4969
83,114429692,306
84,57843997,1528
85,90291254,644
86,60575636,4466
87,131135774,90
88,58943559,5450
89,123301497,304
90,63579053,2212
91,64695621,6926
92,99257277,184
93,93350281,125
94,80798258,898
95,129784006,2162
96,15326369,1316
97,20659538,843
98,38900000,381
99,89387123,472
100,23310329,203
101,109435529,1269
102,66649961,232
103,64111188,316
104,14076534,4999
105,120361370,1354
106,131193296,627
107,48450755,803
108,87357522,48581
109,58212250,2232
110,58070404,1506
111,88195453,708
112,71543313,1282
113,14396899,892
114,90553757,830
115,43336798,5296
116,114934815,1142
117,132747266,465
118,60327049,367
119,129742978,8239
120,126615056,202
121,62402471,2377
122,131438219,711
123,21637116,152
124,106041243,1633
125,108248298,185
126,93394565,827
127,117948491,1368
128,15452249,147
129,92954997,307
130,46863238,311
131,99930311,402
132,97829152,780
133,124016781,100
134,109797720,521
135,14749070,1859
136,14216123,656
137,20402945,845
138,18639734,8183
139,28175577,22
140,11740902,2206
141,18218858,18694
142,33792634,3303
143,17622474,212
144,18812949,352
145,2735591,4187
146,14800270,217
147,15905103,510
148,15308469,2251
149,10221272,1869
150,19789294,46712
151,17179368,2579
152,5484892,1464
153,16401502,4046
154,96023305,353
155,14540648,410
156,104717086,12
157,8926092,643
158,46129853,252
159,117352111,4463
160,106538437,1092
161,115708794,2506
162,119001960,129
163,122629412,6702
164,110622197,2019
165,4426821,3907
166,14487789,2255
167,132886633,208
168,107617416,1141
169,125463167,333
170,68031948,2828
171,132888608,541
172,52866809,1804
173,81271748,840
174,17871790,7916
175,56654358,18293
176,107448228,952
177,116961270,1347
178,127814860,787
179,107385646,32528
180,119556848,8623
181,85098551,1973
182,89202852,27750
183,124757401,4643
184,122374368,726
185,123514120,217
186,123537022,220
187,97130593,2766
188,71026918,970
189,38221881,1655
190,42812179,2220
191,131092196,209
192,132689555,7627
193,74198727,1991
194,115748150,69342
195,124373866,1377
196,93060105,502
197,44103317,741
198,63340546,475
199,99052209,194
200,89685126,1739
201,11155642,918
202,14551167,747
203,12460472,456
204,106721233,743
205,84066627,462
206,112637656,9649
207,14249929,731
208,69123493,114
209,17383409,339
210,5049651,957
211,14614721,112
212,42555076,999
213,84015543,159
214,128289888,1934
215,64947203,1386
216,61655254,22395
217,14099507,123
218,60966974,34132
219,57040796,37
220,60795695,18730
221,46058599,21390
222,50261652,803
223,17081623,12057
224,24631694,275
225,5649672,8
226,31070671,11289
227,35624100,132
228,58694954,5891
229,44010941,125
230,43865479,1330
231,7173532,287
232,4158281,11105
233,3619961,20329
234,731253,2254
235,1825081,190
236,5533702,2394
237,2067251,3908
