,screen_name,followers_count
0,sevmekyetmedi__,68
1,Yksel83267733,4
2,kbdoukan,151
3,BilimOzu,564
4,AlefredoB,117
5,Mehmett059,458
6,scienceBemust,209
7,nesrindursn,1732
8,ismigl54428784,10
9,GalasProducts,218
10,AnatolianGen,1220
11,umutcagrikocak,546
12,muallimeemrve,11887
13,snntrgt,1020
14,06khk675,7221
15,AliCem00520113,243
16,lavieenpelin,846
17,byrmelikee,541
18,colakbegum_,226
19,KaanCet,8088
20,Canan67655769,219
21,tuytuy12,280
22,BiyolojiHayat,763
23,elifsimsekisi,1301
24,TRBiyologlari,3474
25,CryptoJain,3945
26,SKChainAdvisors,5208
27,eminesanli58,262
28,Mfa73,618
29,canerbldk,492
30,neslihanytskn,652
31,svl_scknrr,596
32,hngsynsksym,118
33,Arzuackgz25,704
34,m_redson,534
35,oneironot,450
36,MineAyd54562757,3
37,YasinMBG,611
38,adiguzelbusra1,196
39,sulekyr,510
40,allbatrosss,450
41,biomedhane,276
42,nlygll,330
43,snn_engn,616
44,genetikciniz,251
45,elifsimseki,442
46,BiyologKanunu,501
47,bioserapeskiler,186
48,huseyintuna,119
49,beyincirf,243
50,Bilimdili1,135
51,themiyolog,528
52,ezgitasoglu,1129
53,biyohtc,209
54,biyolognn,276
55,biosemir,159
56,gelelimmevzuya,101
57,Koray92Koray,143
58,Dr_Ekolog,1114
59,MSc_biolog,2750
60,Cagatay_Ozan,1389
61,cnstknmz02,1409
62,GevherBeliz,639
63,onedimkurt,3127
64,biologistwhoo,323
65,burcakcimkurt,531
66,mhtpbrl,612
67,kbrsvs36,465
68,kavitebirileri,900
69,mrve_ecm,708
70,Tademir11000918,6
71,senemdulger,350
72,EdebiyatCesmesi,600
73,Abdulazizcift,301
74,diyogenesis,425
75,can_nejmiye,16
76,Tugbamavera,191
77,CatliDuygu,176
78,karadenizli97,960
79,pasifbiyolog,511
80,IpekKaraca7,615
81,Mgbiolog,997
82,TrklAkn,113
83,urfalibiyolog63,706
84,SedefUslu3,437
85,Gnraydan,367
86,muyesser_kayis,1479
87,rusen_karakoc,594
88,Aygl80860167,801
89,eruncu_cyln,1476
90,AltugBrcgl,731
91,dener_elif,864
92,elipcestan,450
93,Duyguzsoy8,1074
94,efecanyesilkaya,54
95,BioVz,364
96,meltcetin,1977
97,bycmmt,2901
98,Aykutyldrm1990,2
99,molecullll,1429
100,diptekiastronot,627
101,KahramanYesim,855
102,agrida_m,85
103,MustafaPasa45,479
104,sakurana71,19
105,sukran_krks,242
106,tahatangut07,2946
107,Serci1919,532
108,1fatmAyse,71
109,ayan__meral,98
110,isotbjk,5
111,__serhad,850
112,MeePoxxx,674
113,birsayisoyle,274
114,bioowls,6599
115,orhanakagunduzz,415
116,TheKaptan61,512
117,zeyneptkbs_,976
118,shedabsl,565
119,ibrahimkkus,1156
120,istanbulTipMerk,8
121,zlembiyolog1,169
122,gamzekubra_ctn,745
123,ermanyaldiz,386
124,silanakgull,526
125,molbiyolojigen,699
126,notmbg,209
127,bioology,10828
128,caglayan_taybas,2789
129,YunluOnder,1144
130,Biyolojikmacera,760
131,sunacelebi2,305
132,AdiyamanGulcan,118
133,_ismailtas,168
134,alevurhan,486
135,XxxdenizkiziZ,389
136,orhaannctn,566
137,GzdMrmr,729
138,scientist_sule,643
139,frhncn,1078
140,ayyseyldiz,463
141,rainick_87,252
142,yldrmsrp,193
143,sedabkrc,504
144,mrlyld,1026
145,biyodgnemine,738
146,busraaa_____,947
147,MujgnEr,679
148,isabella2527,564
149,Ezgi1ozen,1335
150,esra_sayginn,350
151,AnlYetim2,908
152,waspjenaz,569
153,BiyologMuharrem,329
154,aktshnfee,312
155,gizmmozcann,206
156,Hilalisiklii,786
157,ErkanSvm,3841
158,TohumuElma,158
159,BadirKubra,257
160,CigdemAkar13,455
161,tasdemirebr,616
162,denisn151,7758
163,zglAydn8,331
164,celikktugce,348
165,elifciftc,1254
166,Berkcnkrc,1361
167,_yesimy,454
168,Nehirkvc,433
169,ahmed_arif_21,16403
170,AzadeYahyaoglu,545
171,pictorloya,1315
172,zeycan18103020,1125
173,biyogentik,1038
174,AlperDemirezen6,1539
175,Beyzageneticist,1521
176,Htcylmz_46,538
177,man_biyolog,435
178,ARDiARASTIRMA,1583
179,bloggie8,127
180,ysmnntan,438
181,BiyologElifByrm,1180
182,nazentea1,1055
183,biyologguzbiz,218
184,misahinn,639
185,gguayil,612
186,tazebiyolog,979
187,Eliffff25,537
188,molbiyologg,864
189,MHMMT_BSR,1258
190,huRi_pldk,928
191,buszylc,504
192,GenetikcinizPro,4345
193,GizemAkkurt5,1161
194,biyologC8H18,1114
195,biyombg,1052
196,fnkfunda,414
197,G14072014,654
198,molekulerci,1580
199,Botany61,792
200,fatihbaskaya0,60314
201,muhammedayaaz,180228
202,BilimBiyoo,171
203,vecdicakici,591
204,yalcindedeoglu,10754
205,AAlimurat,899
206,SayarNaz,8
207,UlugTengri220,9453
208,BarcFiliz,9153
209,hayallerdenizde,17610
210,33AtacanAtaturk,17990
211,meltemmbasoglu,7596
212,mnbb61,76059
213,NihatKeser9,2
214,TimeGanyan,23
215,_CREP_,3667
216,babam941,29250
217,19_Mstf_07,16452
218,izmir_acr,57
219,HayatSanaAcimaz,6187
220,26eses01,371
221,tamerevren1,1185
222,alabeyblogger,123
223,fatmacumhurefe,58668
224,ibis3489,2243
225,turgaydelibalta,159
226,omurcenkadam,35
227,Hilalzcan21,53933
228,PadokTor,127
229,Adler16392917,13096
230,TurLdo,14199
231,HaberRotaniz,267606
232,Gkhnaystky33,7351
233,9999Istanbul,38
234,SonDakikaMAG,116689
235,NadirOfc,1289150
236,ferhatgocer,2267418
237,officialalihan,1598543
238,DarcanZeynel,14
239,Mahsumgirginn,23133
240,alihaydar_ay,53
241,yasinerofc,1089804
242,AgfAdam,193
243,tuketiciningucu,2188
244,guvengelisimcsk,634
245,DeRiN_MaVi35,65
246,B_O_6363BK,71894
247,Mehmet45Bayram2,65
248,sihirlikantarma,18622
249,yokoyleseylerde,618
250,Kurtiniadis12,75
251,Mustafa81490995,3109
252,Emrahada18,379
253,iremkendigelen,666
254,totalbahis,657
255,yarisanat2020,14753
256,TahminUzman,283
257,AltTahmin,6116
258,bayramhan25,1029
259,gulhaenator,223
260,muzobaba1606,810
261,CryptoOgi,677
262,esse3841,97
263,yilmazati1,855
264,YldrmAkkaya63,40
265,MertTolunay1,2289
266,Sevcan00341715,1
267,dijitalanaliz,13365
268,GanyanSozluk,134
269,YorkLar,235
270,HisseOnerileri,86889
271,borsafinansrt,20866
272,BirlesmeSatinal,436
273,egitimgundemi,51546
