,screen_name,followers_count
0,zhengqiankun999,33
1,GFLoS03HBhNUlXv,159
2,Eg0G2uhYheuU4f4,16
3,ZSminPqy0luOjzY,15
4,cWJk8H1G1GiqiQY,173
5,yu94381,7
6,MingDeWM,543
7,6yJ3f5ipj3bYWHv,100
8,LKH1962,1104
9,yeung6976,8
10,axKAOuL36k9QD6s,17
11,wangiawfnu2,800
12,iiii_liwei,6917
13,edision171,254
14,claudiosky99,3
15,wyin999,72
16,yao4587,96
17,gycdc1961,207
18,GenRodriguez3,688
19,JustinJ42871707,742
20,ch20158611,59
21,AaroCN,1233
22,znzxhao2017,1067
23,wsydxlh,3633
24,libnig3,11
25,Limingfang2,81
26,yuqing44297695,26
27,PVkk6AI5HBJVb3t,126
28,iNG6fAtlvJdnaNL,1580
29,5ryXOR27RvgW5Ev,51
30,T1M9XEzUfztDfqo,72
31,gW0dtRxhnevyp8o,122
32,Ey20lmFVVVHZHMF,253
33,jammyjobswoo,667
34,niuben888,39
35,fge53338299,20
36,Sii4Bz,16
37,natuter55,1652
38,8txNeR56suSpDes,191
39,Ottfie3fxGSA7qA,498
40,FbafUYIpJmVx04R,753
41,Amybaoyun,216
42,I0mdyu0T1MudhgE,2858
43,Lysia2018,68
44,ridicklan,873
45,fengshiyujie,1125
46,ptxqsjmxhhu8,578
47,cksqdbpupaterb1,34
48,superyi001,16
49,jammyjobswu,3008
50,chan_leung_yan,169
51,harvardintech,4411
52,xt706107071,1919
53,WaedSarah,562
54,cc21h6,7259
55,2i5X6Qbio9DmvFg,42
56,alexthongkuihwa,1599
57,cppc2014,23622
58,republic886,1871
59,carina9238yi,118
60,adair18h,1817
61,muwenbin,3087
62,zh8ou,2
63,littleling2,75
64,andyyeung12,13710
65,jhw555,958
66,KallinikaMuxina,123
67,Liu_tai,1584
68,yanliugan2185,57
69,wyzxhp,2643
70,zal569867335,232
71,rytt344v1,65
72,hanmeikk,925
73,JiupingJpgcd11,908
74,wbdone,81
75,GfacaaVvvinv,27
76,dengzhezuolao1,250
77,iamwhite01,2187
78,imyanhuang,75
79,iamflowerfairy,90
80,zmhcool,275
81,shanxinDZ,817
82,xiangfeiy,251
83,BeOS_II,328
84,xiaxiaoqiang1,150
85,1763657926qqco1,475
86,Simon209999,5
87,lidongtao,14
88,ogateurl,727
89,986547805,27
90,HDiannaf,3
91,youhengxin,240
92,yyg382513260,25
93,luobeihong,64
94,mickistameysdo,113
95,thh33778532,106
96,zhengyioubo,9433
97,buzaikanle,467
98,1813745786,10
99,water960223,64
100,changxier,421
101,cheny1018,271
102,huaXiaFanC,65
103,huaXiafanB,33
104,qzcmwlwjfzy,68
105,zhongyini,353
106,rejnho,352
107,ryel3yu,1143
108,maria620871,16
109,KarlssonOnRoof,30
110,kmt1989kmt,2219
111,460056811,167
112,598112343hq,178
113,tiangu123,92
114,liangchengc,216
115,thomas51859953,123
116,zhenshanrenhao9,1562
117,YTPLH_Y,585
118,chengshi18,8
119,wendy_fishy_sg,325
120,gusongtaoCHN,23
121,hmydgg,24
122,2009qiang,56
123,fuckMAOZEDONG,1452
124,qiuhongchung,185
125,gejueping,3559
126,yajunling,218
127,2012ttvv,716
128,Leonardo_DIC01,34
129,zheng_tm,129
130,davidsun0310,21
131,drift4433,49
132,enhui887,1475
133,QQ1723588829,494
134,chinesehotnews,31619
135,buluqiaona,422
136,qqttyyss,493
137,jkuhhjhjju2,12
138,zspcgl,65
139,HongKongEmploy,1065
140,YunusMuthe,3583
