,screen_name,followers_count
0,akaringo512,164
1,67fuo_mr02,179
2,mj2802721,4869
3,naaami727,317
4,inv_r_,3203
5,NicsNuir,426
6,gokuu_ta1,13915
7,yuutotakahaaas1,228
8,haruuuu1110,352
9,4274154,6395
10,akaringo152,58
11,d_d_white,306
12,shipalette,637
13,1003S0shirik0,498
14,harchan51,144
15,takechiyo_0612,324
16,yeah_taka,212
17,h_wagappy25,369
18,mamamari0610,256
19,chibi_0422,154
20,akanettitti,430
21,saaakura_,637
22,nihon5931,185
23,ngtkazuki,122
24,hctyjcs,44
25,Ko_1dayo,363
26,yohjihomme0202,269
27,c1500m,247
28,okitomo24,317
29,maosid6026,325
30,fuuu_23,375
31,wsp_tft,1211
32,takokouenn05,178
33,S0907Hg,331
34,harchan_51,86
35,nt0704m,242
36,jaikiripol,53
37,zu___ho,520
38,kaaaaa_3,163
39,oor_hiro219,204
40,mariaaa1001,248
41,Ymymkeke,218
42,nacchannx,51
43,nihon_u_ac_2013,130
44,takumi__oren,141
45,pnk_a,156
46,gcmzgfltskvgejt,53
47,jtk_32,135
48,saaya0204,165
49,sig_552_for,62
50,xazaleaxazaleax,161
51,shk_16,390
52,boxing_199425,80
53,yuichiojisan24,301
54,y_santa_maria7,326
55,1107_ss,215
56,b_0826mao,485
57,ruka_61,497
58,fumiya11111,130
59,gucci_1605,164
60,sfdqscj392w3jbd,2
61,sff_0526kinta,243
62,1994yhyou,185
63,JanboDanbo,431
64,noopy0401,247
65,taakanooon,288
66,1994612,250
67,h_wagappy,230
68,tatsuro01,272
69,kenta_d_oshi,217
70,miiburu,578
71,shironorockin,1006
72,MaxbananaSp21,359
73,kazuki05180,65
74,chiba1357,104
75,08305589,291
76,junna0303,202
77,Aaguriko123456,291
78,shizoo12,293
79,s_nnm1010,218
80,miiisakoo,200
81,0201Smile,257
82,ta_z_sm,259
83,wind_akito,215
84,1994_shun,299
85,sy_0311,282
86,10289050,219
87,sakusakucoara,487
88,aypm8,117
89,hikajsbtoex,350
90,____yurika,341
91,massan95118,488
92,bea6140,317
93,99junpeee,237
94,kanako0328,292
95,junya14sf,160
96,is2_msz,212
97,yellowdog_dr,634
98,253523214,77
99,bommatcho,382
100,__jojojohn,515
101,mattya2181,144
102,viperroom0209,414
103,mari__11,366
104,1208Mukai,281
105,ohno326,517
106,Ra3St,187
107,ggnggn12,343
108,goya0109,267
109,Shu_uu_uN,372
110,sayu6180,46
111,n7415963,113
112,maro3115,270
113,Crn_bT,83
114,mana6107,194
115,LesbleusZ,233
116,f_sho_hei,269
117,0625toraneko,209
118,a_hysk,124
119,ym_ez,163
120,mjxgjdd,217
121,naaa7271,485
122,kiss_me_zuhito,332
123,hyt_5,393
124,mosu252,219
125,f22cc,196
126,motimist1001,151
127,buu_anchaaaan,321
128,m_yukinchan_m,410
