,screen_name,followers_count
0,thetriciameyer,1037
1,Shern45,2
2,Songfinch,629
3,EpicUnicornGuru,119
4,morad_tm,28
5,VeryAmazingCars,19453
6,SportsLock,1656
7,KyleAmbition,176
8,GeorgeSGrady,55
9,LeanStartup_Chi,1682
10,katharinejame57,516
11,zuvet28,1715
12,realmdonnelly,2018
13,chevysato,48
14,Chitownlizzy,385
15,VentureConnects,4166
16,Piaga6,23
17,PCBYMSHOLLINS,29
18,cuttime_inc,816
19,NootHonorato,105
20,oddsbuster,1877
21,kaynegrau,909
22,Bex706,151
23,LyricsOverMusic,174
24,GetDownwrite,1263
25,MyKitchin,399
26,JUICE4real,2538
27,lilshortrecords,492
28,PatMalek,873
29,GigScoutApp,194
30,acidimaging,361
31,PHHNewsRadio,1194
32,liveloudly,870
33,mabaso375,15
34,littleheadmusi1,151
35,GAMIRecords,120
36,tullman,15252
37,workwithdomino,77
38,SteveGradman,164
39,jamareaton,1524
40,streetdreamschi,264
41,TatorChipPimps,557
42,makhu84,74
43,Iambankable_,175
44,justinekope,150
45,EDDIEHEWARD,113
46,magiya55,51
47,tjgawlik,417
48,RealDarkFreedom,136
49,Deroux90,6128
50,jpcannata,142
51,CCMHideNSeek,138
52,NorthRock360,323
53,bodyrockbinetti,122
54,DavidSzostak,588
55,planio,2435
56,Djeddiemills,535
57,Knolly13,1452
58,LLATMMMUSIC,164
59,JnJaco,15
60,loyisogola,1095878
61,shitmyteasays,36
62,bill_FRICTION,148
63,lyndsager,197
64,ScoreAScore,4059
65,SweetNLowCCC,40
66,djwaht,126
67,garibiasillo,570
68,Sikaband,3822
69,dnmkuypers,36
70,triley1921,606
71,c90blank,6891
72,upnorthmeds,52
73,CLUBSCENEKING,95
74,circone,358
75,JuntoInst,703
76,TRUESOULCAFE,886
77,hamidassian,222
78,FingerRecords,88
79,mommalindquist,9
80,sirnoseup,104
81,InoPrints,1818
82,slimchi,3
83,jaimeblack,4729
84,mattartmusic,204
85,melloburger,376
86,WDTHMUSC,814
87,Whatzisface,118
88,MountainCoastM,776
89,binarystarmusic,1057
90,InsideHypeBAY,274
91,TMG_Chi,374
92,MarissaWenk,119
93,MessyJessie4,37
94,acostaink,147
95,G_Rowe,591
96,KBooM_Timothy,306
97,stadiumred,1703
98,Jessie_LaBelle,69
99,TaraFlo,1385
100,DJJustinRaymund,1069
101,TweetAgedPoorly,15520
102,FutureOfBenin,13
103,daveherrero,811
104,ramseygouda,132
105,vingoslang,3537
106,FinchBeer,11122
107,JrKoger,130
108,smberg,314
109,Phatapples,28043
110,MayDaytheMonsta,1571
111,BellaColletta,124
112,mrgreenweedz,1114
113,Jkruml,460
114,GreatestWrapper,11
115,hughhart,2105
116,UnfamousFest,300
117,Bangghz,4813
118,tywyffels,172
119,ZeeJay24,543
120,sirfaunty,139
121,TeamFreshDJz,151
122,jazintellect,823
123,cory_mullins,69
124,DRENCHMONEY,39
125,DynastyPodcasts,1605
126,GlowWilliams1,26
127,FirstLadyNiki,3704
128,CRENA813,594
129,Kevin_AnR_Shine,87319
130,LVXes,108
131,SparklesCHI,225
132,gary_reid,415
133,bhobbs09,519
134,jennifersalim,35
135,WpsecurityCo,9
136,VirusHipHop,369
137,PoeDaddii_0842,306
138,troy_constant89,17
139,LDtrio,145
140,AlbertSye,4890
141,gregcorner,3481
142,airmaxkingNo1,77
143,SamPaye,403
144,MetropolisLife,152
145,GreenWilder,72
146,Snagglzar,1079
147,irieswire,436
148,MalkaDepriest53,47
149,joshuaburke,159
150,HipHopRockzMag,4006
151,Mr_Icky_Picky,20
152,JASONRIGHT,294
153,Spitchild_PPPP,175
154,ShantalleMae,176
155,emkopko,84
156,sampsonpaul,620
157,angielindquist,43
158,smart_alec_,845
159,OGWizrd,1715
160,ESheinkop,812
161,robkleiner,1358
162,madsalbright,197
163,WWSportsPicks,289
164,Netvinc_Bahasis,971
165,BlackNoyz,757
166,TEAMENTITY,30
167,Vincent9,92
168,hollyvillecntry,472
169,carhrt,54
170,mbizchat,1345
171,QUE_BILLAH,1972
172,hellsent19,394
173,janakyomoon,1536
174,Hearontrackz,3216
175,suspence310,184
176,RootDown_LA,1199
177,ftlauderdaleap,194
178,StereoSinai,859
179,MzKeishaPhoenix,229
180,YourBoyVernon,15
181,blkreign2010,88
182,ChicagoChekk,1405
183,TeamMARVO,677
184,rhettmatic,42374
185,MARVO11,7681
186,demetriusworks,1018
187,ChiDNell,261
188,TheyCallMe_Gzus,14
189,CityVsCity,188
190,banditpro,160
191,Mogulmaka,8
192,CMBock,191
193,PowShotsfired,90
194,ExcdBoundaries,99
195,gcfb,8048
196,theonlinebiz4u,1876
197,BHM8de,827
198,KrushdOutAsshol,140
199,bschopf,811
200,greaterthanhype,50
201,bendikta,18
202,ClassyHF,64
203,Jarvis_147,55
204,5MinMovieClips,231
205,trumainejordan,1117
206,Nguyen_902,53
207,14KT,10595
208,IAMSLOTA,4054
209,miami7654,79
210,GHOSTHOUSE,960
211,AnyaRoseD,281
212,MrsStork,573
213,averyrhodes00,62
214,MikeSchpitz,1247
215,Musicandmike,139
216,DamienKash,179
217,goRobotic,11118
218,Todd1HHD,3422
219,EwallGN,1359
220,IAMTHEBONEFACE,130
221,smoothfellazent,223
222,ADavis715,175
223,Life_Lyrics,88
224,FootballNews09,2172
225,KatesAddiction,512
226,the_StillSane,945
227,harexplore,568
228,frombailey_e,566
229,DJizzo,1467
230,DionJetson,1323
231,tokyocrushhouse,29
232,L4M,441
233,_carinsurance,1478
234,iNyatu,629
235,albertjackson,151
236,getfollowed3,446
237,ThePsyClones,556
238,kelseylink,1134
239,onlineenglish_,476
240,GerardHilinski,905
241,hunnypotlive,6928
242,ToiWeezy,2768
243,HBTycoon,54
244,Dilladagift,624
245,DJSTEW2840,9
246,Silver_Wrapper,4581
247,boocent,3
248,G7RecordsStreet,107
249,iamvanghost,2439
250,gregmcateer,776
251,hellmoodbware,162
252,ronknightkmi,399
253,illchigirl,129
254,DJEmmaculate,2240
255,unscene2,167
256,GravelRecords,634
257,elisemgmt,1134
258,heychamp,2204
259,TAGRecords,2128
260,Papeon,435
261,DannyPogofsky,184
262,JAXTC,68
263,OneBeLo,10477
264,manateerecords,7335
265,HoshOnline,598
266,pugsatomz,3441
267,claytonhauck,2391
268,djskor,887
269,ProfessorFox,3019
270,marcusfoster,295
271,TommyMackWorld,406
272,barefootjumper,54
273,sethmarkantony,328
