,screen_name,followers_count
0,LindaBreidbach,32097
1,Jessica_42768,17
2,lauradsweeney,522
3,DanDBanks,155
4,zuzakistan,440
5,felixv,2239
6,CalAliwell,1487
7,Sarbjit_pol,1015
8,FBiryanis,55
9,YProgressNodeJS,207
10,dmbrokeruk,843
11,CarpetrightHelp,895
12,Even1ngIT,105
13,ryandawsonIR35,318
14,chekuhat,144
15,TeamMuppetLabs,2
16,chrisbrooksbank,302
17,exacity,691
18,teampud,11
19,CWPWestLondon,2586
20,MattStutely,700
21,mcollins_io,191
22,VirginHolsHelp,2530
23,djjoelyd,724
24,ashleyeglin23,278
25,gen_clashroyale,60
26,DanYolkRec,237
27,lauprem123,157
28,ajnt,458
29,selshakeleg,10
30,tomexplore,15
31,PremierGroupRec,2758
32,nickbrowndesign,251
33,ToriWCB,84
34,lang_bs,52
35,Lauren_Kluckow,312
36,CeramicaFC,82
37,BartekSowa,48
38,nhtgexeter,290
39,julianox,54
40,RAMMATHU2014,17
41,daxrelocation,463
42,RedMirchie,256
43,RiaGupta80,21
44,c_cleeve,2
45,Cobretti84,11
46,KHWSLondon,889
47,RachKneen,1862
48,ArifEatea,132
49,PhilipsCare_UK,2850
50,Relocate2London,3266
51,maltenstedt,69
52,TeamCrunch,8554
53,DebuggingForFun,6
54,IntiqabRawoof,1173
55,carhottie54386,3
56,ravisahnii,264
57,republicfashion,7213
58,nursehan85,70
59,Copify,2731
60,pickourteam,181
61,watchthebubble,587
62,hakansontzzzh4,47
63,Profectus_Jobs,512
64,zaktodorovic,68
65,Ruthiekins0402,194
66,FestivalCanvas,165
67,mrjackshit,2511
68,bluelinecoding,12
69,CommutingRants,3488
70,greywoodassoc,575
71,GarethC4rdg,225
72,ThamesValleyDev,28
73,stephenbondeng,192
74,bizantra_team,807
75,RaglanWokingham,510
76,filip_woj,7611
77,BarnabyRTC,65
78,nicbell,280
79,contractweekly,5961
80,Qdoscontractor,3240
81,profey,175
82,IdeaspreadCo,129
83,SpiresHires,340
84,Thumbernina,263
85,jaxx01,111
86,Dragon_Oil_Dxb,552
87,AGoldney,46
88,30dayfc,291
89,Josie_Aira,916
90,teamIPSE,18429
91,stevenarcher,202
92,Corp_Black_Girl,134
93,michelleitalia,76
94,WindowsHosting,779
95,competitions02,346
96,ImpressveEvents,78
97,RecruitmentIT,90
98,KangaDrew11_11,308
99,_Charith_,194
100,Mattopus,50
101,GSChana,118
102,McKenzie,295
103,TomPontingOpus,411
104,RockitJobs,140
105,GordonRDowling,185
106,mrs_l_anderson,488
107,ponderingchimp,291
108,musictandem,271
109,corchange,104
110,john_callaghan,213
111,tgarratt,40
112,appharbor,2240
113,CharlieDevJobs,204
114,Reneesharma15,60
115,madcianibest,131
116,VolumeLtd,3500
117,MooAgency,7
118,SequenceAgency,3841
119,limeslice1,221
120,Meerface,403
121,CalumReedMI5,246
122,iTech_IT_Jobs,148
123,ianapplegate,927
124,mcleo_d,1558
125,Lynseyellison,79
126,James_Guru,115
127,WalkerOstrye630,5
128,RoryWagganer564,4
129,SociView,422
130,sir_swish2262,200
131,Wokingham_tv,594
132,Billikaaam,10
133,_bri,35
134,CodePixelHQ,7
135,BebaDoone,51
136,RoyalSuperMarke,331
137,diannehummal,729
138,tomrevans,44
139,curriesonline,1900
140,SianClay,106
141,JustEatUK,130216
142,gilesperks,400
143,JasonArmstrong_,531
144,PaulCripps,561
145,SPickthall,890
146,cole_of_duty,67
147,bfpt63,193
148,lawzo,170
149,siahay511,49
150,bumblearse,393
151,mugsymugsy,13
152,benoit_alvarez,251
153,Harry_Pearce,2335
154,October_London,154
155,IainStores,205
156,benward,10683
157,thesambarnes,2336
158,hayleywalder,84
159,DougReis,174
160,kanchu990,76
161,VanquishBob,353
162,hollyruecroft,162
163,benlaw,511
164,gooseserbus,68
