,screen_name,followers_count
0,gone_names,3
1,AkolokwuE,118
2,sarahpo74031011,1
3,Jlajr2,20
4,mikey_trolls,280
5,JlOrOzCo1996,17
6,Alex4987,52
7,tlieberman12,80
8,JonWFD65,368
9,IllLouMalnati,33
10,chriscooked,70
11,kid_charlemagne,221
12,R8edR_,2932
13,get_fit_fitzy,13
14,nxtpepe,11
15,PeterCzymbor,910
16,CaveFig,461
17,ssera7,28
18,Jimbuktu,385
19,JoaquinJP,52
20,CKCash30,1252
21,NotthefakeHuds,41
22,Mr_ANX,382
23,tobi1815,26
24,citywideurgent1,135
25,VibNYC,86
26,schmooey,8279
27,cee_ryan,10406
28,Misshattan,8073
29,Bigblue210,25
30,marleyray11,220
31,DRoth1187,138
32,markyoung1988,455
33,TravelUnity,412
34,The_Mimi_Lena,127
35,Jessica_22031,24
36,michellelegro,14746
37,SimbaGod1,76
38,ChefLanceGraves,40
39,Jeff_ReyDez,200
40,pollomaldonado,10654
41,Paula84535058,555
42,EmilyAnthonyAl1,19
43,Brittan25590632,1
44,CaptainBrains,23
45,hoosiers23,830
46,FanVsFan,2379
47,RedTrunkerRadio,73
48,Fountain_Coke,139
49,michaeljohnmus,227
50,Casshooole,1537
51,Dempsebr,91
52,belemeade,19
53,peteperu,126
54,gemckamey,83
55,Dtric25,360
56,BrainBusterBoys,1364
57,JaimsVanDerBeek,25709
58,UKMetsOnline,3002
59,MurphGuideQns,762
60,elka_looks,231
61,JusTamuzik,64
62,esko84,39
63,JamesChittyJr,3628
64,dctsports,1065
65,itsmikeydalton,1233
66,hharteveldt,22026
67,tpallini,1371
68,vladomaya,114
69,AJMcKeon,497
70,QueensBredHen,204
71,mr_mansury,10782
72,Navx16,180
73,Just__4___Fun,1
74,doughgeta,14
75,JeffGomezz,18
76,willieearliii,98
77,ErnestClinksca2,351
78,Mediagoon,3787
79,caugust23,157
80,abdoukadir17,306
81,bvdono,215
82,mmoohhaannaad10,38
83,nbadraftbuzz1,756
84,PoolBoyPip,8
85,rashad_dayes,20
86,samj11,37
87,Matt_Freije,168
88,IDTheftCenter,22212
89,MichaelBurrell,36
90,NDHockeyBand,7
91,RyanGray1109,423
92,greencouch5,52
93,awesomegrux,168
94,Lummy78,86
95,SEANUMENTAL,239
96,jtrejo8,160
97,vishmak90,271
98,JoeHarleyDoes,299
99,Chadgreeney,85
100,nurideenseidu44,12
101,ImNOTIsaac,714
102,illustrousbeast,100
103,Hollywd12,83
104,danielgarms,10
105,MXD814,260
106,theRingerBell,1
107,MatthewMcCart14,19
108,WorshipNerd,1118
109,2ndtaste2,30
110,thejerkstore20,156
111,agreenberg,3882
112,kcklo63,2314
113,ChickFoleyShow,4267
114,chrisnooney,113
115,SludgeCentral,10879
116,80sThen80sNow,119776
117,abrthescoundrel,67
118,Smitty5560,159
119,ShawnRobare,4310
120,chuckfromNO,197
121,marc_ioli,295
122,DjSelenki,1369
123,mikegetsnashty,149
124,DTHB_,1250
125,Jack_Tarshis,15
126,OskarPoet,507
127,weirjustin12,12
128,RossGillingham,272
129,ivaniswhere,230
130,AsifDoja,741
131,NewsLikeJager,53
132,MouseJones,18905
133,whodeany16,525
134,BlueChunkMart,164
135,Sonamabesh,42
136,MJGallicchio,92
137,Ant3742,288
138,josephpcraig,76
139,lamin24967850,106
140,ellesep,14829
141,JackMarooney,103
142,VollmayerOnFire,3335
143,ReelDigitalMed1,305
144,austinja,523
145,adage,990878
146,MrRobWad,197
147,StillClutchCity,250
148,KateOnDeckIC,1004
149,jamesbrowntv,1563
150,Spangek1984,280
151,RGinKC,270
152,Richarddweckco1,633
153,EmceeRelentless,291
154,HeyItsMe_Scott,12345
155,Vipe15,642
156,TheChuckPlumlee,722
157,settledownanvil,285
158,brettwhitman,202
159,Directortoby,1975
160,ilikehoneybuns,196
161,Serielshit,21
162,Eldivo23,1009
163,ajf_sports,1755
164,jona_moya16,130
165,MJR419,328
166,JMags316,124
167,cosmovenky,1241
168,jackpgriffin,143
169,studwell727,392
170,OMEGAJACKSON914,2229
171,TonyCattano,43
172,1tsmattbro,135
173,olebove,111
174,thessrozell,134
175,STEmily86,210
176,Starch_Jarvis,1599
177,OaklandRovers,2154
178,KevinSullivan9,199
179,KrudeKarma,505
180,Nickcubs44,155
181,tglover665,458
182,VistaRadioCasey,684
183,stellar_jl319,645
184,ZombieFrog,524
185,the_real_schanz,255
186,CNez138,277
187,btwdetroit,1
188,Robertm922,293
189,markswansontx,272
190,GoBuffs81,85
191,S_Weathers,159
192,Pagano13,251
193,bkomadina,170
194,SAKness,302
195,DukeOfDouchebag,163
196,ElMenchowey,236
197,hoodie_ninja_37,47
198,serials1,26
199,Moodless1,10
200,johnj580_MMA,41
201,BYT_NYC,661
202,zleskosky,205
203,jcmelson,12
204,Siddiamond,69
205,DS_LegWhip,280
206,funcrusherplus,290
207,ClassicCatch84,306
208,chris__turner,138
209,marky_mrk81,25
210,mellamokelvin,27
211,TheVarble,1227
212,MaxMikadoSAYS,483
213,Krslang,534
214,Trevdaddy69_,377
215,PeterOS21766663,17
216,NotaGunslinger,106
217,Tmw1102,360
218,Colts0716,12
219,pinkthunderbomb,56
220,grungy_hippie,214
221,RichBocchini,12805
222,Blalex18,372
223,GlennRubenstein,6290
224,Jessszn,731
225,FunkyWarmMedina,452
226,HowieLongShort,4621
227,SportsAnthony,964
228,mehl4815162342,83
229,kyledaustin,1093
230,BPLyons11,115
231,DanCasaz,597
232,CodyReser,26
233,MarylandWillWin,56
234,ChImran33134357,68
235,AdamIss,3634
236,MostFollowing69,287
237,mizsakrichie,14
238,ESWindram,828
239,libbyemmons,15877
240,theofficeheel,113
241,ejspar,131
242,theoddzcouple,8
243,sarm34,494
244,ChiluSM,790
245,Jennife82495549,3303
246,Wentzjamie,46
247,xCiiCiix,362
248,imchrismcnamara,378
249,RickyisRAW,30
250,Collectingcandy,1562
251,cakeworksvideo,540
252,PrimeAxl1,457
253,Stevieboy_504,579
254,blakehopper,420
255,AndrewM49439380,39
256,noemie_lefranc,397
257,CraigCliffro,497
258,MHJohnston,7772
259,ColeRob86612042,3
260,Abdulfattahman7,53
261,helenlin0618,6
262,DaveMarcy72,59
263,SnackGuyGreg,301
264,maxxpower182,8
265,RobGranados,83
266,Mottel,12688
267,ZacYoung55,180
268,cioffi_brian,7
269,momof4enas,171
270,nathanwhite47,17
271,nsizzle17,17
272,Grover_09,114
273,SussAtHome,21
274,mickrouse,1907
275,NickleOff,111
276,keenebuck05,130
277,johnfronts,116
278,Ep3na,145
279,mr3y,121
280,connyshea,9
281,_blacksabrejr,674
282,MightyMoosDef,219
283,MicahKellner,3312
284,GrumpHandleSlam,190
285,Mister8984,648
286,theJakeWarren23,3
287,PMoney1089,89
288,tylerthrune,396
289,MGuss00,98
290,GawnyAli,95
291,aguirre_eric,501
292,ShaneSullivan32,606
293,jeremyFLOWERS,588
294,AceCuttita,50
295,erock3382,109
296,CanesInSight,22616
297,sundownmotel,12060
298,richrico21,184
299,Brendan_GOBLUE,226
300,swhittle15,198
301,colkoolaid,452
302,2strongStrong,109
303,Root_em_in,333
304,KevinMarshall,2545
305,WilliamBotchway,1056
306,SamZaduk,234
307,betterthanzhand,25
308,KeepItFiveStar,5620
309,StrongStylePod3,33
310,brandoncherryy,69
311,bigcat_85,105
312,Charlie_Ambrogi,305
313,jnyceone,99
314,CatherineMorgam,34
315,JaneLin95962099,45
316,TammyWa91598472,83
317,chasing_molly,471
318,tisdale_500,51
319,FFTheOtherNate,250
320,DadwithaD,254
321,mfricha,233
322,jamesryken,501
323,PJPOLACO,42367
324,Savethewolves4,431
325,ForshOfCourse,48
326,maskedwrestlers,9513
327,jeffnotton,13
328,amandathapanda1,32
329,nathan_james,318
330,ForeverSeven,66
331,ohheyimmark,162
332,LeoTorresDiaz,202
333,stevej85376299,6
334,TwoJabronisPod,254
335,Matthew_Kiefer,41
336,keysoftheraw,118
337,jeff_graley,476
