,screen_name,followers_count
0,amitthaker,191
1,AFZAL53870152,4
2,ZainUdd33415586,1
3,TECHTOOLS9,328
4,NABEELA45557312,15
5,DollarProduct,18
6,ReazMorshed18,398
7,vishnu_seo,84
8,AFZAL58441795,18
9,JMRAJU12,224
10,kidsactivities_,2743
11,hiteshg54071209,18
12,hackerhodl,634
13,debutify,1752
14,Naveenk90198766,4
15,junoonadventure,318
16,JITENDRAm18,14139
17,281Aps,9
18,ShahrukhKhan177,2
19,LatestlyBangla,87
20,Albatros_girl,4
21,AquibAn62180403,4
22,Enterta03484537,1
23,vJzWHplx8Hwijbd,76
24,Shah_Kevam,65
25,thesamay3,2
26,Jitendr54834087,341
27,RobertB20008005,45
28,AhmedArmaan1,4
29,amanchotani,802
30,Frm_daBOOT,126
31,DollarSavage1,2
32,annan_prosper,42
33,OLUOMO91225777,34
34,Pushpen44327144,60
35,ZarzzyG,8
36,MohmmedSohail10,1
37,fortresskennedy,267
38,AhsanTarul,22
39,MagicGi00869451,90
40,GraceWaryas,69
41,contentcwi,257
42,ReviewCloud64,13
43,Shahwar06738151,1
44,AlanRNeal,563
45,Lilian79011059,272
46,HannahSearcy17,17
47,SyBlogs,3
48,theloveblogs,56
49,ceoofchecopie,3
50,MbFord4,4
51,Himansh63280461,20
52,blog_minute,17
53,TripolarTrilli1,30
54,JericoClaus,5
55,TheApprehensive,5
56,KipiShop,367
57,techiwar,5
58,AwakDoxa,54
59,sincerelysober_,271
60,stacy54691039,17
61,MollyEGodfrey1,81
62,Traffic_Hitman,4
63,KRISHNA99422672,7
64,BenJerr33504319,614
65,vk_kirar,11
66,IjazAhm75687622,1
67,azharfastex,244
68,sangeethkks,95
69,Nicole82245884,211
70,expertamir1,274
71,123INTERNET,12786
72,ShahzadFauzia,4
73,rogerhamilton,963280
74,Imran39459961,99
75,Muhamma54397588,364
76,alam_shahwar,111
77,EQcq5gxXgpLQcoM,38
78,Gajendr39884250,111
79,Faisalh18656174,19
80,NawazNizami13,2
81,theconinja,42
82,JOHNPET94539494,144
83,SusanRo76916633,129
84,waqasAl57552279,10
85,rafaelpatron,51816
86,FaraidoonAkbar,769
87,simetrical,738
88,KMEgOHJZrP8mzCg,28
89,wcwpod,303
90,Aadarsh13062878,467
91,atifali_inc,153
92,Gajendr97451712,18
93,RizwanK08751151,232
94,MUKESHS26287469,5
95,DannyDong0408,29
96,AmirSohailOffi1,570
97,Adityasurya05,8
98,PtiRiyan,50
99,Jennifer_Mor89,342
100,WajidKh10117301,2
101,o466chETPLTPUpD,3
102,Neiljohn7873,36
103,Ayesh19538111,38
104,AFZALKH70462667,4
105,Afzal56109047,27
106,AnkitBukharia,6
107,SlmaniMo,2
108,AfzalJa23849096,5
109,Content1Pioneer,44
110,Afzal73767071,1
111,newsabhishek,1301
112,DrGhaziabadi,659
113,abbasmerchant72,593
114,clickfire,14274
115,z0BOW7oiDPhwfXi,1
116,Dan1shs1d,635
117,SavvyLindz,21319
118,RohitYa24605248,3
119,MdAfzal60847235,1
120,Afzal05733654,9
121,MohdAfz90164813,2
122,Charlie4209,16
123,AfzaalA83781680,1
124,AfzalKh36799938,4
125,SaifiOman,5
126,TariqAl87896943,31
127,Suhel52668056,1
128,AfzalHu57971641,8
129,Faizank07763851,3
130,semfirms,615
131,AhmedAl93992819,21
132,Mdafzal70754290,3
133,AFZALKH92155752,1
134,KashmriAsad,96
135,ImdadAliKapri22,109
136,DPratapSingh5,57
137,MohdAfz49491933,13
138,AfzalKh84152968,1
139,sanajee2575,59
140,SinghSumint,2
141,AcharyaJeetesh,2
142,DeteraRussel,640
143,remoteworkerph,701
144,JISHNUBHATTACH2,65
145,Ajay24Bhopal,4
146,Sahrealam17,6
147,CAshoaibk,37
148,IMDADALIKAPRI1,92
149,Afzal85415296,1
150,ursganeshraj,1032
151,the69percentdo,993
152,Ronyhosen1,84
153,MJhordh,541
154,Ziya9623,10
155,FaizanK74489202,9
156,AfzalKh13792548,4
157,hidayahislamic,147
158,AamirKh70424721,3
159,MOHDFAR05694746,19
160,Lawrence28234,214
161,oLqRU6CZD6z2H3O,2
162,tumho103,71
163,AkhtarA56622397,8
164,AfzalAli503,7
165,PatrickKern69,2086
166,afzal79428707,6
167,Anshita_K,33
168,LynnSerafinn,59028
169,dhivibala,326
170,manoj2kkkk,75
171,Selvaaap,20
172,SaraswatiSwamy,85
173,myhindinotes,1536
174,AfzalKh00135989,8
175,Innocentwahaj1,89
176,gsbrry,484
177,NITINGo46190712,20
178,MandyModGirl,92735
179,VIPINR1980,31
180,hpppy98Gma1,25
181,MonLend,19
182,SujitsingRajput,20
183,arnaveen19,17
184,Lakshma76143474,8
185,Y787pVG4w57vAuX,1
186,Digital_MkgHub,190
187,AfzalKh91787864,1
188,You_MovieWorld,7
189,atp15oct,22
190,shahidulhaq37,743
191,PeoplePerHour,79645
192,UnGaggedUSA,1707
193,MalikZu58043515,11
194,jeebanandan1,58
195,PaddyN15,183
196,unnimohan05,1571
197,Jitendr82476723,9
198,KavyaAgnihotri2,4
199,faizsye92372770,7
200,ashudigiblogger,8
201,nagapavan516,229
202,JijuP29,6
203,shahiddothenew,12
204,tubai707,4
205,Jitendra2214,6
206,Raj_Prabh,78
207,patakeja_ke,4093
208,AED_in,1469
209,juber_mugal,10
210,jvchawla,2640
211,Sarath890577361,17
212,rajeshnishad151,9
213,bdrushid,209
214,FieldDynamicsLA,242
215,Rudra_destroyer,1
216,GauravGajera55,10
217,inanoproof,8
218,LiveAudiences,329
219,Tarik_khan1303,11
220,rohitdua9,742
221,beentech,9313
222,DigitalMktg_,542
223,KeyMeta,315
224,hubshout,2773
225,LiveShopCastApp,14601
226,amitlatapardhi,10
227,javedkhan303,10
228,sunitameshrm,1
229,marketing_yyc,1154
230,vthaslim,1836
231,BlowOut_app,195
232,IAbsoluteRoyal,244
233,seo_africa,234
234,trainerkarthik,838
235,SanthoshEshaan,12
236,abhi_subba00,64
237,LiftMetrix,1965
238,iamandy1987,2909
239,DigiBusMedia,3291
240,deepak_shergarh,1255
241,three_3MAD,218
242,MKTGInsiders,15996
243,Lifegram_org,2408
244,ritesharma807,71
245,rajdeepjbp,9
246,markettingseo,3150
247,Ph3noix,54
248,marthavanberkel,2695
249,solo_walker_,198
250,Im_Ruhid,26
251,richcahill2,119
252,GoheManoj,34
253,piyushsaxenaa,18
254,lone_driver,75
255,clicktapseomktg,1411
256,yongseohaae,1108
257,Contesttable,10694
258,dpsdashing,17
259,KalawatiOjha,21
260,WordPress_Mocha,2610
261,Follower_How_To,1742
262,ProxyNVpn,14866
263,afzaal15_1,1
264,rstechnologies7,31
265,robertllewellyn,15614
266,shirifreespirit,581
267,jade_ellice,2
268,sakati08,74
269,gangparivikas,41
270,MEDIABOXSTORE,19316
271,BlogChod,127
272,rishabhk510,14
273,PavanBhatia,2682
274,BhartiB3,14
275,durgesh271,304
276,kimdotcom9511,461
277,sorvnema,71
278,sberkovic,10
279,BarbBizzy,116
280,0Nyg7f0UB2NnKup,3
281,MalikDa63174118,14
282,kimdotcom528,359
283,AnkitSr07668420,33
284,mahikushwaha2,681
285,gamals679,4
286,Afzaalk555,25
287,Memoona888,42
288,BharatDubey36,78
289,mehfooz44468744,2
290,afzal77928013,6
291,AhmadAnsarmau84,5
