,screen_name,followers_count
0,Ciruco1,2
1,NuriaMoniz,4
2,Montse44938133,4
3,MarieSalvia,351
4,AurielleRoussol,6
5,MarkRice_1,5232
6,FundacionScio,229
7,PointsLagrange,75
8,ManelMiralles,310
9,FlutterBlogs,3761
10,StroPablito100k,12
11,jgomezga,286
12,rhettpower,28174
13,foralacaixeta,85
14,eduvolucion,13845
15,LomasDeGalipan,969
16,DatabaseFriends,9178
17,PythonSushi,3266
18,ibeacontrends,11362
19,VictorSotoToro1,12
20,Cursos_OnlineGr,1857
21,juanguiotlucia,6
22,galigan,676
23,WindowsVigo,674
24,netflixados,3545
25,saldmivida,1084
26,MieneMathon,295
27,ekeisalgueiro,200
28,sysadmit,10234
29,Rosa78007441,14
30,GinnyZhou25,38508
31,Paul_Suggitt,34818
32,simplycast,44464
33,ThePuzzlePhone,14693
34,luixpuri,26
35,engisoft_cloud,286
36,poornima,47285
37,ElyBarroca,13
38,Dincursos,178
39,josefraciscos,11
40,JaumeSoler79,34
41,draperb1_vc,10243
42,fa3fat90,29
43,AnandbabuCa,18
44,Richard_2smith,1153
45,fesalin,108
46,_pablovigo_,840
47,maseli1970,31
48,romaniaque,4
49,zythosbeerbcn,173
50,jumartri,52
51,Tech4ues,716
52,el_more82,126
53,tutellus,19012
54,JillaireStarfet,740
55,PeriscopiPro,46
56,DEPROTE_OFICIAL,376
57,Amadomartin,3245
58,BritoelMore,70
59,nereidabarneda,133
60,f6s,12624
61,corrainvernizzi,32
62,tecnobitt,17234
63,DamiaCasasP,185
64,bigtiler,335
65,pulidoiniesta,103
66,trentia,456
67,gallego_cruz,25
68,MalwineSteinbck,817
69,CaseyNailer,628
70,AllAugmented,6766
71,pfreixes,336
72,kbsali,486
73,bitfield,99231
74,cogsagency,7346
75,josepanguera,112
76,mattchallis,930
77,TheRealAppGuys,876
78,victorfortunado,821
79,ARFALCOM,3233
80,RMalvestuto,9
81,MindscapeHQ,1910
82,AAramitrans,5
83,SinhumoViG,81
84,mjtweaver,605
85,QuePisos,371
86,symfony_vlc,906
87,Cursodegit,243
88,AprendeGit,618
89,masfrancesc,3936
90,ideateca,12191
91,EfremNaharro,489
92,ramonnovellp,147
93,albertmoreno,1514
94,developerbcn,1034
95,StartupNomads,9860
96,tonimoniz,48
97,jefpi,175
98,jacobo95540314,32
99,ellorenscr,97
100,marianne_ua,2469
101,oscarivan21,121
102,sayedqotb,7
103,SilviaSolea,19
104,mesa_montse,1
105,sulve,38
106,_DesignKudos,1363
107,vsanchez1911,50
108,alonzoborning,226
109,salvaware,24
110,javiereguiluz,4595
111,xpuigv,66
112,magi2c,154
113,desymfony,2207
114,pplu_io,654
115,davduran,412
116,AraujoRivero,508
117,pilarcostacusco,829
118,juancarlos71973,2
119,Quoniam,69
120,helenagalvez,274
121,jguilera,675
122,spruneda,208
123,GrupoHabitania,1740
124,capside,2119
125,9yolan,15
126,sergiiglesia,1807
127,GeomobileSpain,605
128,Ignaci0Romero,684
129,josep,1326
130,miquelmora,1469
131,jruizsoler,208
132,Sillon_Bol,51
133,acmelocompras,576
134,Carolharo82,55
135,veronikrico,120
136,sheraspower,57
137,qparnau,44
138,mgmya,277
139,somvilafranca,1497
140,CatRealEstateSL,5681
141,13_aivan,51
142,GerryFinder,289
143,ambproufeines,246
144,MeritxellPuig,205
145,oyobcn,214
146,cupvila,4092
147,yaencontre,6914
148,lliurealbir,657
149,ricard,243
150,ripadores,117
151,nubeiro,444
152,kadurry,104
153,colomain,188
154,submon,3839
155,Luis_DES3,89
156,air3ag,400
157,nikochan84,260
158,borisduin,155
