,screen_name,followers_count
0,ODoodii2,10
1,noo44486054,106565
2,wxw9991,773
3,5_kee516,36
4,doody1346,564
5,ghalahala,50
6,a77bkhbebe,568
7,h_albtoool,426
8,miss_tady,414839
9,The_Home_Page,1535
10,SalmaHegy,169
11,princessshaa3aa,116
12,alwzab1,28576
13,AlanzyFtoom,185
14,2015Hkaet,56
15,soss1430,947
16,wsila_xp,234
17,hanan_20012,403
18,hamsh500,121
19,f8889991,118
20,foOofoOo5_5,104
21,aayed242,38
22,soso1234947,76
23,bnota_q80,345
24,C111021Seed,277
25,Mr_Amurii,553
26,haitham_boustan,599
27,AmonMoone,20
28,nona96130284,254
29,0560885919,395
30,zozo2014zz,593
31,rowsex,34
32,D_Jombazy,115570
33,1m_hamd,96250
34,nasseralfalasi1,1147
35,hadeelh626,872
36,soosoo201367,190
37,AlWadha7,77
38,Salem__Alzhrani,927
39,Ahamd_15,524
40,mo000000on236,121
41,abobaian,57
42,samra3sal112,150
43,Zzd_hs,300
44,Alrhal909,53
45,fouoyo711,117
46,mgeeed2009,674
47,kwt_su,1196330
48,alshareef567,157
49,m5booll2_,434
50,ss1445,303
51,3GB_1,530842
52,ras14111,62
53,_wadha7,36
54,ajwny,103
55,khalejianews,725307
56,abdalrahaman124,530
57,m2nour_8,875
58,Gharam_6,506
59,Rlax3,354
60,Keenda_,1675
61,_2919905659871,705
62,hp_esa,772
63,xnmm,509
64,eezee_2,896
65,msms902566,340
66,lamia1616,180
67,fisal_2222,1923
68,MalakAbeer,134
69,nn18nn2,556
70,al3alie,471
71,3li_943,526
72,M8rdji,33181
73,Abdul_albattah,13
74,semoaladwani24,276
75,abeer12345623,123
76,gestdrim30301,20
77,kyan5005,34
78,Deathfeeling1,8793
79,skran373,44614
80,itech130,48
81,Nonooyss_23,713
82,moonee12_34,146
83,MohAldhufairi,3893
84,_samar1111,129
85,MRoroabeer,154
86,fatima_aljanobi,612
87,amam196351,23
88,lindalinda990,9
89,af1418n,199
90,momen_k2,891
91,krecoo2000,173906
92,entqaat,998
93,6_hamooooooa,281
94,ksa_h1,19679
95,3zizkn,370
96,Yoof005,64
97,abeer_19_m,90
98,bandar200012,45
99,robah2929,35
100,maieo1,168
101,majed2013c,8
