,screen_name,followers_count
0,tNvr66nVjr2EAlN,57
1,basin4321,2
2,Alyona98031028,24
3,masiki2691,55
4,vvan890130,817
5,ikani_overseas,245
6,SAD_Naroda_1,23
7,degano_elena,21
8,uteplenie64,168
9,H6qDROwt45dPZGc,5
10,balisovna,10
11,SabotageJournal,13
12,dischineg91,92
13,Fun4Devs,187
14,html5by,2473
15,q0jc70l0ed1,58
16,2sv8qembxo1,40
17,11xr1yccm71,49
18,b72b8ldpgx1,43
19,tuivy8acu91,37
20,pggs2a7wj11,60
21,1k6xlltmd01,35
22,8oqsxylmbg1,46
23,akoksharovyh9,55
24,qutian_lydmila,528
25,MchAleks,2
26,felicata52,118
27,siljannaaleks,228
28,IlyaGavrikov,1
29,m_kikeev,3
30,Immigracia_pmzh,35
31,trofimov_mtv,12
32,broccaulifer,56
33,Ladis60573717,2
34,minai44016151,15
35,thepablo_12,10
36,jjherbert522,1
37,dybalova,7
38,TCBlogRU,832
39,Yaroslav_GS,1847
40,constanza1270,1
41,mlp3851,2
42,DrBrandt_Russia,26
43,kapral707,142
44,89501015252,5
45,kav591,353
46,ArtemDavidov34,165
47,nata624,5
48,AMSTERDAMBOWTIE,85
49,subbotnikfest,268
50,mary_jane_ru,651
51,ABogerson,55
52,GIDMRU,411
53,john15301,2
54,kegaugbdy,374
55,Pikhta_spb,281
56,CAZWELLnyc,67994
57,katyatanyaasya,3
58,rachelle6zvcm,4
59,MstTerkin,3
60,piysergeych505,347
61,RossiusTania,29
62,greesha,229
63,volmaru,5472
64,ozwrqghk,36
65,plegilbb,32
66,oblradaplua,629
67,sobakapav,588
68,Desh_Attano,101
69,say_cock,82
70,spider300spa,103
71,nika12181,1
72,starkova_nata,15
73,solfar_,186
74,ALLfestRU,4551
75,tkman_ru,730
76,andrrrogen,15
77,RTVlg,7869
78,RodionovaDashaa,1
79,Cmakovnica,87
80,soldoutmakers,19
81,chaser_info,35
82,rideonline,134
83,GeometriaV,471
84,JumboxMoscow,918
85,_tsarevna_,4
86,kalininolieg,2
87,Goodvins_wine,92
88,3IGameStudio,130
89,_Apple_Tone,263
90,pimpyoureyes,297
91,shanovru,402
92,MalishPsih,31
93,egoistman2,6
94,sakhnDarty,244
95,kinopsyx,388
96,Liza_911,5
97,Milanbox,65
98,LunevSales,312
99,VolgaRast,728
100,_PRExpert_,411
101,antonpronin22,53
102,MANOLOCRISTIAN,357
103,designferma,187
104,tochkacoffee,129
105,pwcfccmark,81
106,mashystic,643
107,arnha020311,35
108,dima_barrr,36
109,ShArp_King_,144
110,halyavaucozru,594
111,nutupisa,304
112,FlyinSumo34,3
113,stanislav_greb,2
114,Irina__Loca,322
115,bezfishki_ru,131
116,adDash_co,349
117,kyotoa,135
118,EventAbv,42
119,OlgaKozak,728
120,pomogi_spasti,25
121,poolpartyru,2636
122,1Lexa2,2
123,k_spidi,95
124,VolgogradEXPO,493
125,ekosferaplus,142
126,NataliaKefirina,35
127,NR_RU,572
128,mosigra,795
129,577_lenin,47
130,dowvupa,518
131,dorogi34,215
132,SELFSOUL_info,93
133,IHateWhenRu,76
134,mishkabarr,1260
135,bestizea,69
136,yarikmalyh,1113
137,ScrollDay,170
138,concert_ru,1760
139,MatisyahuRussia,218
140,SocialCampVLG,226
141,GotanProjectRu,282
142,polinapolino4ka,252
143,Nastya_Maksi,243
144,Oboilux,19
145,jilaime,54
146,ol_hosh,88
147,kudapoiti_vlg,227
148,ekaterinka7777,2
149,b2club_ru,1408
150,TrushSArtem,19
151,popinghui,224
152,anime_today,15731
153,koshkimay,864
154,cosmetics_11,490
155,nogti_11,670
156,3devision,10
157,Karazkoi,89
158,sergeysapunkov,251
159,DjBonoboRussia,184
160,34bloga,699
161,Kapitolina_v,87
162,wmmarkets,1223
163,lepraoff,241
164,inoka_realty,585
165,Paideva4ka,133
166,smthngs,383
167,spf_vlg,187
168,Riac34,1108
169,mmag,150
170,RenatNetro,110
171,P_korobeynik,114
172,DedMoroz34RU,2
173,digital_mark,228
174,best_trip_vlg,89
175,PollyHey,216
176,mister_lyu,222
177,youknowmynumber,94
178,fake_horrors,19
179,konsultant34,507
180,Seorit_ru,228
