,screen_name,followers_count
0,tpemurphy,6257
1,CheshireCatMacc,7
2,earn_fx_trader,312
3,ClickPressHQ,281
4,TableSafe,961
5,UncommonAndrea,11319
6,DanPhippsArch,27
7,fireworkpr,819
8,andreahounsham,451
9,andrewtabit,524
10,VentsislavDimov,32
11,Conductor,46816
12,Dreddielicious,379
13,DummettC,107
14,hansois,760
15,321StorageExpo,127
16,omarketingnews,352
17,Rose_at_O,2347
18,susan_mccrae,13
19,Erin_Brinkman,135
20,McCormacS,150
21,tshiff,49
22,styleho,81
23,RicaTonu,59
24,CarlosDiaz,7318
25,IRakhman,73
26,melissatalago,1128
27,TheHaloAgency,367
28,janinekromhout,329
29,LennardFischer,389
30,flobro,572
31,sameercybertech,1499
32,DalePistilli,101
33,gunshotdigital,3555
34,dgibbs1967,256
35,lbaz11,42
36,christalago,966
37,DamSF1,8
38,lisa_hulme,340
39,Markcal45,155
40,bcronkhite,183
41,raniyah120,2
42,allanhoniton,6
43,aligntoyou,10
44,fabbit3d,103
45,TellurideTahoe,14
46,LindaSeelman,66
47,KantanMT,1670
48,ajl78,14
49,OlivierW,425
50,FernDurr_COO,204
51,benphotoimagery,101
52,BrookeKruger,97
53,MH_Denver,31
54,nickjamesmorris,1383
55,hootsuite,7605526
56,fraserhampton1,36
57,HarryJargonPR,38
58,PaulJargonPR,43
59,EarlyGrowthFS,2297
60,PRNetwork,2708
61,Jennife81330334,1
62,neil_robertson,1558
63,vanessa_yanez_,3186
64,benberg,1656
65,johncass,10113
66,starlayne,339
67,jodiolson,4096
68,whatspopyn,108
69,ckawa,1250
70,LinasJarasius,18
71,andrewpickup,3656
72,JoyPowers,353
73,balbertsson,225
74,simondmartin,294
75,talkaboutyork,476
76,JoanFronske,593
77,vicbeck,1433
78,Aedhmar,2852
79,michaelzeglin,126
80,ChristianMcLean,192
81,healyconsult,622
82,KFerini,93
83,alexchasejobs,507
84,JessieWong2,296
85,spendysf,402
86,HeloKatSteele,325
87,sarahsemple,911
88,mattmorg,137
89,PR_SarahG,604
90,MistiDurham967,108
91,pancetera,80
92,Geezur,286
93,jimbarbagallo,1557
94,cnahil,1358
95,jscarrington,249
96,Mark__Hayes,68
97,rdburns,953
98,Neil_Torres,234
99,TraDigery,2017
100,10kelly,520
101,katieeking,13346
102,ZinnyB,127
103,richard_j_w,284
104,HighwirePR,1762
105,bradlito,368
106,joshcruzpr,573
107,MrsHockers2016,24
108,lovetrivi1,26
109,Chanslor,1555
110,UnaWeiss138,110
111,Merritt_659,96
112,mgchild,51
113,LoriaaLeve,24
114,MagalyyArrowood,23
115,david_millar,492
116,purdypr,768
117,digitalrefugee,143
118,erinchampion,208
119,aartishah,2360
120,alyssaweir,979
121,LisaAltobelli,44
122,RuthBusbee,767
123,wendycradock,798
124,bcahill,4448
125,meredithob,964
126,montythree,1227
127,joantouch,701
128,PRjobs,20635
129,BabsGold,393
130,BlancandOtus,1697
131,joannelarge,497
132,TweetTees_,194
133,PreetiG78,530
134,moslet,113
135,sophiBowen,602
136,MkeCashShawn,68
137,SocialMedia411,229604
138,TwentyTwentyOn,5386
139,johnkerrnz,1977
140,kevbro89,315
141,native54,819
142,jargonpr,1696
143,SkipELowe,239
144,shariroberts,200
145,Kat3Hill,102
146,samwhitmore,4674
147,dbcsg,899
148,SiCrad,601
149,carpochica,674
150,katydormer,1191
151,slemar,42
152,ajhuntington,13
153,peekaboocoms,3796
154,AnnaCahillJames,77
155,tomforemski,26823
156,ErinHumphrey,861
157,kerry_hall,1254
158,jeremywoolf,3552
159,EMcCulloch,283
160,Mattlloydbos,886
161,caverill,512
162,JoseMallabo,9398
163,mindfullmktg,9495
164,socialmediaclub,154239
165,bbartle,274
166,randall1976,288
167,nkenyon,70
168,Meg_Hughes,1629
169,Emilyborders,665
170,paulhealy,827
171,davidfriedman11,48
172,DavidMcCulloch,1433
173,michellecraig,144
174,ggiachetti,343
175,Kathleengpr,861
176,markrhill,1156
