,screen_name,followers_count
0,EalcantarH,7
1,RonaldoRuess,17756
2,yo_sensualidad,1689
3,geo_floriani,1562
4,Analuisamora4,31
5,CristinaLFL23,47
6,_siomiferreyra_,224
7,IvanHedzAyub,207
8,lateqsa,6
9,ChaccereLuis,3
10,ClimaChihuahua1,5166
11,JhonCentro,530
12,miriambermudez,2502
13,oscarsponce,66
14,Oliver89915037,248
15,juanlara_64,139
16,Arolita,168
17,CarlosG33372826,2009
18,AndresZuazua3,3
19,AlejandroLanus,246781
20,AlyztaNetwork,259
21,BereNicaF,55
22,ArteDelFutbol,104868
23,recarga_segura,5
24,Mleti2,7
25,Montanocj11,2
26,JuanVzq2540,4
27,MariosniperY,1
28,yahel67852647,1
29,jenny_oramas,77
30,SergioV78951488,1
31,delCperez09,6
32,Penelopa1988,1
33,Tika2908Santana,7
34,BoticaCentral,9
35,gladyscoralfeli,16
36,adjdjsdk,1147
37,GobMunChih,6021
38,IrmaRos32948846,1
39,SirTextos,8083
40,IrmaRos66406615,2
41,Vincento022,7
42,hugoalb51974038,5
43,DarioMa05270378,5
44,reyes_tarango,2
45,GloriaR85566699,7
46,CayetanoRosalva,9
47,dealpolsbulka11,58
48,PolicarpoGerman,6
49,AaronVCis300,7
50,jesusji2012,9925
51,Mar__Carrillo,49010
52,RocioFloresMX,18474
53,JarelyPM,12
54,salomonicruz,3
55,malinali63821,12
56,la_juve,3099
57,salocruzt,4
58,vholguin70,3
59,aguirre_alberto,366458
60,tutearely,6068
61,alispagnola,2485636
62,ChivaHermanas,32747
63,mondeodave,16
64,Francisscano,5
65,_Nai23,19949
66,MisterCalvoChip,252576
67,micarneasada,1255
68,EsBrenn,9592
69,LuzRamo99048021,2
70,paulo8891346,5
71,SentidoDMujer,32262
72,The_AI_Group,18309
73,PathriciaJb,4
74,AntalRecMexico,409
75,valentinasolisx,43
76,laurasaucedoc1,16
77,AndresBalderra7,7
78,rlcrack,2
79,mpowermexico,1153
80,HatemSonia,3
81,CCkon3ras,33
82,yayegosulodo,63
83,vavilashubina99,107
84,ValenzoYuridia,7
85,gfro71,167
86,SoyMrFutbol,434000
87,ConSynergia,402
88,enriquevelezga4,14
89,Alianzachih1,171
90,lorenagamiz1,15
91,Bernard4bvgmai1,1
92,AngelVi65080149,5
93,Iryna_Fedchenko,21193
94,BLCH_DS,532
95,ViviDeCastillo,46
96,Yonatha38374543,17
97,jazmincaror,11
98,InmueblesNL,8
99,GrandOasisPalm,1925
100,CasasARAoficial,2248
101,ProfEventos_Mty,166
102,ayensu_derrick,50
103,claudiavicunia,78
104,DraColmillo,38869
105,KarlaMawcinitt,65668
106,braian932,4
107,ArDegrijalva,386
108,MauryBoy79,276
109,vishwajitsagar,52
