,screen_name,followers_count
0,pedrojose1967,287
1,MadDashCourier,477
2,MetroExpressInc,1726
3,FlatRateFunding,424
4,TriangleTireUSA,466
5,KATLAWDRIVING,2399
6,HendersonAuctio,715
7,JeanPompell,141
8,SchneiderCareer,1271
9,davemay310,243
10,RoadGritTV,4502
11,CFFNationwide,10167
12,thinktradeinc,160
13,Seaman3Larry,85
14,kisitu1,1095
15,micahgordoncx79,462
16,Smaurneicia,810
17,swi_inc,328
18,RTDS111,1165
19,Candy20120622,44
20,JcapellJ,2
21,TenstreetPOps,84
22,rhinox_truck,44
23,infam0ussx48,54
24,SuperDispatch,738
25,MarlinJC,607
26,DoyleWpg,383
27,jerryfry1950,901
28,AndrayDowns,355
29,zsbiggs,20
30,MattBuckley10,31
31,Smarttruckcda,385
32,GrandTransitCo,1082
33,dregoat,222
34,Maeuauto,248
35,143MY9ERS,591
36,ColumbusNYC1,60
37,truckingnow,836
38,UTDS_Riverside,11
39,TruckerPrograms,299
40,davidjholzer,52
41,TruckingHires,393
42,hyfiluv,686
43,AdelmansCo,9489
44,mistertea222,1
45,TDA_Drivers,199
46,MonAllMon,53
47,craven_tyler,83
48,jpms563,110
49,TammyVarner259,422
50,TiborData,9
51,MammothArticlel,2
52,HostedArticles,2
53,MindGlowing1,2
54,TransportRe,246
55,TDApproved,100
56,WPTruckSchool,116
57,bwinkler1987,121
58,dootsonlady,463
59,creektravelplaz,103
60,beeforoni17,274
61,LSFourie,79
62,nightmaretruck,16
63,ABSSafeCom,837
64,18wheelTerry,10
65,MercorOrg,20070
66,woodybaileyjr,76
67,jammcorp,1
68,HelpIncUS,163
69,PeteComtrksales,13
70,SuburbanTDTS,168
71,StarTrakIT,36
72,ROYALEMPLOYMENT,287
73,TruckDrivingSch,347
74,KBITruckSales,33
75,DynasysAPU,662
76,YrOfTheTrucker,982
77,scudjohn,184
78,UStrucking,4583
79,mydriverprofile,188
80,NationalCI,17377
81,nraebiggmalcom,81
82,ProvisionLog,406
83,Factoring_E,118
84,CDFLEETSERVICE,41
85,Fleettrax,63
86,myTruckr,12
87,patriottransus,55
88,pdndriver,163
89,ClydeAngel,1020
90,conniero,268
91,rideofhonor,392
92,semi_tt,836
93,Safetytrimworld,415
94,FiveDollarTruck,44
95,ErDerek,14
96,operation18,603
97,distributionpos,391
98,OTRRecruiter,507
99,McLeodExpress,1241
100,guido_boy,52
101,TomTrzeciak,218
102,gearjammercafe,155
103,leejacobs6,401
104,myingin,304
105,CnS_LLC,59
106,stacksson4life,290
107,QualiTempsCA,207
108,SpraydownUSA,50
109,TIPFleetCanada,1361
110,dee_fidow,206
111,pdaflos,212
112,SUPERPAKCOURIER,172
113,leovo66,7
114,knighhtt,1296
115,Sleep4Truckers,484
116,WorldwideTrans,787
117,EVANSNJNY,187
118,TruckerStories,35
119,EpesTransport,2794
120,imcrobertirons,145
121,MtlAutoparts,287
122,sexykoolpeaches,112
123,CasiePalmer1,62
124,ASFIntermodal,811
125,Navajoexpress,57325
126,AxelisTrans,283
127,truck_usa,465
128,HUBTIS,566
129,SPTJobsByZip,212
130,missing_trucker,3288
131,MohawkDomains,397
132,PtCityServices,155
133,dignitycenters,218
134,JLSTransport,88
135,lets_truck,1035
136,DOT_Compliance,549
137,THEDRIVERSLINE,506
138,twisterweb0026,61
139,DieselTechTips,361
140,Mjtaglianetti,87
141,ALKent_,401
142,FleetSecurity,384
143,TruckersUlist,1371
144,bill7469,291
145,VideoBoxxeS,220
146,kenworth114,5
147,TotranTransport,1288
148,Rod942,241
149,joeynines,242
150,uniontrucking,11
151,WClassLogistics,738
152,BarryZander,49
153,PhillyTrucking,1066
154,matchfreight,706
155,dennishensley3,2
156,SLMANN76,41
157,JPKTRUCKING,142
158,HeavyTruckTV,42
159,TruckingIS,568
160,HeavyTruckParts,2260
161,roughdiamond3,181
162,CommercialInsAm,513
163,DustyDegraff,108
164,Cantwell_Power,386
165,69Nitz,2
166,BulkLoads,694
167,tagaman,162
168,WDTI9384,4575
169,CSRecruitingLLC,635
170,Masslogics,639
171,brokerfreight,1851
172,FreightlinerCTC,1324
173,PartsRiver,718
174,GulfCoastTL,216
175,CarlsTransport,34
176,TruckingSolutio,762
177,1964Trucker,1068
178,WWTGPSCompanyLL,128
179,shipsocial,1394
180,GPSforMyFleet,169
181,cdlapps,182
182,TEI_Tweets,682
183,RichClaypool,421
184,DriverAds,376
185,HERDBumpers,497
186,truckersbff,746
187,truckingshow,5988
188,ThePeteStore,9697
