,screen_name,followers_count
0,JSchotte,88
1,tomklaasen,1488
2,Nicoledezw,4
3,_daderij,182
4,Felipe84604126,7
5,RPTHeat,19
6,iracallatemejor,186
7,reza11331,92
8,PaulSmets,73
9,b_sylves,4
10,roelvangils,2921
11,Loes_Derks,36
12,ElyFornoville,262
13,StijnSteyaert,4158
14,veerlen,121
15,christiaanvdp,188
16,XtremeDesign_UK,883
17,nicomaesbe,10234
18,medianoord,233
19,alphaba79321568,42
20,ACNIbvba,22
21,tinnedebruijne,106
22,Avertder,501
23,MarcDerKinderen,637
24,foamandbubbles,37028
25,BelChamUSA,1813
26,ApotheekClaeys,159
27,groepverelst,878
28,luyten_dirk,3
29,MarcVandenbrand,687
30,weezie1970,505
31,bishnusagar,229
32,Redesign_EDU,189
33,yappa,405
34,RelecomPieter,22
35,boxticker,16003
36,SharePoint_Net,1987
37,ShahAsim5,1
38,VintageIndustr,700
39,makeoutbranding,112
40,Homedsgnideas,1900
41,MichaelCGar,10
42,jma_puurs,585
43,jimmy_nietvelt,14
44,TJosaurus,807
45,DelightFULLL,4440
46,laurencedm1,177
47,Mamanixon77,1
48,meetmemagazine,651
49,EKeulenaer,21
50,BKTPrint,222
51,KellyNevejans,4
52,NachtegaalB,175
53,evermore_music,33
54,VanwayenberghMa,2
55,KrunalRamani15,326
56,maesljp,20
57,_digitaltalents,121
58,TwoGrafix,127
59,vr_jeroen,3
60,SigridDeBuck,446
61,stronaut_be,238
62,PuurConfituur,145
63,heshofn,102
64,VitralDaklicht,659
65,Madling,70
66,ErwinHoorebeke,28
67,peerrunoffpose3,53
68,evdbulck,213
69,YvanBerthels,354
70,Chauffage_be,17
71,Ellenvrhlst,24
72,bo_de_vroe,5
73,programmingwith,372
74,MineCompanion,347
75,Euroscoop_BE,1744
76,79barbara79,2634
77,CharlotteLepas,2195
78,afarax_Belgium,227
79,rdcnsr,2
80,MBrieg,9
81,PVH_BUROBUITEN,102
82,MohamedRepeuro,108
83,gordiniboy1,13
84,_verbaendert,90
85,glyphit,146
86,TackDavy,120
87,beal_int,674
88,technischejobs,220
89,RobinDelmont,13
90,Interieur_be,3842
91,sonhousetweets,330
92,wweswesw,26
93,lebrun_delphine,24
94,tombernaerd,512
95,VisitBCN_EN,20879
96,knuffeltje89,19
97,MVermandele,2
98,PvanOstaijen,110
99,JCeupp,106
100,leoexter,4355
101,skipwhitten,743
102,luisfronti70,270
103,dylanroelandt,299
104,haamunen,150
105,thomasjoos,2254
106,Archi_Nieuws,645
107,fghtwithyrheart,6
108,EvaSchockaert,341
109,Anroyhoreca,7162
110,Freshomedecors,338
111,bruxells1,59
112,EvyWilde,28
113,joumani,964
114,soupcats,184
115,NFaes,14
116,ebcprojects01,214
117,casasutra,100
118,TimTMPR,361
119,SamBaro123,401
120,meldwit,21
121,restohippodroom,74
122,mestdaghsimon,227
123,Shop_in_FR,26
124,moorfotografie,4958
125,welcometosahara,250
126,onebrightidea8,63
127,PergoPro,600
128,CarrDuHainaut,180
129,AllesvinderBe,234
130,ankecrabeels,87
131,OU_Nederland,8693
132,trendwatcherz,67
133,NicoBouton,1333
134,kalmes_web_foto,153
135,GenCreatives,1166
136,Indian_Caps,164
137,TheRestaurantPB,204
138,ValerieLet,59
139,DebbyWilmsen,4646
140,SebastianDWitte,17
141,MondayBelgie,156
142,lindavwaesberge,3862
143,chicken89,10
144,sirWard,697
145,sergevc,408
146,LeZinc_Zuid,65
147,HeMoeremans,225
148,lagrainge_lode,402
149,ITPlanetNV,221
150,nugaxaqesav,32
151,factsandfeel,93
152,VoxxBoxxApp,190
153,KoenVanRoy,6
154,hannepoes,372
155,ManoriManjula78,2
156,JPAntiquair,109
157,KristienMoelans,1132
158,wBenjamin2014,411
159,StijnStylo,121
160,Isasoe,624
161,tomdeleu,477
162,IbizaOutdoor,727
163,joristhys,253
164,studiomassis,93
165,FASummit,362
166,suitcase_be,196
167,hellobankbelgie,3673
168,RESISTAntwerp,174
169,saltonseizure,68
170,kayliebae,244
171,jaysondevries,191
172,jandedobbeleer,1420
173,twoooze,409
174,DJMyranda,58
175,MyrandaJanssens,56
176,Annamarenko,332
177,G4agency,141
178,VMware_BE,3424
179,mobiservices,140
180,BiddyGallasch,149
181,FranklinPiens,257
182,HelloBlabloom,277
183,jeroendp,201
184,Spurrit,125
185,Fientastisch,529
186,the_parking_lot,980
187,RFouarge,331
188,GoldmanZachs,28
189,Woedieman,95
190,celinepepillo,380
191,go_ask_a_movie,370
192,KimDaenen,1431
193,chr1stophe,1713
194,crowdsify,953
195,pizuricv,764
196,koendewilde,1786
197,kapiteinwinokio,1941
198,elsdemeyer,318
199,knuffelsalacart,916
200,twiggyandlou,312
201,3CAntwerpen,345
202,bhiccare,2341
203,ThomasMoreBE,7294
204,nickdecooman,521
205,Touretteprobs,2288
206,MichelBallings,5806
207,vo_movi,131
208,to1ne,606
209,restocubabe,210
210,TheHotelBXL,2410
211,petermwalker,4227
212,KlaasBernaert,344
213,newwebcreations,12
214,stephanbotz,2814
215,BartVdBrande,1236
216,rubencausyn,493
217,controlesBE,45935
218,KWalravens,1155
219,StefanieAnth,352
220,fivecord,756
221,jefneve,27176
222,LeenLeve,804
223,tomsmeetsBE,3432
224,YoniPrv,253
225,Wicki_Baby,297
226,with_lof,1221
227,jcumps,1337
228,chrissie1,776
229,DeBroin,1203
230,tomwhaak,10440
231,bobvlanduyt,359
232,djboiten_,42
233,CoolthingsBe,38
234,KingKongHasselt,3048
235,elvizzed,441
236,skerit,1083
237,fjordstrom,1422
238,ToJans,1872
239,LegoHouseBE,215
240,TamaSutraaa,3374
241,Marjansw,242
242,jonlebensold,1423
243,blubtwit,1644
244,AlexandraGevers,2057
245,FilipDhanis,263
246,SofieGeyskens,3913
247,DejongeB,910
248,enchante,595
249,StacyThimble,468
250,SarahVermylen,502
251,Jimvandijck,113
252,laurensverhulst,1359
253,Opendatasoft,8476
254,Master_Pippo,51
255,youtmskkud,22
256,2huizenverder,343
257,Straatwoord,685
258,Trixie_4,191
259,PierreDuMontVin,126
260,AndyVermaut,30562
261,DriesVComp,86
262,LinVanwayenberg,116
263,alaintack,221
264,kodel,7001
265,rachelupeka,76
266,ambereveraerd,299
267,tesver,233
268,HertStef,704
269,QuantumBros,110
270,ArendPijls,654
271,neemontslag,6568
272,olidumont_,427
273,AmyMoore175,107
274,leenos,2778
275,SylvieVGinneken,330
276,DimitriLeys,142
277,SvenCS,448
278,kvdbroec,11848
279,Lauren_V_H,85
280,Knijntje,1117
281,lowestside,67
282,Jocavdh,523
283,MoucheCurieuse,313
284,kajjalving,801
285,_Innie_,215
286,oost_vlaanderen,10321
287,EgwinGonthier,1162
288,dorienaerts,3978
289,ndleu,552
290,SvenSaerens,169
291,JulieLongerstay,183
292,jesseverstraete,1030
293,ssteverlinck,1206
294,joppe_dupon,51
295,Omfloerst,203
296,Arnojoncas,393
297,DaemenKaat,88
298,jeffipad,458
299,EwoudSurmont,241
300,KU_Leuven,46026
301,cown_,442
302,JoycePoelmans,2054
303,blckpl,542
304,kat23128,200
305,whodantas,356
306,MendvilleShows,203
307,Khaleesi1980,353
308,damjancvetkovic,487
309,xCharlotteR_,1715
310,sumocoders,709
311,bloovi,18930
312,designerkelli,21238
313,Daveloose,293
314,mtthshmlst,857
315,desloovere_j,738
316,Nicky_Antwerp,114
317,ArnaudCriem,78
318,UKHypnotherapy,13939
319,Dontgooglemyass,486
320,thisisprkr,160
321,daphnelason,616
322,woonblog,5143
323,clairedekoninck,313
324,kjellxhomiez,47
325,Fr_endsh_p,391
326,DOBBELAEREW,12473
327,LAKEANDCHAPEL,567
328,deklippelv,1765
329,marijdg1982,144
330,ViktoriaDC,278
331,itsJakobMo,190
332,Juicyloveaffair,564
333,Ballysbest,412
334,BoxmanVanWijk,5
335,nickquinn87,281
336,JeanFcb,210
337,goodtalls,1188
338,TomasClaes,132
339,DonnaFabre,2440
340,ArgentineInBox,229
341,whynotmonday,650
342,_JessicaHolt,900
343,BBQezel,896
344,DeKaatje,322
345,LadySnow88,1252
346,DinosaurKoen,1521
347,FloretteV,525
348,latanie,747
349,frevdf,457
350,AudreyGovaerts,87
351,Rieno_,381
352,iiiene_com,1375
353,Studiowootwoot,683
354,VickyVertongen,417
355,MrDarkley,1446
356,Mip_0,1102
357,ElineVanhooydon,2817
358,tivrstra,237
359,_Marjolein,528
360,Kreejs,1669
361,JoeriLommelen,340
362,Svendingmachine,405
363,petcu_cristi,43
364,eenonmens,3453
365,PatrickSmulders,1775
366,Summerinabox,176
367,lievetr,1925
368,eufrazie,2005
369,CosyCatlady,508
370,_Go_Diva_,1047
371,Gioia_Arduini,228
372,HeidiOpdekamp,680
373,Peter_Loebas,238
374,zaltgaanja,132
375,simoncvbohm,264
376,KatVanMul,2004
377,domme_m,31
378,arnor_be,60
379,WGKintaro,775
380,Margot_VO,1052
381,elinemx,405
382,Addicted_6th,40
383,SBovijn,927
384,Annabelll__,2318
385,foundinbeauty,423
386,waiyenT,261
387,Sfiem1,1741
388,timodelorge,506
389,julie_post01,54
390,reynderseline,1416
391,jonaswouters,852
392,Bjornvgestel,557
393,miek_gielkens,742
394,koenvandeun,1049
395,Firescreen_com,1068
396,WalkieTalkieBE,3182
397,rantonissen,1976
398,CentrumArTur,587
399,drupaljunction,1382
400,_Elle_Et_Moi,1017
401,UitWijden,31
402,instajan66,1929
403,CW_Logix_HR,409
404,ugly_be,71
405,Coolz0r,29275
406,brekendnl,15971
407,CaraBrems,422
408,bouwjournalist,933
409,paulienriemis,4656
410,ChrisGoossens,95
411,kim_kobi,27
412,kellypauwels_be,122
413,myTrovi,25
414,TheRightBruno,585
415,eve_lien,1269
416,markdaemen,487
417,ctrlkaatje,216
418,poezieoveral,906
419,mrstijnadams,1160
420,Mmartain,624
421,afashiongirlbe,1896
422,OEygen,39
423,veerlehelsen,1297
424,CaffeCaffee,49
425,LoyensT,198
426,Pvw2180,1387
427,LinkedinBelgium,1138
428,namahn,1162
429,GentFollow,369
430,michaelilegems,983
431,AnnasPlaceVIP,50
432,PhilipsBeLux,4043
433,WIZZbart,320
434,Cloudup,3105
435,koertvdscheer,152
436,RAMKRAAK,95
437,LouMertns,24
438,SMEULEWAETER,90
439,blossomlora,45
440,TijsJochems,145
441,spiervanlier,180
442,omtersaaist,75
443,delannoye,153
444,FredoDG,502
445,ChristopheVanM,490
446,TimDemel,90
447,FabianMeys,1
448,ThisIsSigmund,67
449,Mattiethefatty,157
450,Beursschouwburg,6024
451,MegaOpenAir,48
452,SoenenJoke,172
453,wolfzonderhaar,12
454,TBWAPRIDE,497
455,LoreTroch,59
456,Sali_EJ,29
457,tover_,424
458,CoSiNski,517
459,Scherpschutster,39
460,sfraikin,184
461,Tobmav,476
462,joeribogaerts,615
463,_MichielP,10
464,wardcoessens,75
465,AT_Transelec,306
466,kaartjesfabriek,22
467,Vandenyuri,1002
468,HaithamAlfokaha,125
469,DriesHenau,1476
470,jbenvenuto,77
471,IPGDynamic,299
472,Arties_Graphics,402
473,JanaBlessenaar,224
474,BSA_BE,75
475,CedricVerhelst,119
476,ieceekaa,33
477,KatrienGorissen,290
478,WhoWouldYouSlap,12
479,MariekeAriens1,143
480,sinalien,514
481,diskidee,392
482,greetjacobs,607
483,Ruthvansoom,1628
484,joline88,390
485,hansmampaey,838
486,EzisLiving,85
487,MarcelDeelen,564
488,EvelineDM,421
489,Limecraft,1125
490,kimspeleman,118
491,AxeswarDesign,662
492,stijn_wille,1574
493,manuvollens,450
494,bexma,505
495,DettevanZeeland,1018
496,JolienSJO,269
497,phyllox,741
498,kris10be,333
499,VlaamseTweeps,184
500,VanbelleS,605
501,ClaraNox,139
502,biekepurnelle,7283
503,brandberries,146
504,goevurindenotto,815
505,hanspalmers,848
506,DePfaffsQuotes,341
507,willemvbockstal,1268
508,tizianatroukens,526
509,DDBBrussels,2528
510,_ThreeSixty,570
511,BramAndDominik,130
512,Bridgestone_be,376
513,RiniVyncke,310
514,pellecraen,281
515,TinedB,213
516,Schrijfer,295
517,Angelo_Meuleman,1043
518,Hendrikleenders,213
519,BJTStevens,726
520,ThaisL,482
521,MARNIXANDALLY,1065
522,MarcUyttenhove,487
523,mendel129,408
524,twititin,330
525,TVVisie,4145
526,gilangpranata3,20
527,samvloeberghs,1967
528,BramStarckx,693
529,tomedge,580
530,sarah_liekens,26
531,InesP__,2495
532,ddeconinck,943
533,flixander,437
534,HannieJespers,213
535,ward_cannaerts,952
536,HSHMRK,145
537,Ladysevents1,396
538,YvanDeSchrijver,2592
539,PierreElitaire,293
540,HexadataBe,1032
541,Hostelmansikka,7
542,Soreyn,583
543,kurtghekiere,757
544,bowlingbrussels,543
545,cranebirdlove,69
546,iraqi55,689
547,nathalia_290,59
548,Outinoffice,216
549,Lutje50,402
550,Plutomeisje,383
551,GTRGINA,50
552,_The_Entity_,484
553,MaudSoenen,435
554,designclinic,485
555,kevkeKlaar,23
556,notiontechcom,3745
557,maertensdavid,259
558,SamsungBelgie,15095
559,FloDerFuchs,69
560,BerniceART,257
561,LoreTemmerman,622
562,idealabs_BE,8319
563,mcintosh2275,430
564,MXMmusic,131
565,sientjebeysen,185
566,AtelierMonte,151
567,elke1972,87
568,BureauBlanc,385
569,leyjef,931
570,TripleDigitComm,17
571,Madame7,153
572,heismestudio,425
573,wizzherentals,381
574,vknt,698
575,M_Maarten,389
576,BativoxBelgie,1905
577,anne_baronesso,645
578,Ljosmyndun,9176
579,_Kevin_V,111
580,Koen_DK,217
581,stdemul,330
582,ThomasMaesArt,13304
583,maartendeproost,197
584,stijnswaanen,453
585,stadantwerpen,11746
586,PeterLakeman,8621
587,kim_misizk,1463
588,houbi,2496
589,gnikoloudis,230
590,rafweverbergh,4197
591,nicooorts,349
592,stephanschamp,620
593,ktrienR,142
594,RubenVerhasselt,105
595,linkmanbe,822
596,imagedelavie_be,344
597,Borniet,64
598,tekenbbert,201
599,anchoredbylove,638
600,joadi8,336
601,nikeverellen,1194
602,FlitscontroleBE,20341
603,QueroMedia,1896
604,j_bosmans,56
605,bert_pieters,1792
606,sabinewouters,142
607,AlainBeerens,1511
608,mundodigitalis,367
609,TimmyDeCraene,853
610,marieke_h,360
611,kendysmits,591
612,JesseWillems,1813
613,Dieter_Vanhoof,505
614,Shishirbindo25,45
615,GiovanniPraet,373
616,Ed_Edushev,6276
617,photodimarco,378
618,eenjonas,495
619,digikarl,520
620,SiriusMediaBE,415
621,Webkoffie,5792
622,aaiBoek,3866
623,SThys25,653
624,jverdeyen,478
625,ErikLaurijssen,731
626,SamourayBE,388
627,_o_utofbounds,226
628,DananaPhone,172
629,doccie,311
630,KKreynen,373
631,AirBockCatapult,244
632,yannbalbaert,586
633,zelfstandigenBE,7080
634,CleoCauwenbergh,220
635,RafVerbraeken,185
636,ilovethevegas,479
637,nestland,581
638,LLodje,63
639,PRfection,385
640,ronaldsammels,1021
