,screen_name,followers_count
0,Paef_98197,23
1,ROGfXvyhaDEr3eb,579
2,ydlEotEGD9XzlT8,71
3,129y__,410
4,yusa_abcd,7
5,930_dai,252
6,1934010gma2,743
7,tomochika_bb,273
8,Family_marton,1
9,syam_syaid,318
10,shiho2986,462
11,GctOSu9r9cU2sKh,561
12,Tsunokaito,142
13,yukiya0566,119
14,3GF7ZLdys4PUjv1,135
15,Hmey9yl9nqOl,54
16,ailove770115,46
17,volleyegao0806,132
18,akibababydoll,368
19,ienai0609,47
20,tatsukichi0212,157
21,5nan_movie,59
22,hachiouzi3109,41
23,tk_yshiii,276
24,20baseall,24
25,ytbigbang22,44
26,bmx_sb_1222,325
27,BUiyyULj6yxu8N4,28
28,sodatonrin,49
29,ton_0512,115
30,mayuevent,14121
31,ATD_basuket,220
32,_shioyan,457
33,tomotika0312,194
34,yamazakiamane3,333
35,natsuhappyrucy,23
36,yokliliy55,505
37,emiri_girl,1056
38,asarona119,407
39,kouta09261998,303
40,kyos_89,134
41,zgjafz_htik,227
42,nishiyan1030,268
43,tepodonn2001,632
44,yuiyui97412,493
45,kanazawa0,454
46,akmt_0813,487
47,acaf807158d34fc,401
48,charaznable3816,323
49,1998banK,279
50,ynhksuki0122,235
51,obtyuto1001,41
52,en__m0o5m1o7,123
53,konsuke818,311
54,354679Yu,87
55,Pandemic_527,178
56,kanzennenshou_5,434
57,yr5908,77
58,papapapapapppp,305
59,mio_exile0121,418
60,803pin,567
61,Lily_Rock_Band,97
62,uuy__,6
63,KaitoTsuno,347
64,jcfybdthvdrhhf,259
65,wqdxqhjyx567i82,225
66,2aefac1bf85e44e,207
67,kmancd,413
68,paochann__,320
69,hosayumi_12,16
70,KITAZO10,238
71,BBkentoyamasaki,102
72,chee0502,161
73,Dion720,212
74,rino0126_02,354
75,10Takekou,610
76,XUNB9bJx2EPcZ3z,189
77,ywX8GNsSYkSOXag,36
78,coming54star,24
79,r____0623i,283
80,12Meganeman,174
81,615nnfantasy,627
82,makoto_love_0,285
83,miyaty______,211
84,miomio2846,102
85,pri_madonnnna,5
86,yuka22sj,253
87,Miyamu0723,733
88,391e88fc13614e3,62
89,U1225M,41
90,214irikkod,13
91,tatsumi_daiguji,284
92,kita_tomoya1018,392
93,Mission_60min,108
94,1997Abcdefghi,63
95,nailkogaowaraus,18
96,AkiraYori1127,294
97,MaboBaseba11,129
98,AYA_lovesun,122
99,milkyway1359,915
100,i_am__Rena,492
101,baske0327happy,196
102,pornograffittin,718
103,adgjlzc2,402
104,P0WTfthzF4bMPND,205
105,ywxx27,141
106,EtgSa6g1fljvzbp,50
107,chihi0502,6
108,yous315,252
109,MAB_Baseball,161
110,mermaid_depp,348
111,magu8110gn1,138
112,lovetlovea121,103
113,a_o031317,18
114,ft_hongki_love,25
115,aoi1997031317,50
116,1003_8,107
117,hoge227kk,821
118,akirasakuma920,183
119,1226_ryou,89
120,Kevera0523,921
121,yaaatuuuka,180
122,jiiiin1023,87
123,ymrMtmtympwpmp,18
124,hina_lock_dance,21
125,0815859711,261
126,jtlmtdwgj,946
127,furawachi,143
128,tosakachi3,127
129,kusibasichi,146
130,memecchi3,140
131,gozaruchi,209
132,mamecchi3,299
133,0105Yuna,571
134,Suzu1029Mai,384
135,lovebaske0327,124
136,Daichi06Daichi,129
137,211miyuK,95
138,rinaabccherry,558
139,PaipaiAdgjm,26
140,0221Roku,203
141,9666Yuri,338
142,0003Rinhon,605
143,Ani13732,376
144,Yumibasket6,225
145,sorano3ame,76
146,morioto3220,401
147,gashimaan,278
148,yu10590520,227
149,pyon_snow,101
150,ereeeeee74,578
151,boysriki,234
152,1826_amnos,34
153,toystory_129,296
154,twinkle52814008,17
155,7ddb9e84a606433,456
156,ilovetennis0725,168
157,kentea4,373
158,t1111y,982
159,kiri995,238
160,BotHayato0909,55
161,FaithMiwa343443,114
162,poplanet1,86
163,_shinitai_bot_,28
164,0305Sft,523
165,1410249,89
166,yusuke6546680,5
167,poolpochi0901,679
168,199810818k,59
169,sena03270,143
170,0bt6553x326466e,411
171,kO__o_,439
172,1106nt,337
173,2928_mm,470
174,akika1003411,158
175,naaako_9597love,162
176,___m0o5m1o7___,529
177,loooovetennis,153
178,3shimai3,185
179,pommaru0915,568
180,takumi_0713,260
