,screen_name,followers_count
0,bmansouri,36
1,CBakerAD16,5691
2,NAOSAToday,2046
3,WilsonDavila,15
4,Frank_deLima,559
5,luchotheclimber,4
6,rightwingdog1,2
7,graphicsoncall2,9
8,LetPierre,439
9,RobyeRobye,1379
10,ChristineBMahon,495
11,Sam97892631,2
12,BabiesMaltese,1429
13,kevinmullin,8084
14,mmbopjen,100
15,madsfranklin,823
16,tonycassara2,417
17,LemasNatalie,31
18,savefishing,1089
19,Poppy_Howells_,98
20,BlaineAmidon4,59
21,jmelul,1525
22,AlfredRitter13,644
23,BrodyWayneMedia,572
24,SFPolitics_b,2756
25,KumarAGarg,43720
26,MusielskiSteven,264
27,REngle,473
28,compbiom,51
29,SFCEOs,11446
30,JCWinslow,45
31,csageland,2748
32,dsernst,719
33,KerenFlavell,1869
34,AwesomeSanJose,756
35,nwspk,5566
36,JeremyNEvans,1321
37,Im_TheAntiTrump,220148
38,DCstartupweek,1321
39,XxJelayLah,2
40,consensios,10
41,ddubois1,5
42,XemoraThomas,36
43,mdshahi18807826,4
44,munnilabony,27
45,NusratSultana92,41
46,Surfroam,4
47,BryanGeorge1987,5
48,mattjweinberg,1968
49,KMimagine,967
50,yacxn,1695
51,inside_sv,2427
52,Penandvu,5
53,TheSiliconHill,71818
54,SinghLions,1404673
55,MDMijun2,13
56,LupitaL52256148,3
57,Firoz_moyal,31
58,gottafindbubbba,39
59,Kizlenny,434
60,lpchawks,516
61,filosofical_140,1653
62,drewmherron,234
63,TheTylt,255437
64,TimofejTerentev,12
65,GovTechResearch,2669
66,SaleemB16017834,3
67,smathey5,6
68,adamgerza,876
69,SanidFar,3
70,JD_Buenrostro,2883
71,MarketOrderRE,4
72,opteamusprime7,73
73,AGonzalezJunior,1276
74,DaryKaka,490
75,johncioe,590
76,DanParham,2318
77,Gooisewifey,28
78,DrEfigenia,53
79,iTechPakistan,18
80,JoseHermocillo,143
81,petrungarotom,10
82,lferrari2,1234
83,LocalGuddy,1029
84,KristinaFLY89,74
85,soukup_tom,6010
86,sonic,7629
87,AirlanderStory,1270
88,favoritweb,48
89,geets_p,172
90,DamDamDoesIt,6101
91,petergallotta,1001
92,jandwiches,985
93,zcuskelly,312
94,bartolah,4583
95,hellodeyvis,880
96,the_fox_theory,2475
97,MyLoveIsLegal,10
98,terataniryuma,24
99,AguNdubuisi20,19
100,NmsSakthi,5
101,Illraven,15
102,lunchcruit,1898
103,alekseigrishako,6
104,machenry88,13
105,IanJKalin,1827
106,TriDrBraun,27
107,classictamra,195
108,AliafthabAllu,3
109,jaikanthr,33
110,AlexFeyt,38
111,polyglotte_inc,160
112,ginapayne24,4
113,ohencandles,10
114,MyNakedHeartM,25
