,screen_name,followers_count
0,Ken79853766,2
1,NateWyant,19
2,joelfreak,998
3,smartgirlslast,58
4,pret_boire,19
5,KarolZKozlowski,35
6,avj,76
7,efnetlemon,12
8,thickchez,129
9,tobymorton,63456
10,arfikins,133
11,michenriksen,3628
12,CeciliaSatori,620
13,Beverly54928397,230
14,ToriRoyalinc,49
15,DeppyXeno,2119
16,Dianepoetry,950
17,BillieBlvd,260
18,davidrellis,400
19,cur_mudgeon,1113
20,LittleBlkDres,1490
21,tubbysan,428
22,Tennis_Pusher,360
23,jersey_girl_,50
24,CTTrekkie,1377
25,CJ_Jones125,86
26,ohbeehave,2429
27,Tashasi12309490,23
28,ShyloRen,249
29,vajra21,290
30,spencooper,4974
31,sam_proctor95,4482
32,little_o75,1316
33,jayrotoole,11091
34,ihatebullies21,333
35,boogers2011,3090
36,bacollins19,10561
37,Francis65474077,33
38,JBURNS4620,96
39,michmagallon,664
40,thevastwidevoid,17
41,atotalmystery,95
42,Danime9071,1979
43,jaaldag,611
44,LauraMarkis,1804
45,KodiGaddis,24206
46,RavenclawGay,124
47,nothappyinwv,1697
48,Jlux6b,1711
49,wvboibilly,11
50,BirdProgressive,144
51,whatisdapoint,1187
52,LSKazalski,1293
53,Cosmic_Twins,639
54,jaseygalore,1759
55,ThaleMor,625
56,Thatsnotcoolman,2230
57,sjo978,663
58,aejacobs85,1990
59,kgbainger,445
60,AmericasCousin,1212
61,SxcJake,202
62,IAmJulesWard,13806
63,bibliophilemn,70
64,ryanpdxfit,197
65,snitskiy,1265
66,GhostOdins,236
67,kompozr,237
68,zdsellie,1622
69,agent_ryan013,506
70,bencocci,14
71,MikeFischer,182
72,IWar666,17
73,Memomagnetist,2810
74,csmall23229,283
75,SwinesFromAbove,753
76,jwjm701,819
77,Tall_Workout,478
78,reitz_lanita,1503
79,suz_humphreys,1713
80,naturopata_roma,3220
81,VeenaforVA,1474
82,dtemkin,6062
83,GAYSCHOLAR,1658
84,typicalaimster,51
85,Janet31911021,142
86,bastowenzyllzyg,4
87,keiowusu,150
88,DennisCardiff,141559
89,derrycanvasser,3932
90,desbudesheim,1561
91,LevarioInterns,199
92,lgbtrights10,687
93,kimyoginurse,30
94,berlionm,616
95,PamelaJ02147684,604
96,andvamom2,1790
97,lgbt_story,496
98,asglyrics,3336
99,55enrique,18609
100,kerry77672053,151
101,JannaDarling,870
102,Holly_L_S,2235
103,wrigley_jane,439
104,MBrake02,2577
105,GoldTiePin,3300
106,sabinedevins,529
107,RustySconce,72
108,CharityHope4All,2278
109,ittybeez,5289
110,PeterTaylorjr1,626
111,SafetyPinDaily,149707
112,elderPotatohead,1
113,TomShermanNH,2418
114,CarolCo11106626,107
115,pcannavo2,958
116,RogueCIAsurveil,30519
117,tare_dickson,1018
118,GarethDiana,12
119,Shapiro4FL16,4314
120,RealMuckmaker,166707
121,FightFakeNews4,3774
122,Derosh848,3309
123,DemPupy,10776
124,CindyinMemphis2,15190
125,denvercoder,24166
126,dennis0805a,66532
127,SmartNationCHI,2214
128,SmartNationHOU,1415
129,richardroyster,3308
130,nick_watermn,5656
131,VoteHafner,1145
132,mariah55993230,46
133,SL44117457,1329
134,JohnOmoeko556,241
135,shahidmahboob10,478
136,Ansh4Progress,748
137,DavidReevesvet,556
138,GetOffMyLawn23,2496
139,JayCee57440961,94
140,sarahpima,102
141,VtaSlim_Trim,403
142,cagurl0930,2588
143,Haven_Resists,22157
144,JJOinTN,3742
145,1REDHEADMSNMBA,442
146,KatALund,13532
147,resists_tea,3739
148,CARLABUTLERPET1,150
149,zimmyscout,1762
150,SadzewiczToni,1833
151,Hermionejh,8390
152,pamela_ella2014,131
153,imrogerrb,72
154,BrendaRobin7,47
155,televictim22,77471
156,Daniwillinform,64
157,fredjhoffman51,9770
158,brycetache,217042
159,JeffytheThoyd,663
160,IndigoOcoee,394
161,Big_Daddy_D,831
162,gerrygreen72,1607
163,Mizzmaire,1333
164,stevejohnson340,458
165,mschesterfield1,1981
166,BarkZuckerberg1,1269
167,DrNikkiMartinez,14532
168,fla41wfc,646
169,j8as1,2371
170,Mr_Ian_Moran,39406
171,32ndTx,743
172,EtrnlGlamNation,3548
173,RomneyJudith,2853
174,TheJeetBanerjee,321406
175,bipuuuu,851
176,BeckyAHerring2,3312
177,Jen_C_,33689
178,soqic,2224
179,Davidmark573,552
180,AnnStevenson147,594
181,AaronRumford,9580
182,Wanderer19,35473
183,julietresists,6835
184,Tees4Ds,3515
185,countrypartypac,1094
186,tlo62or,218
187,LibsInAmerica2,1666
188,DwardoDweebs,2331
189,Igg6,3009
190,Eman_On321,4246
191,iambrig,23348
192,stacyfaddoul,7115
193,JimWhitten6,1650
194,HardyDamMan,10468
195,YuseffHilton,611
196,Fur_mione,176
197,tawnyaseacott,3208
198,LlHall10,3508
199,JeffCavanaugh1,5238
200,LeaLeab0094,3689
201,doitfortheusa,10607
202,LlcPower,1741
203,babearella,2723
204,DJMIKE49,2909
205,peteralanwaller,21477
206,mog7546,51059
207,DonMikeSpencer2,212
208,merlin6323,3434
209,TC15Resists,4837
210,cloeee415,2537
211,Ne52Ne,161
212,DevilisRepublcn,34023
213,HadEnoughResist,4141
214,lilbutterball14,2926
215,onyxandindigo1,9716
216,RoxinnaK,203
217,somewhatgreat,3674
218,loveDbeach007,10871
219,nola_lady,3465
220,fordyce_greg,4450
221,akeblay,4986
222,KLoSpeaks,2035
223,CatGlitter13,1736
224,reynaldoyBear14,602
225,mrFawkes51,14813
226,JNE4KLPK,467
227,bemuir_ronkon79,15757
228,RedloraineV,25112
229,kanderson478,3934
230,TrialLawyerRich,33912
231,david_purtell,11277
232,laura_ruebel,7205
233,TcupsMom,6514
234,disqualify_gop,20707
235,KLHall_Iowa71,331
236,upternative,30181
237,Scottwe92312744,53441
238,Retrofittrq,522
239,BlueCapFL,11828
240,BionicLatino,343
241,lisaabbgy,3490
242,kellylaw06,5283
243,BobHirise,445
244,AcuOxPhD,2624
245,GoertzJake,1624
246,famman93,7656
247,shellib1028,277
248,ChannaDae,907
249,donnasuefox,3128
250,LivingWillie,16123
251,fitnesscare78,56402
252,PaganChild,15132
253,mobile_margo,3657
254,madcapmoe,3289
255,ctrnr66,6343
256,phillip_vote22,34778
257,kaga1e,7566
258,pkleise,8648
259,DeniseWard5,850
260,gayle6750,1225
261,LauraMRoman,3760
262,Carolynlee823,10976
263,Naghater,2789
264,ENG1375,4340
265,janatTyMetrix,5141
266,Psilysillygirl,4255
267,miss_kris_bliss,3611
268,tjohnson419,1039
269,algernonradish,2032
270,BackwardsPOTUS,4656
271,KarenChestney,11853
272,mondaw1,2666
273,lynx55,8694
274,StephenWunderl4,27500
275,rsrn2012,14762
276,1bigwidesky,5424
277,KeithCo19468068,538
278,martinez_jack,3074
279,MoreLesley,752
280,audecharon212,517
281,donnalynburdick,2804
282,SleepyFarts,4652
283,KarinDCagain,2713
284,0G13,5292
285,GaryBlackmon,10598
286,sureyacan,2375
287,Hadassah_Michal,3746
