,screen_name,followers_count
0,FacoceroL,77
1,Shur3n,322
2,AndreaSansoneMD,244
3,androm,8618
4,EnricoPietro,1677
5,nocpr1,1289
6,CSMGGL,42
7,gabcris69,44
8,Ma_Shin_7,3
9,MadmanDr,278
10,cremashop,80
11,LilTere,188
12,marisa70003884,4
13,fe9c24d800fc4c6,291
14,DD65724315,1
15,AdultOnly2x,348
16,nikdd85,10
17,Second_S_kin,71
18,Adinlfolacroix,59
19,fedelib84,61
20,BanFrancy,15
21,ElenaRokki,3
22,NeverwhereC,336
23,mariarosapavia,385
24,Mignolo451,18
25,GiusyBerni,146
26,WWFTravel,1480
27,dinigabe,101
28,Danilo24102577,16
29,BosioEddo,8
30,hl3comics,362
31,Iosefafagshhh,28
32,YouTgTube,11
33,chiara_merisio,147
34,Carlo09730994,94
35,RoninCollettivo,364
36,SecretStardust,128
37,wildspecial,920
38,stefaniacasira1,20
39,nicorosa1961,110
40,ariannagalati_,1529
41,AlmoNatureIT,2733
42,oroboroakabob,163
43,Primo25123423,5
44,ildisegnatorepz,103
45,OldPaperPerfume,3585
46,iBlackFlower,1
47,LaSoffittaDiSte,678
48,altraclaudia,21
49,minettilucia,478
50,lavaleprincess,6
51,FlorianaDolci,102
52,KuroTonno,161
53,Marlenedraws,28
54,AdrianoBardus,24
55,Magmaticblood,18
56,MeschiniMarica,14
57,mustard_woman,65
58,Graziel11014735,376
59,Stellasola4,142
60,Wensly90,13
61,PuxiCat,14
62,LaCla30,352
63,anomalyah,1253
64,ProgettoRadium,1283
65,pssn_sex,1501
66,RossDebh,39
67,CaffeinaDocet,108
68,spazioconsumato,1242
69,Sw3etValent1na,410
70,ubifrieda,2850
71,3DNowOfficial,2395
72,Inconstance,62
73,_TexWiller_,1677
74,Raffalda,74
75,FedericaVirga,2881
76,iDaZa75,110
77,Nunziata96,7
78,rascalscomics,569
79,liberopensier12,115
80,pimontef,7
81,DanieleMafucci,290
82,campagnaperta,14
83,flottero,390
84,carloalberto52,664
85,giusepperizzo7,12
86,ConnectAuto2016,480
87,PremioMondello,876
88,Perri69,18
89,renatopresta,123
90,fabiobortolotti,3637
91,Pier9292,68
92,tentatividiauro,13807
93,LuisNorwenna,13
94,dgandolfi,322
95,coinquiliniflx,190
96,apneateam,275
97,LucaLisci,555
98,sarabellegotti1,54
99,SuperHillCool,1052
100,elturro666,867
101,serenaconcone,50
102,RobGrassilli,17502
103,Str4me,21
104,ranocchiate,194
105,6SestoSenso,103
106,PietroFarins92,44
107,foomett,50
108,ElleBiCi,49
109,ComicsLatina,480
110,MorandiDavid,2
111,CatWoodDesign,339
112,21a95747708e48b,5
113,lacolombaccia,1
114,PaoloLinetti1,80
115,motomiao,30
116,PurpleTita,78
117,DanyMattei,348
118,SimoneAndSimona,73
119,cefariello45,33
120,ClaudeDEPETRIS,208
121,tatianabarsell1,93
122,undead_trinity,370
123,luciadegasperi,537
124,TrackBossBrand,33624
125,Gian_Bonetto,67
126,doriacb74,471
127,DietistaNatasha,17
128,Mattioli2,1047
129,MCBit12,1486
130,PeterPanPi,15
131,de_mitry,74
132,Olga14587,37
133,ssnotey,2
134,AssaggidArte,593
135,ABiguine,19
136,maino_antoste,7
137,Daytripper24LE,183
138,ETBlogofficial,387
139,Mariaterry64,157
140,CristinaAramini,62
141,RandomZaboy,56
142,jeffonebello,184
143,Raffaella_Nudo,25
144,stegiulidori,68
145,Valezeta7,45
146,verkamiIT,227
147,matteosilve,171
148,Mattyonyx,141
149,GsworpScatizzi,355
