,screen_name,followers_count
0,ShopUrbanana,4
1,ux_and,1998
2,AMAZlNGSClENCE,96932
3,WinterBCH,75
4,Akusya1998,120
5,air_fuel_spark,18
6,monteclark,401
7,kaul_plee,172
8,FigmaHunt,486
9,_nghiatran,1995
10,proxyman_app,2196
11,everydaytem,39836
12,Margare82629515,201
13,TrevorSkinner,1470
14,RyanSchaefer41,4409
15,Variant3D,281
16,WolfgangBremer,18268
17,talkproduct,44
18,subwayhost,127
19,blurrecords_ao,802
20,jordandobson,2218
21,PapaGalleryy,210
22,getyookits,3887
23,flowborne,120
24,forthinteract,171
25,RyanSpns,76
26,harrymo58551003,39
27,Rudolph_14,651
28,HDStockVideos,669
29,serpentype,81
30,Rem5Studios,185
31,Pitbull_Lawyer,70
32,fonziewonzie,1486
33,ishverduzco,11794
34,EargroundZw,1715
35,EkeniaT,4633
36,EventNewsBlog,54667
37,ronalddevera,1214
38,fortygreatzims,670
39,Stephanie_bhule,230
40,BaBa49853626,21
41,vrtrendmagazine,2405
42,line_icons,554
43,dennisjjdennis,58182
44,LogoDesignQuote,1263
45,alvinfoo,66714
46,MdKohinurAlam2,28
47,Lindo_Cafe,1133
48,GurupStudyo,341
49,MasterGradeIT3,1199
50,chatfuel,25807
51,jwgoerlich,51242
52,AmberKoelzer,1717
53,OliviaM74605532,16
54,RankingRoyals,390
55,samediaprod,50
56,textycafe,20651
57,Design4You4,1393
58,shaikulislamsmt,1610
59,Billsworth,37
60,DickyMay,22
61,funncle,624
62,NPipes82,147
63,ZoranDesign,112
64,SixtysixMag,9730
65,must_chris,1837
66,tatum_tricky,18
67,AgentJonesCo,14
68,Speakingmadeea2,335
69,bethmorr,437
70,thecyberium,150
71,CrocoToyotaHre,570
72,KiaMotorsZim,428
73,PremierAutoZim,622
74,DrinkOrgain,17201
75,fraggil,69
76,JulsPettengill,321
77,SocialPlasticCa,40399
78,ri31510583,4
79,VallaMovie,496
80,khaty_nj,270
81,rosellehill18,636
82,StolenbikeSA,745
83,JunglenowAfrica,420
84,webdeveloper_za,637
85,InfinityArm1,434
86,WineLadyFox,2245
87,DuchessOfLife,239
88,getteampics,52
89,synergynatural,5307
90,erikrouge,127
91,netprophetlive,2702
92,RSAWEB,3673
93,allcapetown,315867
94,BeachsideSA,6972
95,duncanluke_,454
96,stephencrose,201579
97,EnviroNews,169477
98,EmiKamio,5
99,TalentZukutu,6100
100,LynetteSifiso,1640
101,jfrankpitt15,19963
102,Eli_Regalado,10009
103,MsFuzzyhead,2734
104,InventionPatent,19454
105,UltimateCrowd,42908
106,GreenPaperProd,74173
107,Marielmtzdelrio,191
108,MrNolanThompson,20675
109,ChrisLaBonty,15800
110,HT_Help,35189
111,CrowdCrux,18299
112,audubonsociety,192137
113,KidGotStyle,20
114,getChatterly,216
115,Stupidlyhopeful,1926
116,ADConsultingZA,415
117,4DiamondFilms,2584
118,SFXsourceSounds,158711
119,ortonioni,2662
120,ShaneSavedLatin,23124
121,Faraway_Frank,20708
122,GibozzMusic,504
123,sesukirapuku,248
124,ChemicalWakes,860
125,WSQmusic,21892
126,TOOFUNCHILD,1525
127,TELLEX_,171
128,rodburns,847
129,thecoulroom,639
130,Bookletterz,5
131,MillroyLaser,408
132,TheSuccessKing,417656
133,gavincolborne,273
134,Delaloye,2430
135,tikicheck,1133
136,garethreedSA,16016
137,VanRensburgJaco,1304
138,KristyJooste,726
139,shtoo,403
140,MaryjoChannon,152
141,quagga_patterns,1065
142,LilahBrockbank,161
143,JonBurroughs83,2617
144,BrammoSays,72943
145,TechIntelligent,5717
146,tech_intel,9290
147,kardwise,921
148,NixCarvalho,26883
149,TheCannaFactory,17561
150,IzanneZA,75898
151,MikeSimmondsZA,82453
152,jobvinesa,776787
153,NonnahHadden,80
154,CrinGillies,90
155,FlavAlves,122394
156,LulitaMahony,82
157,AdiLucock,125
158,sixty8b,88
159,DitaTremlin,143
160,MollyChauve,106
161,AliceaZiebarth,64
162,RaneeMcDermott,60
163,HermioneCastell,147
164,JeniferBaskervi,70
165,WPCapeTown,3532
166,loudmouthman,4421
167,CapeCalendar,74201
168,ruaanvds,156
169,annabelyeaman,412
170,tenacityworks,903
171,jakav,659
172,nelabaht,1
173,Delacruz_213,92
174,Bartlett_724,57
175,Mendoza_426,81
176,Stjnr1,83
177,mariposafricana,2
178,p_montgomery,223
179,PhilKSpencer,112
180,lucindabarlow,947
181,artonclothes,36
182,mile5,135
183,___Lucky_Luc___,680
