,screen_name,followers_count
0,be_headstrong,552
1,AndrewEDavis,40808
2,OperationAgri,261
3,dryandmighty,629
4,RosseSoraya,5
5,SteveGutzler,143065
6,WScottCochrane,11882
7,_andyglover,1371
8,christian_aid,85883
9,HPBCLeeds,4841
10,DougWallerWQC,278
11,jeffgwaltney,1437
12,rose_38_2000,5
13,W4E1,1094
14,Middlemuir,4
15,cassidyhall,1699
16,AndradezLisa,77
17,CYMnews,1123
18,jonathangardner,787
19,GraceFdtn,94
20,James85305370,22
21,shaunhackneyart,41
22,StevenA99621419,4
23,aimi_walton,568
24,scov79,278
25,OliviaWBRF,1411
26,drbexl,13881
27,hands_essex,1086
28,jennilcarter,6
29,SeagerJohn,1121
30,AOfTsang,545
31,EileenV01,675
32,thercupboard,398
33,WayneAClarke,1589
34,SaidouJ9293305,635
35,naomi_lynas,4737
36,McbryanOfficia1,80
37,SpurgeonCollege,1522
38,elsalewis9,685
39,kailay_raju,438
40,nikktwitcher45,1142
41,biblepics2019,81
42,ChiomaYouthwork,2310
43,Windy_London,7801
44,LingardYvonne,7
45,JDavidOBrien,286
46,ChristianToday,49018
47,ChurchGeorges,241
48,andykindcomedy,4778
49,colinkerry,92
50,dtickett,204
51,Para_cycle,627
52,richardshaw4884,358
53,KeivonAKLiburd,297
54,JRFShell,4054
55,MarthamBaptist,132
56,Zaunders_OU,195
57,StuartConway18,10
58,Aisha69176361,33
59,Rightok5,49
60,redandy99,242
61,RevCBeckett,3250
62,PosiePane,815
63,WorthladyClaire,17
64,Faith_in_School,154
65,jimmy_dale,1093
66,MABSLondon,25
67,glenscrivener,11920
68,lauren_cheshire,324
69,DKMS_uk,18014
70,CommonChange,1116
71,bayleypar,67
72,Cre8ed4ulord,31
73,godconnected,786
74,odcookingcorner,1019
75,AndrewW06094730,514
76,JarrodLCooper,13454
77,inimmoralclaws,102
78,HelenWolsten,268
79,gaulty86,468
80,bobgoody,720
81,yfcsync,102
82,kezzaa141,212
83,APlusUnited,12
84,CYM_FE,142
85,grahampointer72,1103
86,7oaksareayouth,245
87,kirkbylee,1446
88,tlg_org,3117
89,joycejames110,16
90,US_Westbrook,236
91,Simon_Ed_Turner,15
92,wcbcnews,133
93,LeprosyPrayer,1112
94,abrown36x,7
95,TomElliott_UK,3250
96,twice_boutique,155
97,KeelieRose1995,10
98,LiamCritcher,13
99,HeartEdge_,3197
100,MKHCharity,3727
101,ClaireEarl1,668
102,Caroline_Kerry,69
103,Officialdryden1,20
104,martyndolan,24
105,Rhubarbtheslick,630
106,TheMKSocial,967
107,TrumpRussiaTie,85
108,JamesOSM,2072
109,tumblemead,571
110,vix_aj,42
111,OldsoulNewEra,22
112,scottRayleigh,173
113,thefuelcast,853
114,Joniboy1976,295
115,peterjeverett,85
116,EBAteam,173
117,NatalieJosh,2420
118,DA_Unlimited,931
119,SedgleyCC,382
120,CVMen,9702
121,charlottewhit2,22
122,andyinworcs,140
123,DallasAWillard,50108
124,mattersmost44,9
125,timbaker1,1047
126,MarkNHooper,23
127,origin_ideas,652
128,biblesociety,17138
129,hoops_de,145
130,MissionMagicUK,335
131,JulsHaddow,346
132,TheSheldonHub,1283
133,breakinglimits3,1122
134,Quashrein,89
135,WorthUnlimited,1089
136,popup_cinema_mk,498
137,YouthMinistryUK,93
138,markrgreen,399
139,BelieveJobs,176
140,Boonanna,119
141,gillsbradley,73
142,StratRdBaptist,198
143,youth2uganda,30
144,timbobreed,96
145,emmatefl,1088
146,peterbriggs01,20
147,GoalsOnTrack,237746
148,HisinMd,2
149,rainbowlaud,49
150,AngieRowNP,47
151,Jo_Ts_Co_Uk,259
152,cofelancs,2865
153,CT_Pastors,24944
154,sweatstudiosuk,1025
155,YwTalk,68
156,BelfreyYouth,555
157,papergoodnews,430
