,screen_name,followers_count
0,allisonslattery,310
1,simonPr39029012,65
2,Rose_Teach,1540
3,HelloTameka,550
4,virtualteach,62
5,SavvyShepreneur,291
6,hselibrarydude,1492
7,davkapuler,97
8,circlyapp,2872
9,ahmedkawser31,13
10,JamilMarena,227
11,BrandeyAddison,1150
12,ifonegyaan,5
13,LisaEllery3,184
14,CawoodLindsey,70
15,FatherSmith6,31
16,MantaRayflow,3
17,MrLealGM,979
18,erichjstephen,346
19,lintperez,537
20,box886,619
21,PSDTechVolak2,1263
22,easkelton,1862
23,re_school_forum,2391
24,fictionexpress,1816
25,AmberPearDeck,2665
26,nilangmehtaa,614
27,Bcodesal,3637
28,shapegrams,2664
29,GarryJennifer3,108
30,afitzgerald,1372
31,EduTrace,1729
32,ios_debug,58
33,TheJenHudson,339
34,TechieLibGrl,1419
35,TroutEMSSci,701
36,jerniganlib,213
37,mrsmelanieroy,3380
38,ChrisCocek,2372
39,miagittlen,1497
40,LyndaMoore209,593
41,mguhlin,13668
42,msergiodasilva,50
43,isabelle_caskey,24
44,idea_mapper,557
45,Analopez849,976
46,joshfunkbooks,28032
47,DsernaTeach,460
48,flossy74896672,21
49,KateHinman7,72
50,SvvsdData,263
51,macgizmoguy,7323
52,Vincent21376748,626
53,FelecityTreptow,2077
54,AndrewL22363383,52
55,Matthew76875363,46
56,JulieLe90305559,34
57,luxatrel,662
58,ProWritingAid,19807
59,FrontierCare,48703
60,mraspinall,73817
61,marrathon,3461
62,nancymacintyre,1662
63,maxxjudd,1142
64,mitchmadden,261
65,jphale72,1833
66,joshwoodg,2849
67,AGlover4EDU,4990
68,thomascmurray,55032
69,eaperrin,23
70,danarmason,38
71,JoSenja,520
72,tracylsangster,265
73,jcorippo,30298
74,8opps,563
75,lindaikeji111,2
76,VoyageComics,569
77,askMyClass,1581
78,Babaeuy,8
79,asha_zannat,87
80,krissyvenosdale,13957
81,NathanSpear4,3
82,MrMoonUK,36636
83,micheleacurcio,2275
84,TechSavvyLib,816
85,catsheaven007,3702
86,Eduscape,3303
87,OpenSourceLab20,1786
88,trilearning,8564
89,appleteaching,774
90,tpircindia,216
91,Knolyx,42
92,lila_plan,18
93,MelanieCFarrell,4133
94,spear_meg,82
95,VinChain_io,5915
96,jkmaddox72,27
97,MR_E_VPS,6
98,igeeksblog,8482
99,sureviagracart,72
100,LacedFantasy3,1270
101,DiNuzzoFabio,748
102,GailKMoore,4585
103,jenchancecook,357
104,rtshep,13
105,stacey_edu,1924
106,AndreaDvorsky,5
107,PamDavis_CA,193
108,jhaynes_coach,892
109,MathDresser,101
110,mrbeezon,1461
111,NBThingamajigs,2057
112,MrPeak72,461
113,MrsWork4th,757
114,Jefre09,18
115,garcia_nita,12
116,brittmcash,166
117,mrsscribs,134
118,ndh01,1231
119,TammyONeil1719,790
120,K_Dunfield,319
121,SAMLabs,7617
122,mikepita177,174
123,edtechSAE,2647
124,Sire_Kezzy27,285
125,Crystal92128513,172
126,DrawpEdu,4256
127,JwdkHn0,56
128,TJ_firstgrade,3
129,bilingual_coach,1088
130,mrshoward118,2707
131,architectness,233
132,Vinverstraet,131
133,mLevelLearning,1219
134,davidjo99580297,11
135,Jesse_Fisher89,735
136,nicwilkinsonpr,846
137,TechnoBabble14,1316
138,techpdjen,499
139,alexanderedtech,548
140,LearningMashup,872
141,MrsYPost,1551
142,sknighttech,1088
143,DianaColby,1072
144,JHesley40,158
145,TeachFernweh,1
146,Tcatholicgifts,14
147,jpavelonis,1852
148,AngieMurphy0821,214
149,jamesthomastay,126
150,LearnEngage,473
151,popellama,834
152,JKostulakos,218
153,wcbGzQ9aLlPjF1X,11
154,DaviesMark662,463
155,SolidarityHS,5285
156,DIYGirls,26780
157,tiaracara_promo,265
158,Jimenezget,26
159,hellojenjones,16870
160,piggy42ndgrade,181
161,sackofett,133
162,PPhillipsTech,1412
163,Normandoering1,28
164,GailAnneGray,1913
165,fsaw1321,42
166,NatalieVbslp,61
167,htottongnspes,105
168,amosangels29,11
169,alexhomm123,414
170,makepicomputing,752
171,gemmarowgreen41,2
172,CarlosHectorA17,54
173,TeachingHursey,625
174,natasha2180,5
175,RoundScience,123
176,orchid05,18
177,shirley4822,35
178,annkozma723,21755
179,karen_capraro,134
180,mrsjeff2u,5219
181,karawalk,809
182,William33483211,56
183,StirpeCon,2475
184,DennySexton20,57
185,nromerok,123
186,JennyGrabiec,9938
187,DinaDAmore3,1033
188,EdTechDani,1983
189,VirtualiTeach,2866
190,MrsSchmidtB4,1440
191,ufrngpec,621
192,CatholicDadDude,695
193,andrewwalker008,86
194,coyvoylibrary,41
195,KWetherhold,562
196,fsaint,1505
197,mrsawilliams86,935
198,ProfNumeric,1360
199,iPadAgTeacher,785
200,finding_elias,616
201,GlenvarMiddle,242
202,SaharShamya,567
203,ericjohnston_,301
204,edtechteam,80999
205,HiHaHo_com,118
206,jparker6,1046
207,mrsjohansen1,518
208,GauntTonya,1527
209,ramblintechy,403
210,VoyagerSopris,3135
211,PastorWife22,74
212,RichesonEmily,1691
213,Jinxie68679572,54
214,ColSaxon,230
215,william023815,119
216,LauraWhitworth1,548
217,adamtr,2222
218,JackiSloan,565
219,HaikuDeck,9595
220,staffdb66,1273
221,_dmellody,4
222,Mangwedi_Mabel,851
223,jedikermit,13058
224,intSchools,13743
225,historycomics,8589
226,TizianaSaponaro,514
227,_geekyteacher,3727
228,Erintegration,7602
229,jeanetteodle,201
230,MichiganASCD,2280
231,SHESLOVESTECH,180
232,AaronHeintz,1610
233,SueverMath,1916
234,BookmarkNinja,95
235,ArtaEdu,78
236,Rubesan,1184
237,baby_girl5304,11
238,roush727,86
