,id,name,followers_count,friends_count,statuses_count,likes_count
0,5375642,Asad Mir,167,167,153,97
1,5385662,Steve Ellis,78,189,287,193
2,5395662,Christopher Hawtree,2717,4843,75737,10880
3,5405662,Sara Lynn Paige,533,207,6489,546
4,5415672,kouplus,31,118,440,21
5,5425692,Tomohiro Goto,481,565,7480,5671
6,5435712,Justin Hilles,31,434,43,5
7,5445772,Tony M,89,302,2505,322
8,5455782,Geoff Koops,229,627,15,254
9,5465792,Jodi Andrews,118,171,152,10
10,5475812,Christine,89,174,1295,27
11,5485812,JΛKΣ ƧᄃΉΛΛF,338,700,2133,1608
12,5495902,Mika Funakura,912,555,67218,1075
13,5505902,FedericoMenaQuintero,2717,1483,17389,84
14,5515922,Travel Advice,19983,495,687,0
15,5525922,chendo,4004,554,6943,2514
16,5535962,tony meador,113,495,308,139
17,5545972,Chancla Van Damme,331,305,5018,277
18,5555972,Ajit Verghese,2193,5001,18497,52833
19,5565982,Shawn N.,12,145,57,73
20,5575992,yuki,1273,1608,30213,3505
21,5586032,ヘンリー・ヤック・ヨンセン三世,176,165,427,357
22,5596102,kevin the keen,92,320,2259,4845
23,5606282,Jude,194,247,8620,4821
24,5616302,1T0T,7855,3790,53022,2187
25,5626312,tanvi,119,129,227,18
26,5636332,H.M. Chang,234,752,1552,564
27,5646382,danzero,243,613,1298,118
28,5656397,マルティナを愛すセサルさん,114,142,2453,3
29,5666452,Mark Hopwood 🇪🇺,343,1133,27,312
30,5676452,k d f,78,101,45837,125
31,5686452,loo__l__ool,925,284,21654,360
32,5696542,John Farquhar,337,310,1919,529
33,5706562,やすは,256,163,30097,4501
34,5716562,LJVD,2101,495,7749,8750
35,5726562,ed + adkins,968,238,10738,36
36,5736612,Chris Kurbjuhn,392,787,9049,3043
37,5746612,Starlet,167,171,1193,1
38,5756672,Skyline Builders,132,359,1050,148
39,5766682,Vaccibassie,482,603,27424,26489
40,5776712,SOCAL,266,201,383,5
41,5786722,🍉Fchel,192,216,2148,3959
42,5796752,Mau,61,581,306,903
43,5806812,Daniel Hehmann,77,835,148,23
44,5816852,♕ DIONISIO NETO,10845,700,45178,8669
45,5826852,キキ,313,692,9270,7380
46,5836852,Stephen Pierce,73,286,1028,92
47,5846872,Brady Bowen,89,361,1516,1145
48,5856882,keeeero,92,370,1550,593
49,5866892,le M.,271,1157,2005,2281
