,id,name,followers_count,friends_count,statuses_count,likes_count
0,10800000,حمود بن فهد,217,1111,18279,340
1,10810042,Daniel Ahn,63,159,126,2
2,10820052,Mark McCluski,97,113,2681,254
3,10830052,Semil Shah SEO | Ecom | SaaS,1236,1193,8343,479
4,10840082,jaxroon,6,104,3,0
5,10850122,Ali Eslami,5500,369,628,410
6,10860152,xarxa,49,115,7773,1794
7,10870212,Andrea Thorn,123,529,52,2
8,10880242,Shawn Rider,634,587,5530,306
9,10890272,McCall Miller,104,396,1321,15
10,10900272,haskun,35,144,1159,19
11,10910272,Bridget Harrington,406,881,623,3497
12,10920282,dageezer,13,162,8,13
13,10930301,たくみ✋🐸👈,193,159,4501,2190
14,10940352,Änna,237,215,842,69
15,10950362,Marco Sacchi,160,213,896,176
16,10960372,Nicolas,218,1056,1794,1514
17,10970442,Chris_P,398,190,721,356
18,10980482,Chris Bondhus,231,234,363,644
19,10990492,Pramod Biligiri,228,151,2331,687
20,11000552,Joseph Rountree,618,340,4085,2348
21,11010572,Scott Samson,222,302,1644,89
22,11020572,Josh Weiland,225,817,2308,993
23,11030624,あんちゃん,362,339,10294,299
24,11040662,David Whalen,44,203,1132,39
25,11050703,ホランド@リゼラー,69,143,501,1472
26,11060706,つんま晃平,126,173,295,9
27,11070709,健太@FFF団,518,866,1489,29
28,11080712,Sagar,1132,555,440,1281
29,11090718,。,121,211,1284,1394
30,11100762,aaronshear,449,142,1755,18
31,11110792,marie,330,276,78190,28872
32,11120792,Travlnmn,141,184,11538,108
33,11130818,ゆい(ﾟーﾟ)JK2,75,178,749,9
34,11140862,Wendella Mermelstein,132,138,638,40
35,11150882,Jen Ramos ✨,2318,1920,13080,9312
36,11160903,蓮,60,227,225,6
37,11170919,ジュリア,39,116,107,8
38,11180962,patrickpaez,434,112,53,11
39,11190962,むら,132,150,3311,429
40,11201003,はやし(ダディ),207,161,656,1135
41,11211012,Dom,158,670,4525,426
42,11221031,☠ニーナ☠️@DQX,394,485,2201,2884
43,11231072,Jose Luis Cayuela,333,579,1067,55
44,11241182,TriciaVM,255,390,532,980
45,11251242,musumani,12,138,69,33
46,11261252,Mad accountant,43,340,2280,1821
47,11271262,paolah soto,173,196,479,347
48,11281282,Paul Morejón,796,1408,2329,437
49,11291292,daniela,45,217,104,4
