,id,name,followers_count,friends_count,statuses_count,likes_count
0,9796912,p4r0d5 🇪🇺,97,312,12845,127
1,9806932,⚓Daniel,107,434,1755,3293
2,9816932,rubenkgt,50,102,392,44
3,9826942,Rafael B. 🆘️🇧🇷🇺🇳🖖 #FicaEmCasa #ÉGENOCIDASIM,72,1872,366,1783
4,9836982,SpectralSkull,24,137,41,7
5,9847042,あてごん,161,161,15687,2
6,9857052,Jason Koenigsknecht,1614,2393,16782,5943
7,9867052,🎵🎻🎵,352,458,1836,1894
8,9877082,Jeanette Johnson,144,647,437,21
9,9887082,"Steven T. Guillory, Jr.",161,139,246,241
10,9897082,Amy,40,200,126,297
11,9907122,Jim Colton,1164,1053,5694,1829
12,9917162,Holly Goodson Rubio,97,645,253,266
13,9927202,hansi.es,306,701,489,9
14,9937242,André Aguiar,26,190,1869,1809
15,9947252,Kathleen Gresham,539,662,1085,13
16,9957252,David Ganulin,1736,2062,1637,48
17,9967272,Lluis Pardina,35,118,33,32
18,9977272,Andrew Morbey,15,112,11,16
19,9987282,Trippa,52,226,213,1599
20,9997322,tiagorules,11,135,14,586
21,10007322,polyswim,11,169,124,77
22,10017322,Jimmy Goose,182,282,1962,1983
23,10027342,Cityzencar,1683,949,4315,58
24,10037362,Edge,114,173,1443,1055
25,10047362,Andrew Melchior,3225,769,4115,160
26,10057372,Aileen Miro,108,173,1298,333
27,10067422,Lex Hardy,705,1355,5411,143
28,10077492,Brett Morgan,93,135,92,10
29,10087522,nick andersen,325,415,3296,18
30,10097522,Steve Bennett 💙💉,856,1038,11897,7416
31,10107542,Ivan Miskulin,223,920,640,820
32,10117586,🍞🎶🦀🎶🍞,224,1343,107212,103711
33,10127592,Rachid Touhou,21653,4213,215843,84350
34,10137602,Jordan Brown,249,184,3584,199
35,10147612,Benedict Beaumont,199,237,1359,42
36,10157622,Peter Affolter,80,264,22,1
37,10167712,Jim Doran,1095,283,13072,5480
38,10177792,Joerg Blumtritt,3781,1677,51352,17644
39,10187812,Kathy Wright,102,491,925,2432
40,10197852,Davide Ferrario,206,216,1045,425
41,10207982,mtylive,180,555,2472,4609
42,10218015,たいき,474,501,685,889
43,10228032,OrganizeAgitateEducate,4191,4105,11369,8302
44,10238072,Glenn Sanford,11899,2390,2467,332
45,10248072,rcfuller,51,243,118,16
46,10258092,Aiya Williams,88,182,175,29
47,10268142,ぼっち・ざ・ごるぁ,175,823,83852,2061
48,10278142,Robin Lane,48,179,351,1900
49,10288152,The High Chef,270,392,9279,1241
