,id,name,followers_count,friends_count,statuses_count,likes_count
0,5866932,Anique Mulder,60,106,300,87
1,5876932,Beth Cravens,193,291,3846,651
2,5886932,离哲(占超群),141,190,48,398
3,5896952,Buffalo Rising,77406,1888,24290,567
4,5906962,Melisa Esposito,29,151,1017,0
5,5916962,Sean O'Rourke,453,572,4610,79
6,5926982,Keita Urashima,1169,1026,0,33
7,5936982,Nicole Rosenleaf Ritter (she/her/hers),323,349,11201,4879
8,5947002,Lynski,32,370,142,1319
9,5957012,theblacktulip,312,427,2042,87
10,5967042,機器狼,112,143,9860,888
11,5977072,Tallulah van der Made,1591,418,33273,19128
12,5987072,Shelby LeVino,176,399,4699,232
13,5997082,Joshua Lawrence,153,182,908,4900
14,6007102,Keiichi Yoshikawa,733,585,11057,4338
15,6017102,Thug Ramsey,115,102,2209,58
16,6027142,Alexander Radev 🇬🇧🇧🇬🇩🇪🇪🇺,140,367,4,478
17,6037172,Ruben Rodriguez,349,1349,723,4
18,6047172,Benjamin McElwee,123,416,1726,1
19,6057192,MutantMachine,88,310,2629,24562
20,6067212,Rafa Poveda (😷),5763,4948,79601,19630
21,6077252,curumim,210,566,1573,59
22,6087272,Karen Herzog,340,910,322,29
23,6097272,Duncan Galloway,60,309,5583,16506
24,6107282,つた（つたちこ）,193,248,12489,8315
25,6117302,Matthew Willis,222,225,826,13
26,6127322,Naveen Konduri,449,706,8756,56
27,6137322,名無しのオプ,1331,2218,125179,219586
28,6147362,Scott Heyamoto,35,1376,460,12
29,6157372,Atsu,157,101,3095,603
30,6167392,Jenn,85,100,1408,26
31,6177432,Rich Jeffery,226,417,4182,646
32,6187444,syed shahabuddin,23,700,13,16
33,6197452,Gradiva Couzin,885,128,1426,79
34,6207482,Alberto del Pozo,116,128,1509,338
35,6217562,Cory Lemmert,111,199,266,35
36,6227672,またよし,90370,607,4313,3404
37,6237672,だっち,103,150,4505,218
38,6247702,Jodi,167,353,858,45
39,6257722,Se AKi＠手洗いしてAdsenseクリックして,3172,3693,921430,392898
40,6267777,t.B D7Oom,190,272,395,0
41,6277782,ベーコン・ジローラ毛@ザ•コーナーズ,1710,2221,32048,5241
42,6287832,hiroken,175,560,732,554
43,6297842,Dan Quellhorst,973,552,3779,976
44,6307872,Luca Canzi,219,480,1274,153
45,6317872,viju kurian,35,164,321,69
46,6327952,Arwyn,33,184,1,2
47,6337972,Alan Turkus,888,4514,4761,3727
48,6347972,Jake Crider,1461,1400,205,94
49,6357972,Lurcherous,47,142,1335,37
