,id,name,followers_count,friends_count,statuses_count,likes_count
0,6849282,Jillyjelly,122,846,15643,1862
1,6859312,Cashbaq,961,1058,196,0
2,6869312,Abdy Antique Phones,1486,1174,80,104
3,6879342,"네버렌, 박지영",352,271,1874,2
4,6889432,Mark Spivey,398,632,1032,10
5,6899432,Krista,830,685,2315,1149
6,6909512,Mie Koshihara,233,291,3391,86
7,6919532,Crazy Kuo,25,475,1373,2952
8,6929532,Minxu Zhang,20,117,4,3
9,6939532,Mélisse🐈,130,184,6066,1005
10,6949542,big chicken pot pie energy,134,109,28121,42896
11,6959542,Carsten Prüser,136,343,497,71
12,6969552,Albert Gallego,111,147,503,10
13,6979572,Ruben,262,1283,3674,3352
14,6989612,Josie Shapiro,253,462,1452,1011
15,6999622,Francisco A. Bórquez,87,118,2,0
16,7009642,Jordy Wax,841,177,4717,67
17,7019642,Taitung,105,932,798,417
18,7029642,Juan Natay,3059,3165,7939,94
19,7039642,Soliblog,27,226,756,3226
20,7049672,Takashi Kurosawa 黒澤敬,2592,341,4147,3953
21,7059672,guy wieynk,394,117,198,35
22,7069692,Alex,204,1121,3894,4236
23,7079692,Greg Hogan,816,224,4198,1642
24,7089712,Andy Peterson,810,2655,3823,3992
25,7099712,Patrick Higgins,3367,2826,15312,348
26,7109712,慎重派トマス,70,138,10455,4754
27,7119732,Troublesome Witch Girl 🌙,220,553,58880,87836
28,7129752,Ben Oliver,514,164,7485,21117
29,7139782,A seagull covered in curry,471,588,4676,6536
30,7149792,Anne Hesselman,534,1186,2396,445
31,7159802,Jean-Michel Nizet,30,117,43,1666
32,7169862,Terry K,39,415,599,501
33,7179882,Sean Jordan 👺,282,1750,10548,95892
34,7189902,steve punter,616,1506,14578,721
35,7199912,Геннадий Метёлкин,1429,793,42304,9712
36,7209912,Kate Greene,2106,2085,6152,11270
37,7219922,アイジ,545,470,19868,6463
38,7229932,Macy Diaz-Burgos,50,137,4308,29
39,7239942,ʇɹoʇıʍ uoɾ,228,577,846,1820
40,7250012,Ann Van den Broek,5158,1227,3322,2426
41,7260042,kacakong,68,279,397,1
42,7270092,Ebi Azly Abdullah,1166,1750,40513,6568
43,7280142,Kareem Johnson,697,1844,26113,667
44,7290172,Don't Wake Me Up,9,205,462,33
45,7300182,Chris Pratt,407,123,7535,1965
46,7310182,Roy Wasse,1140,1565,3683,4612
47,7320232,Christopher Tassava,488,799,17812,5522
48,7330242,Tristan Lear,773,2970,2076,91
49,7340292,fabrizio torti,71,401,97,35
