,id,name,followers_count,friends_count,statuses_count,likes_count
0,12273452,quachee,2659,2896,30174,765
1,12283452,nicolefoote,65,126,163,4146
2,12293482,mtaketomi,27,107,33,3
3,12303522,francis🐝,679,1197,18469,73359
4,12313552,Karoly Treso,73,178,8,5
5,12323552,Marko Kaartinen,344,400,13060,205
6,12333652,Darin Carter,21230,6167,80255,1498
7,12343732,bloyd,129,237,270,172
8,12353742,chrisbloczynski,570,170,451,2
9,12363742,luisatala,120,408,218,270
10,12373742,RUBEN_GUSTAVO,91,528,2544,605
11,12383742,DaveStarr,83,132,261,0
12,12393762,jardena1982,47,184,617,2
13,12403782,Allison Daisley,327,889,825,44
14,12413792,Rainer Borer,128,195,31,477
15,12423822,Lani Rosales,11619,7323,79090,2050
16,12433822,Andy Rine,756,671,8866,1529
17,12443822,Rosa,498,784,4114,4
18,12453882,terrytoons🥃,524,1276,20940,36631
19,12463892,janicechan,673,772,2592,292
20,12473922,Stacy Cassin,60,137,940,693
21,12483952,SnapComms,1166,1068,5053,1258
22,12493982,Kate Harvey,304,1247,618,25
23,12503992,Matt Steele,140,788,1790,1222
24,12514001,علیرضا ok,24,201,26,87
25,12524022,kazami_,298,132,11956,2942
26,12534022,Fede Noziglia,1762,783,8615,2
27,12544032,ashley,57,106,484,34
28,12554032,Jesse Springer,539,542,3747,14738
29,12564042,Mauricio Rodriguez,1857,3655,717,905
30,12574052,Gustavo Duarte,36,115,15,72
31,12584122,Srikanth,641,687,12713,523
32,12594192,Usman Amanat,24,250,126,62
33,12604192,Hudson,87,496,5002,2656
34,12614202,Paul Welsh,511,749,5749,2523
35,12624242,Thickboy Crypto,14947,114,65284,2645
36,12634292,Janos Rusiczki,397,601,6302,1381
37,12644302,Tanya 🇨🇦,21,687,4927,4306
38,12654302,Totaku,280,152,10757,150
39,12664302,kelemen_papp,71,149,69,141
40,12674302,Jason Baker,176,378,3936,4475
41,12684352,bieeti,11,166,1,0
42,12694362,Peter Vandenabeele vaccinated 1/2 #Kaggle AUC 0.94,1135,843,7674,4891
43,12704382,Stephen,121,571,5879,1930
44,12714382,Kafe Antzokia,13508,2372,5300,70
45,12724392,shirlbro,418,215,89649,30781
46,12734452,cansencan,29,109,334,67
47,12744472,Sergi Garcia,549,345,1588,170
48,12754472,Radek Pilich,196,257,779,110
49,12764482,Allyson,14,226,45,50
