,created_at,tweet_text
0,2020-05-03 13:43:06,"['my', 'friend', 'hurri', 'up', 'neishabi', '40mell', 'zaypadr', 'oohkillem22', 'kiddsolo', 'backonmyspac', 'innyhandz', 'johalexnuez', 'trapchetgod', 'freethemguyz', 'httpstcoehi9ceyhwn']"
1,2020-05-03 13:43:05,"['offici', 'websit', 'httpstcoyr3wusramh', 'neishabi', '40mell', 'zaypadr', 'oohkillem22', 'kiddsolo', 'backonmyspac', 'innyhandz', 'johalexnuez', 'trapchetgod', 'freethemguyz', 'httpstcoiueqt1btkx']"
2,2020-05-03 05:57:50,"['my', 'friend', 'hurri', 'up', '40mell', '3comedybro', 'zaypadr', 'kiddsolo', 'tacosmakemecum', 'sweetd', 'hutchisonbilli', 'thaaytgkidd', 'innyhandz', 'realprincessag', 'httpstco8dbjlejwuw']"
3,2020-05-03 05:57:49,"['offici', 'websit', 'httpstcoyr3wusramh', '40mell', '3comedybro', 'zaypadr', 'kiddsolo', 'tacosmakemecum', 'sweetd', 'hutchisonbilli', 'thaaytgkidd', 'innyhandz', 'realprincessag', 'httpstcofbj06pgng5']"
4,2020-05-03 00:35:12,"['offici', 'websit', 'httpstcoyr3wus9zuj', '3comedybro', 'shabbaranks06', 'zaypadr', 'kiddsolo', 'tacosmakemecum', 'hutchisonbilli', 'backonmyspac', 'thaaytgkidd', 'dreamerchrisj', 'trapchetgod', 'httpstco8nkugmofoo']"
5,2020-05-03 00:35:11,"['my', 'friend', 'hurri', 'up', '3comedybro', 'shabbaranks06', 'zaypadr', 'kiddsolo', 'tacosmakemecum', 'hutchisonbilli', 'backonmyspac', 'thaaytgkidd', 'dreamerchrisj', 'trapchetgod', 'httpstcovqsypjmzgr']"
6,2020-05-02 21:01:07,"['my', 'friend', 'hurri', 'up', 'neishabi', 'leovillafan', '40mell', '3comedybro', 'oohkillem22', 'kiddsolo', 'sweetd', 'backonmyspac', 'dreamerchrisj', 'dosegotbar', 'httpstcow1cgk7om36']"
7,2020-05-02 21:01:06,"['my', 'friend', 'hurri', 'up', 'neishabi', 'leovillafan', '40mell', '3comedybro', 'oohkillem22', 'kiddsolo', 'sweetd', 'backonmyspac', 'dreamerchrisj', 'dosegotbar', 'httpstco9qu2bd0g41']"
8,2015-07-17 22:01:06,"['number', 'crunch', 'for', 'the', 'past', 'day', '1', 'new', 'follow', 'and', 'no', 'unfollow', 'stat', 'via', 'httptco4oeocfuwhh']"
9,2015-07-11 22:01:01,"['how', 'mani', 'follow', 'do', 'you', 'get', 'daili', '1', 'awesom', 'new', 'follow', 'for', 'me', 'grow', 'with', 'httptco4oeocfuwhh']"
10,2015-07-10 22:01:02,"['number', 'crunch', 'for', 'the', 'past', 'day', '1', 'new', 'follow', 'and', 'no', 'unfollow', 'stat', 'via', 'httptco4oeocfuwhh']"
11,2015-06-29 22:00:58,"['stat', 'for', 'the', 'day', 'have', 'arriv', '1', 'new', 'unfollow', 'stat', 'via', 'httptco4oeocfuwhh']"
12,2015-06-18 22:00:47,"['new', 'day', 'new', 'tweet', 'new', 'stat', '1', 'new', 'unfollow', 'via', 'good', 'old', 'httptco4oeocfuwhh']"
13,2015-06-14 22:00:45,"['number', 'crunch', 'for', 'the', 'past', 'day', '1', 'new', 'unfollow', 'stat', 'via', 'httptco4oeocfuwhh']"
14,2015-06-09 22:00:41,"['follow', '1', 'unfollow', '0', 'i', 'didnt', 'know', 'i', 'wa', 'thi', 'awesom', 'get', 'your', 'daili', 'stat', 'via', 'httptco4oeocfuwhh']"
15,2015-06-08 22:00:40,"['number', 'crunch', 'for', 'the', 'past', 'day', '1', 'new', 'unfollow', 'stat', 'via', 'httptco4oeocfuwhh']"
16,2015-06-07 22:00:41,"['stat', 'for', 'the', 'day', 'have', 'arriv', '1', 'new', 'unfollow', 'stat', 'via', 'httptco4oeocfuwhh']"
17,2015-06-04 22:00:38,"['1', 'daili', 'unfollow', 'crowdfir', 'doesnt', 'miss', 'a', 'trick', 'via', 'httptco4oeocfuwhh']"
18,2015-05-26 22:03:16,"['follow', '1', 'unfollow', '0', 'i', 'didnt', 'know', 'i', 'wa', 'thi', 'awesom', 'get', 'your', 'daili', 'stat', 'via', 'httptco4oeocfuwhh']"
19,2015-05-07 22:01:01,"['5', 'daili', 'unfollow', 'crowdfir', 'doesnt', 'miss', 'a', 'trick', 'via', 'httptco4oeocfuwhh']"
20,2015-02-21 22:00:35,"['number', 'crunch', 'for', 'the', 'past', 'day', '1', 'new', 'unfollow', 'stat', 'via', 'httptcogp9zvnop4m']"
21,2015-02-17 22:00:06,"['grow', 'and', 'engag', 'with', 'the', 'right', 'tweep', 'gain', '1', 'new', 'follow', 'in', 'the', 'past', 'day', 'courtesi', 'httptcogp9zvnop4m']"
22,2015-02-16 22:00:07,"['number', 'crunch', 'for', 'the', 'past', 'day', '1', 'new', 'follow', 'and', 'no', 'unfollow', 'stat', 'via', 'httptcogp9zvnop4m']"
23,2015-01-19 03:39:41,"['14', 'tweep', 'unfollow', 'goodby', 'me', 'in', 'the', 'past', 'day', 'thank', 'you', 'httptcodpipb2k76g']"
24,2014-07-27 17:16:45,"['1', 'daili', 'follow', '0', 'unfollow', 'justunfollow', 'doesnt', 'miss', 'a', 'trick', 'via', 'httptcogp9zvnpmtu']"
25,2014-07-21 14:44:43,"['1', 'new', 'unfollow', 'in', 'the', 'last', 'day', 'via', 'httptcogp9zvnpmtu']"
26,2014-07-09 14:00:11,"['1', 'daili', 'unfollow', 'justunfollow', 'doesnt', 'miss', 'a', 'trick', 'via', 'httptcogp9zvnpmtu']"
27,2014-06-25 16:23:11,"['gain', '1', 'new', 'follow', 'in', 'the', 'past', 'day', 'i', '’', 'm', 'grow', 'my', 'account', 'the', 'right', 'way', 'are', 'you', 'do', 'it', 'with', 'httptcogp9zvnpmtu']"
28,2014-06-04 03:48:38,"['stat', 'for', 'the', 'day', 'have', 'arriv', '1', 'new', 'unfollow', 'stat', 'via', 'httptcogp9zvnpmtu']"
29,2014-05-15 04:21:22,"['1', 'daili', 'unfollow', 'justunfollow', 'doesnt', 'miss', 'a', 'trick', 'via', 'httptcogp9zvnpmtu']"
30,2014-05-02 00:47:04,"['1', 'daili', 'unfollow', 'justunfollow', 'doesnt', 'miss', 'a', 'trick', 'via', 'httptcogp9zvnpmtu']"
31,2014-04-26 02:12:39,"['follow', '1', 'unfollow', '0', 'i', 'didnt', 'know', 'i', 'wa', 'thi', 'awesom', 'get', 'your', 'daili', 'stat', 'via', 'httptcoyfxgiz8or6']"
32,2014-04-23 10:10:36,"['2', 'daili', 'unfollow', 'justunfollow', 'doesnt', 'miss', 'a', 'trick', 'via', 'httptcogp9zvnpmtu']"
33,2014-04-19 23:54:19,"['2', 'new', 'unfollow', 'in', 'the', 'last', 'day', 'via', 'httptcogp9zvnpmtu']"
34,2014-04-13 23:50:06,"['1', 'new', 'unfollow', 'in', 'the', 'last', 'day', 'via', 'httptcogp9zvnpmtu']"
35,2014-04-12 11:42:58,"['5', 'tweep', 'follow', 'thank', 'you', 'and', '38', 'unfollow', 'goodby', 'me', 'in', 'the', 'past', 'day', 'thank', 'you', 'httptcogp9zvnpmtu']"
36,2013-10-30 15:07:54,"['1', 'new', 'follow', 'and', '4', 'unfollow', 'in', 'the', 'last', 'day', 'i', 'am', 'never', 'unawar', 'thank', 'to', 'httptcogp9zvn7dfm']"
37,2013-10-13 05:53:12,"['rihanna', 'wa', 'that', 'money', 'real', 'in', 'your', 'video']"
38,2013-10-12 13:45:09,"['number', 'crunch', 'for', 'the', 'past', 'day', '4', 'new', 'unfollow', 'stat', 'via', 'httptcogp9zvn7dfm']"
39,2013-10-02 22:01:21,"['at', 'least', 'my', 'unfollow', 'button', 'get', 'some', 'exercis', '1', 'new', 'daili', 'unfollow', 'httptcogp9zvn7dfm']"
40,2013-09-30 22:00:21,"['oh', 'look', 'stat', 'for', 'the', 'day', 'have', 'arriv', '1', 'new', 'follow', 'and', '2', 'unfollow', 'via', 'httptcoiuupfivdym']"
41,2013-09-29 22:00:18,"['4', 'follow', 'and', 'no', 'unfollow', 'in', 'the', 'last', 'one', 'day', 'thank', 'to', 'httptcogp9zvn7dfm']"
42,2013-09-29 20:06:37,['life']
43,2013-09-28 22:00:18,"['look', 'like', 'nobodi', 'bid', 'goodby', '0', 'unfollow', 'and', '1', 'new', 'follow', 'daili', 'stat', 'via', 'httptcogp9zvn7dfm']"
44,2013-09-26 22:00:19,"['oh', 'look', 'stat', 'for', 'the', 'day', 'have', 'arriv', '2', 'new', 'unfollow', 'stat', 'via', 'httptcogp9zvn7dfm']"
45,2013-09-25 22:00:20,"['keep', 'calm', 'and', 'read', 'your', 'stat', '2', 'new', 'unfollow', 'daili', 'stat', 'via', 'httptcogp9zvn7dfm']"
46,2013-09-24 22:00:20,"['justunfollow', 'present', 'statist', 'for', 'the', 'day', '2', 'new', 'unfollow', 'tada', 'via', 'httptcogp9zvn7dfm']"
47,2013-09-23 22:01:36,"['whi', 'did', 'the', 'twitter', 'bird', 'cross', 'the', 'road', 'to', 'collect', 'my', 'daili', 'stat', 'from', 'httptcogp9zvn7dfm', '1', 'new', 'unfollow']"
48,2013-09-21 22:00:55,"['1', 'tweep', 'unfollow', 'goodby', 'me', 'in', 'the', 'past', 'day', 'thank', 'you', 'httptcogp9zvn7dfm']"
49,2013-09-20 22:00:55,"['11th', 'command', 'thou', 'shalt', 'not', 'unfollow', 'my', '1', 'unfollow', 'didnt', 'know', 'daili', 'stat', 'via', 'httptcogp9zvn7dfm']"
50,2013-09-18 22:00:53,"['3', 'tweep', 'follow', 'thank', 'you', 'and', '3', 'unfollow', 'goodby', 'me', 'in', 'the', 'past', 'day', 'thank', 'you', 'httptcogp9zvn7dfm']"
51,2013-09-17 22:04:23,"['it', 'is', 'no', 'secret', '2', 'user', 'follow', 'me', 'and', '2', 'user', 'unfollow', 'me', 'in', 'the', 'past', 'day', 'stat', 'via', 'httptcogp9zvn7dfm']"
52,2013-09-09 22:01:02,"['nobodi', 'unfollow', 'me', 'my', '1', 'new', 'follow', 'thank', 'you', 'daili', 'stat', 'via', 'httptcoiuupfivdym']"
53,2013-09-08 22:01:02,"['2', 'new', 'follow', 'and', 'no', 'unfollow', 'in', 'the', 'last', 'day', 'i', 'am', 'never', 'unawar', 'thank', 'to', 'httptcogp9zvn7dfm']"
54,2013-09-07 22:01:02,"['in', 'other', 'news', 'i', 'have', '1', 'new', 'follow', 'and', 'no', 'unfollow', 'daili', 'stat', 'sourc', 'httptcogp9zvn7dfm']"
55,2013-09-06 22:01:01,"['just', 'in', 'i', 'have', '1', 'new', 'unfollow', 'and', '1', 'follow', 'in', 'the', 'past', 'day', 'break', 'news', 'via', 'httptcogp9zvn7dfm']"
56,2013-08-31 22:01:00,"['ding', 'youâ€™v', 'got', 'daili', 'stat', '1', 'unfollow', 'via', 'httptcogp9zvn7dfm']"
57,2013-08-31 14:55:56,['😠😠😠']
58,2013-08-31 14:55:42,"['thi', 'make', 'no', 'damn', 'sens']"
59,2013-08-31 14:55:26,"['a', 'bitch', 'is', 'about', 'to', 'get', 'slap']"
60,2013-08-30 22:00:59,"['east', 'or', 'west', 'my', 'follow', 'button', 'will', 'never', 'rest', '1', 'new', 'follow', 'and', '3', 'unfollow', 'in', 'the', 'past', 'day', 'via', 'httptcogp9zvn7dfm']"
61,2013-08-29 22:01:27,"['just', 'in', 'i', 'have', '2', 'new', 'unfollow', 'and', '1', 'follow', 'in', 'the', 'past', 'day', 'break', 'news', 'via', 'httptcogp9zvn7dfm']"
62,2013-08-28 22:01:00,"['east', 'or', 'west', 'my', 'follow', 'button', 'will', 'never', 'rest', '1', 'new', 'follow', 'and', 'no', 'unfollow', 'in', 'the', 'past', 'day', 'via', 'httptcogp9zvn7dfm']"
63,2013-08-25 22:00:06,"['read', 'my', 'stat', 'be', 'back', 'in', 'a', 'minut', '2', 'unfollow', 'in', 'the', 'last', 'one', 'day', 'courtesi', 'httptcoiuupfivdym']"
64,2013-08-24 22:00:06,"['2', 'follow', '1', 'unfollow', 'life', 'goe', 'on', 'daili', 'stat', 'by', 'httptcogp9zvn7dfm']"
65,2013-08-21 22:00:07,"['1', 'daili', 'unfollow', 'justunfollow', 'doesn', '’', 't', 'miss', 'a', 'trick', '–', 'unfollow', 'bewar', 'via', 'httptcogp9zvn7dfm']"
66,2013-08-20 22:01:08,"['1', 'new', 'unfollow', 'life', 'goe', 'on', 'daili', 'stat', 'by', 'httptcoiuupfivdym']"
67,2013-08-17 22:01:06,"['in', 'other', 'news', 'i', 'have', '1', 'new', 'follow', 'and', 'no', 'unfollow', 'daili', 'stat', 'sourc', 'httptcogp9zvn7dfm']"
