,created_at,tweet_text
0,2021-05-14 13:10:08,"['cc', 'medic', 'is', 'hire', 'for', 'a', 'senior', 'financi', 'analyst', 'who', 'will', 'support', 'multipl', 'busi', 'unit', 'thi', 'is', 'a', 'remot', 'posit', 'with', 'no', 'requir', 'to', 'resid', 'in', 'a', 'specif', 'state', 'appli', 'now', 'or', 'share', 'thi', 'post', 'httpstcobiphtrkfoy', 'httpstco6fif19dmfl']"
1,2021-05-13 16:20:04,"['diabet', 'is', 'one', 'of', 'the', 'most', 'expens', 'condit', 'in', 'the', 'us', 'studi', 'show', 'that', 'financi', 'stress', 'neg', 'impact', 'selfmanag', 'in', 'young', 'adult', 'with', 't1', 'diabet', 'children', 'with', 'diabet', 'httpstcozrwjyzqogu']"
2,2021-05-13 16:10:06,"['for', 'peopl', 'with', 'knee', 'pain', 'work', 'out', 'can', 'be', 'tough', 'thi', 'fullbodi', 'workout', 'may', 'be', 'just', 'right', 'for', 'you', 'we', 'love', 'the', 'instruct', 'gif', 'self', 'httpstcovksoskceyo']"
3,2021-05-13 16:01:39,"['heart', 'diseas', 'is', 'a', 'lead', 'caus', 'of', 'death', 'in', 'the', 'us', 'follow', 'these', 'four', 'step', 'and', 'you', 'will', 'be', 'on', 'your', 'way', 'to', 'a', 'healthier', 'heart', 'cvd', 'healthyheart', 'eat', 'right', 'httpstcodu1atf2iz5', 'httpstcounfvzqwktl']"
4,2021-05-13 15:50:04,"['studi', 'show', 'a', 'connect', 'between', 'sleep', 'and', 'wake', 'at', 'earlier', 'hour', 'with', 'better', 'health', 'what', 'link', 'is', 'there', 'between', 'be', 'a', 'night', 'owl', 'and', 'low', 'level', 'of', 'physic', 'exercis', 't2', 'diabet', 'first', 'for', 'women', 'httpstcowr5affztq1', 'httpstcobojmfonzwi']"
5,2021-05-13 13:20:04,"['join', 'the', 'cc', 'medic', 'team', 'we', 'are', 'hire', 'for', 'a', 'medic', 'enrol', 'coordin', 'in', 'our', 'arlington', 'tx', 'offic', 'appli', 'now', 'or', 'share', 'thi', 'post', 'httpstco8rsxl6rnbz', 'httpstcowomtu7zldk']"
6,2021-05-13 13:10:06,"['cc', 'medic', 'is', 'hire', 'join', 'the', 'leadership', 'team', 'as', 'the', 'vp', 'of', 'market', 'in', 'clearwat', 'fl', 'productsandservic', 'digitalmarket', 'strategicmarket', 'healthcar', 'httpstcontv5jys5uk', 'httpstcoovxeb17coq']"
7,2021-05-12 16:20:06,"['have', 'you', 'heard', 'of', 'the', 'olymp', 'sport', 'race', 'walk', 'use', 'these', 'tip', 'from', 'race', 'walker', 'to', 'increas', 'your', 'speed', 'and', 'effici', 'myfitnessp', 'httpstcod1oemgj2fp']"
8,2021-05-12 16:10:10,"['these', 'addin', 'will', 'take', 'your', 'water', 'to', 'the', 'next', 'level', 'and', 'increas', 'your', 'hydrat', 'mbghealth', 'httpstcoadg6cu2fkj', 'httpstco6s2zmzjujk']"
9,2021-05-12 16:01:52,"['did', 'you', 'know', 'that', 'chickpea', 'are', 'a', 'sourc', 'of', 'protein', 'here', 'are', 'even', 'more', 'delici', 'proteinpack', 'food', 'to', 'reduc', 'your', 'appetit', 'weightloss', 'nourish', 'by', 'webmd', 'httpstcoupcrcstoo', 'httpstcojrjaiacgof']"
10,2021-05-12 15:50:05,"['call', 'all', 'coffe', 'lover', 'thi', 'chocol', 'hazelnut', 'spin', 'is', 'lowcarb', 'and', 'delici', 'diabetesfriendli', 'diabet', 'selfmanag', 'httpstcoqnbnellrym']"
11,2021-05-12 13:15:13,"['cc', 'medic', 'is', 'hire', 'for', 'a', 'senior', 'financi', 'analyst', 'who', 'will', 'support', 'multipl', 'busi', 'unit', 'thi', 'is', 'a', 'remot', 'posit', 'with', 'no', 'requir', 'to', 'resid', 'in', 'a', 'specif', 'state', 'appli', 'now', 'or', 'share', 'thi', 'post', 'httpstcobiphtrkfoy', 'httpstcozzpl0mtc0h']"
12,2021-05-11 16:20:05,"['approxim', '1', 'in', '3', 'adult', 'with', 'diabet', 'may', 'have', 'chronic', 'kidneydiseas', 'these', 'tip', 'will', 'help', 'keep', 'your', 'kidney', 'healthi', 'cdc', 'httpstcoobmw7q4yqq', 'httpstcoz3pqszpflv']"
13,2021-05-11 16:10:08,"['seek', 'healthi', 'snack', 'idea', 'look', 'no', 'further', 'plantbas', 'eat', 'thi', 'not', 'that', 'httpstcozg3ohan0vk']"
