,created_at,tweet_text
0,2010-08-06 18:53:08,"['two', 'bedroom', 'apart', 'to', 'rent', 'recent', 'built', 'by', 'newland', 'home', 'locat', 'close', 'to', 'supermarket', 'on', 'tewkesburi', 'road', 'th', 'httpbitlycw0zvz']"
1,2010-07-22 10:10:13,"['one', 'bedroom', 'flat', 'to', 'rent', 'in', 'pittvil', 'lawn', 'cheltenham', 'now', 'avail', 'cheltenham', 'let', 'agenc', 'rentcheltenham', 'httpbitlydbnioh']"
2,2010-07-06 17:37:49,"['new', 'flat', 'to', 'rent', 'a', 'stylish', 'studio', 'flat', 'in', 'pittvil', 'lawn', 'cheltenham', 'avail', 'shortli', 'for', 'view', 'through', 'chelt', 'httpbitlya4jcvi']"
3,2010-06-26 12:08:45,"['2', 'bedroom', 'hous', 'to', 'rent', 'in', 'admir', 'close', 'cheltenham', 'now', 'avail', 'to', 'rent', 'in', 'cheltenham', 'through', 'let', 'agenc', 'r', 'httpbitlybsi6k']"
4,2010-06-17 17:39:41,"['rent', 'thi', '2', 'bedroom', 'splitlevel', 'flat', 'close', 'to', 'gchq', 'at', 'benhal', 'in', 'cheltenham', 'rentcheltenham', 'are', 'pleas', 'to', 'offer', 'httpbitlyd875i3']"
5,2010-05-26 17:20:36,"['period', '1', 'bedroom', 'convers', 'flat', 'now', 'avail', 'to', 'rent', 'close', 'to', 'cheltenham', 'railway', 'station', 'now', 'avail', 'to', 'rent', 'httpbitlybeoem2']"
6,2010-05-25 11:34:18,"['now', 'avail', 'to', 'rent', 'excel', 'qualiti', '2', 'bedroom', 'cottag', 'in', 'school', 'road', 'charlton', 'king', 'cheltenham', 'just', 'availa', 'httpbitlyaijutk']"
7,2010-05-24 17:08:21,"['do', 'you', 'have', 'a', 'hous', 'or', 'flat', 'in', 'cheltenham', 'that', 'you', 'are', 'think', 'of', 'let', 'kevin', 'and', 'susan', 'burg', 'at', 'rentchelten', 'httpbitlycmchr1']"
8,2010-05-22 12:32:01,"['charlton', 'king', 'cheltenham', '–', '2', 'bedroom', 'cottag', 'avail', 'to', 'rent', 'shortli', 'rentcheltenham', 'have', 'been', 'instruct', 'to', 'httpbitlybfi4vl']"
9,2010-05-22 11:32:47,"['unfurnish', '2', 'bedroom', 'flat', 'to', 'rent', 'in', 'chapman', 'way', 'hatherley', 'cheltenham', 'avail', 'to', 'rent', 'shortli', 'through', 'rentc', 'httpbitly9ogjz9']"
10,2010-05-11 11:35:10,"['announc', 'of', 'kraft', 'leav', 'cheltenham', 'is', 'bad', 'news', 'for', 'the', 'local', 'rental', 'market', 'the', 'announc', 'yesterday', 'that', 'httpbitly9zw8vf']"
11,2010-04-28 17:24:18,"['famili', '3', 'bedroom', 'home', 'avail', 'to', 'rent', 'in', 'charlton', 'king', 'cheltenham', 'rentcheltenham', 'are', 'delight', 'to', 'offer', 'for', 'httpbitlycy4kgk']"
12,2010-04-15 12:24:09,"['rentcheltenham', 'celebr', 'their', '2nd', 'year', 'of', 'help', 'landlord', 'and', 'tenant', 'in', 'cheltenham', 'me', 'and', 'susan', 'are', 'proud', 'th', 'httpbitlycshsuz']"
13,2010-04-14 17:05:40,"['pittvil', '1', 'bedroom', 'flat', 'avail', 'unfurnish', 'through', 'rentcheltenham', 'avail', 'shortli', 'is', 'thi', '1', 'bedroom', 'split', 'httpbitlyazoqxp']"
14,2010-03-29 21:01:22,"['regenc', '1', 'bedroom', 'unfurnish', 'flat', 'in', 'pittvil', 'lawn', 'cheltenham', 'are', 'you', 'look', 'for', 'a', 'good', 'qualiti', '1', 'bedroom', 'reg', 'httpbitlyb9gpwc']"
15,2010-03-29 20:00:03,"['cheltenham', 'servic', 'apart', 'in', 'selkirk', 'street', 'now', 'avail', 'though', 'rentcheltenham', 'thi', '1', 'bedroomapart', 'is', 'n', 'httpbitlybxrnjk']"
16,2010-03-29 18:58:14,"['nearli', 'new', '2', 'bedroom', 'ground', 'floor', 'apart', 'recent', 'built', 'by', 'newland', 'home', 'thi', '2', 'bedroom', 'modern', 'ground', 'floor', 'ap', 'httpbitly91iomv']"
17,2010-03-27 15:32:10,"['montpelli', '2', 'bedroom', 'furnish', 'flat', 'with', 'attract', 'privat', 'garden', 'avail', 'shortli', 'is', 'thi', '2', 'doubl', 'bedroom', 'gr', 'httpbitlyaz2xzu']"
18,2010-03-26 15:04:07,"['cheltenham', 'firsttim', 'buyer', 'benefit', 'from', 'stamp', 'duti', 'chang', 'but', 'not', 'buytolet', 'investor', 'in', 'thi', 'week', '’', 's', 'budget', 'httpbitlyazgwjt']"
19,2010-03-23 19:03:47,"['2', 'bedroom', 'midterrac', 'hous', 'to', 'rent', 'in', 'aston', 'grove', 'springbank', 'cheltenham', 'now', 'avail', 'through', 'rentcheltenham', 'httpbitlybbewdi']"
20,2010-03-23 14:38:21,"['sheldon', 'court', '1', 'bedroom', 'unfurnish', 'apart', 'with', 'underground', 'park', 'thi', 'modern', '1', 'bedroom', 'apart', 'in', 'popula', 'httpbitlybnbcmh']"
21,2010-03-20 15:48:02,"['furnish', '1', 'bedroom', 'regenc', 'flat', 'in', 'clarenc', 'squar', 'pittvil', 'cheltenham', 'thi', 'well', 'present', '1', 'bedroom', 'regenc', 'httpbitlyae0v5r']"
22,2010-03-18 19:32:37,"['cheltenham', 'to', 'be', 'the', 'perman', 'home', 'to', 'the', 'world', '’', 's', 'largest', 'billboard', 'the', '270ft', 'hollywoodstyl', 'on', 'cleev', 'hill', 'in', 'httpbitlyaelkzh']"
23,2010-03-17 18:46:46,"['charlton', 'king', '3', 'bedroom', 'semidetach', 'hous', 'now', 'avail', 'to', 'rent', 'famili', 'hous', 'in', 'charlton', 'king', 'are', 'alway', 'wel', 'httpbitly9efke9']"
24,2010-03-16 11:56:24,"['flat', 'to', 'rent', 'with', '2', 'doubl', 'bedroom', 'in', 'battledown', 'prior', 'cheltenham', 'thi', 'spaciou', '2', 'doubl', 'bedroom', 'splitlevel', 'f', 'httpbitlyci4zqw']"
25,2010-03-15 16:53:26,"['2', 'doubl', 'bedroom', 'apart', 'sleep', '4', 'or', '5', 'peopl', 'avail', 'for', 'cheltenham', 'gold', 'cup', 'due', 'to', 'a', 'last', 'minut', 'cancella', 'httpbitlyarzlz0']"
26,2010-03-15 15:52:04,"['due', 'to', 'a', 'veri', 'last', 'minut', 'cancel', 'we', 'have', 'a', '2', 'doubl', 'bed', 'apart', 'avail', 'for', 'cheltenham', 'gold', 'cup', 'week', 'httpbitlydkyui']"
27,2010-03-13 10:18:20,"['discount', 'avail', 'to', 'landlord', 'who', 'mention', 'twitter', 'when', 'contact', 'us', 'let', 'us', 'help', 'you', 'let', 'your', 'properti', 'in', 'cheltenham', 'gloucest', 'etc']"
28,2010-03-12 17:10:31,"['except', 'furnish', '1', 'bedroom', 'regenc', 'flat', 'in', 'clarenc', 'squar', 'pittvil', 'cheltenham', '£725pcm', 'wwwrentcheltenhamcomdetailsrc133html']"
29,2010-03-11 16:24:58,"['googl', 'street', 'view', 'ha', 'roll', 'out', 'across', 'the', 'uk', 'today', 'and', 'now', 'll', 'properti', 'rentcheltenham', 'advertis', 'have', 'streetlevel', 'imag']"
30,2010-03-06 14:23:42,"['new', 'excel', '3', 'doubl', 'bed', 'threestorey', 'hous', 'off', 'bath', 'road', 'in', 'leckhampton', 'cheltenham', 'httpwwwrentcheltenhamcomdetailsrc017html']"
31,2010-03-05 13:37:08,"['take', 'a', 'look', 'at', 'our', 'new', 'and', 'excit', 'new', 'blog', 'about', 'the', 'rent', 'market', 'in', 'cheltenham', 'wwwrentcheltenhamblogcom']"
