,screen_name,friends_count
0,gwbstr,1593
1,tsmullaney,5983
2,hellomingli,408
3,PressSec,237
4,EsotericCD,384
5,BarackObama,591918
6,MerriamWebster,693
7,SFist,1694
8,seanjtaylor,3611
9,AndrewYang,8307
10,Nate_Cohn,1193
11,KristenBell,412
12,MorningBrew,1544
13,MargaretRenkl,901
14,TrumpDBA,2
15,Cooks_Science,176
16,Atul_Gawande,544
17,AmandaYAgan,814
18,dpatil,2154
19,NicholasHould,481
20,math_rachel,717
21,BernieSanders,1473
22,SenSanders,2330
23,chendaniely,802
24,elenatej,373
25,AirbnbData,74
26,sadoperator,4
27,honor,927
28,jonzjia,173
29,ssankar,174
30,sadserver,8
31,JackKornfield,557
32,thichnhathanh,49
33,TwitterData,15
34,vijayp,1226
35,NYTimesLearning,1109
36,IQuantNY,429
37,rkrulwich,30
38,simplystats,310
39,hspter,1787
40,JennyBryan,653
41,mcfunley,499
42,__DataTau__,20
43,chrisalbon,873
44,hannawallach,899
45,danweijobs,272
46,danwei,1579
47,SinicaPodcast,924
48,goldkorn,8585
49,KaiserKuo,4137
50,deannafei,791
51,johnmyleswhite,25
52,fonnesbeck,1358
53,chrishwiggins,1992
54,jeffweiner,226
55,StartupLJackson,1519
56,jain_ankit,1718
57,firstround,1871
58,whatiscode,1564
59,tmeimarides,679
60,mlnio,1
61,bugraa,802
62,StanHumphries,424
63,TestKitchen,4411
64,ogrisel,3228
65,eosnos,2153
66,alexschultz,1416
67,KiraRadinsky,184
68,mathcass,415
69,codyboyte,1733
70,AirbnbEng,233
71,douglasbaerlein,201
72,youarehereMIT,14
73,farhannow,225
74,nybooks,635
75,derekcheng,308
76,ShaneAParrish,77
77,mengxilu,2380
78,erchiang,152
79,andresmh,918
80,chris_whong,3244
81,ihat,594
82,AndrewYNg,559
83,chengtao_chu,42
84,YhatHQ,1111
85,danjaustin87,109
86,AxialCo,1336
87,axialcorps,72
88,GSElevator,3
89,JavaScriptDaily,149
90,mikecurtis,459
91,aschroeder,59
92,adamlaiacano,734
93,TechCrunchOnion,2
94,cyrillerossant,394
95,ArtProgramming,1667
96,TwitterEng,29
97,Cmrn_DP,1459
98,drewconway,307
99,MikeRooney,50
100,EdwardTufte,1225
101,lifehacker,247
102,IbisData,12
103,speakingio,1
104,Medium,142
105,howmaywehateyou,330
106,lolmythesis,110
107,Explorer,7
108,RegexTip,18
109,DataSciNews,48
110,HuffPostFood,445
111,brainpickings,1
112,NewYorker,381
113,bnroths,1745
114,aijanie,133
115,SeriousRecipes,219
116,familystylefood,839
117,marissamayer,344
118,24hour,535
119,datagotham,5
120,sparciii,14
121,Food52,14758
122,mtwstudios,1039
123,HumbleBean,45
124,seriouseatsny,276
125,nytfood,216
126,ProbFact,18
127,grubstreet,2067
128,deepinsand,212
129,schmichael,536
130,stuart_martha,2672
131,statalgo,1591
132,SideTour,1443
133,FareBuzz,5060
134,jseabold,745
135,wesmckinn,846
136,lovelemonsfood,594
137,smittenkitchen,107
138,humansofny,730
139,theladybabies,6
140,changhiskhan,610
141,jonlee108,361
142,TomFors,87
143,stevenstrogatz,2124
144,CarnegieMellon,1750
145,Radiolab,1112
146,TheSocialTable,36
147,rands,1082
148,thekitchn,1199
149,codinghorror,249
150,mikeGnthensome,836
151,stat110,4450
152,jasongowans,294
153,sakayanyc,226
154,tripp_p,353
155,TwitterCareers,18
156,EaterNY,206
157,salahuddin,472
158,SeriousDrinks,1
159,seriouseats,1671
160,yoyoyojomo,111
161,WuSujen,4
162,spillala,95
163,shannonyao,47
164,Reighngold,40
165,wingc,69
166,gnahcelyk,40
167,RocMob,15
168,inside_R,911
169,EaterSeattle,1849
170,nytgraphics,77
171,rstudio,607
172,varunbandi,23
173,junkcharts,392
174,engadget,265
175,Yelp,165
176,TechCrunch,962
177,angryseattle,10003
178,flowingdata,384
179,rappintonyg,116
180,kennethmui,410
181,bingmaps,375
182,KAYAK,2032
183,patchare,21
184,the0,315
185,themadninja,39
186,ESRogs,1557
187,SolomonSolves,232
188,nytimestravel,342
189,CupcakeRoyale,1024
190,bhaskarmurthy,145
191,reachgkumar,2767
192,craig_a,465
