,screen_name,friends_count
0,KdeLancie,276
1,gates_mcfadden,674
2,willhines,1824
3,kevhines,743
4,paulscheer,2687
5,RobertPicardo,290
6,PopeyesChicken,5344
7,GamersOutreach,2804
8,DocBrownLloyd,44
9,WinnDixie,892
10,mikebonzai,43
11,Kulap,961
12,TimKalpakis,1070
13,roxdaws,341
14,timruss2,34
15,robhuebel,523
16,VZWSupport,13028
17,ADAMDEVINE,684
18,tim_baltz,1326
19,ArdenMyrin,494
20,EdiPattersonHi,1270
21,TheKateMulgrew,339
22,cvspharmacy,19018
23,MJMcKean,1797
24,theharryshearer,920
25,GretaThunberg,2523
26,POTUS,12
27,Justin_Willman,1232
28,KIRNEILL,2329
29,Harlot_Of_Gold,209
30,Greg_Palast,3947
31,JeffJanuszek,3834
32,ozmabean1,973
33,MissAngieZ,190
34,LydiaTreats,2421
35,eggy_boom,388
36,bugzilla,15
37,paulrust,511
38,helenprejean,362
39,theendisgreer,504
40,johndelancie,39
41,jonathansfrakes,761
42,salgernon,305
43,BrentSpiner,288
44,JoeBiden,47
45,georgiaEtennant,97
46,LilyYily,1029
47,nickwiger,1674
48,xoDakotaCrow,319
49,SpaceCaptainKim,167
50,BellaBlueNola,1002
51,realspaceforce,22
52,whale_alert,19
53,shaundiston,729
54,melissafumero,817
55,elizacoupe,222
56,futuremanonhulu,149
57,Phonic,18
58,HackerRadioShow,7
59,standupmaths,575
60,mrseanpatton,1033
61,tomscott,281
62,CashApp,2
63,linguivore,18
64,BillGates,281
65,Gusbuckets,1008
66,bestofnextdoor,6418
67,FriendlyDolphin,3
68,JessRMcKenna,573
69,KreweoftitRex,170
70,julienejoyner,216
71,snipeitapp,300
72,stickermule,41
73,nealbrennan,1276
74,TaranKillam,1705
75,snipeyhead,18366
76,XenaZeitgeist,1008
77,USAA_help,4804
78,USAA,1436
79,CaytonHolland,2367
80,wtul,1346
81,BedBathBeyond,5210
82,majken,229
83,drewtarver,483
84,BDayBoysMitch,5870
85,nolaready,1068
86,adampally,2036
87,EntergyNOLA,155
88,fauxmad,94
89,bryancallen,201
90,comma_ai,17
91,ChereNobleBurly,173
92,tommer,487
93,tomkysar,878
94,TitusNation,1782
95,chaosreigns156,295
96,HankAllenWX,3213
97,Nikki2U,2455
98,imtomriley,19216
99,peopleWatch_,471
100,WinstonRowntree,50
101,bradneely,386
102,JohnMu,601
103,Nick_Offerman,249
