,screen_name,friends_count
0,HashagStore,20
1,1NotNaS,1363
2,3zoozvic,509
3,CressFiles,1008
4,saudinm1793,15578
5,mm300mm1,103
6,alabdkarem,1
7,555ss555,664
8,mohammed123j,30
9,Musaed_Mutairi1,26
10,AhmadBasudan,272
11,najlaabunayyan,41
12,share_target,467
13,cuellargustavo6,60
14,saary_sa,8
15,stocksinvest1,67
16,shmshhm,3
17,NasserAlmeajel,12
18,3eslan,388
19,abomohammadl,99
20,HlLAL57,135
21,NakheelCoffee,2
22,MajedDerayah,12
23,oqo8888,1
24,aaat321,133
25,jassser15,1
26,mnawafms,51
27,kajkhalid,11314
28,OldSaudi0,3
29,Stock_Awax,5
30,sadoon72,95
31,nextstepTVshow,13
32,Mofeed_n,1851
33,LAMMMAH,464
34,abolmes140,129
35,oqo888,13
36,Drfaresalotaibi,11
37,ahmadammar1993,94
38,1ksafootball,1
39,fnfefn,147
40,profitwithoutlo,27
41,TheTopWay1,12
42,saud3030_,957
43,NAWAFMSZ,12
44,hamdjy2479,535
45,amfw1100,17
46,m9drr,13
47,Taswe6,817
48,29_shg,589
49,if24hd_,1242
50,JahezApp,9
51,tapbots,5
52,GulfTourismksa,6
53,c_edu3,7
54,BafGomis,293
55,Otayfff8,50
56,if24hd__,878
57,rico4_,263
58,toott2004,232
59,wddty_ar,1
60,Abualfawarss123,568
61,ElDHME,739
62,__wa7eed,986
63,WeshAlsalfa,64
64,i___guns,502
65,Fujgrr,272
66,Sosaa_5,54
67,RajhiNouf,147
68,Bader_allami,299
69,hfc_bar9,826
70,Ambessa9,291
71,AN_Mndi_Kitchen,1
72,A0500A50,975
73,hamoud_03,210
74,Sa3ad3aloosh,2270
75,citizenaccount,7
76,h_alharbi00,648
77,tut2b,623
78,Mbm20007,844
79,SaherRD,16
80,AboShla5Libraly,222
81,saudi_sniper1,6
82,arnod,18
83,hamod_620,757
84,60Naif,448
85,Aljebreen,179
86,motim_k,377
87,m_0g,2671
88,M_Naif_Alsaud,1
89,snapMQ,185
90,huwairini_ali,17
91,nadaats,231
92,Celebrty_0,340
93,reemaalsohayyan,150
94,eng_jalardo,1252
95,F9ata,1205
96,12hlo,466
97,2plan_B,47
98,GreatsMens,1
99,turki_alwaily,129
100,hlali159,217
101,111_m2000,4248
102,_Islam91,129
103,remaaa_199,119
104,AQ7cm,81
105,goal_f9,84
106,saifmoalsaif,185
107,Yourafacts,27
108,jim_carrey21,555
109,i3leem,799
110,team_esme,98
111,ABDA0AH,159
112,VPicV,14
113,Alyoum24,85
114,Closely818,662
115,M_ALHMAIDANI,33
116,hadaya000,278
117,fahad_laporta,1513
118,heekma,1
119,Thaqafnafsak,11
120,ssh919,1275
121,3meed_news,160
122,fayez_malki,934
123,Riy_Local,5
124,spagov,8
125,79rynet,1
126,AbuLatifa,18
127,City_Line6,515
128,KSA24,75
129,aa_1a,93
130,ha033,88193
131,AlwatanNews24,2
132,AlArabiya_KSA,44
133,ajlnews,10
134,SaudiToyotaCh,6
135,Alhilal_FC,56
136,IbrahimSubaihen,146
137,Tareqaltaib_14,40
138,tariqalharbi80,396
139,Alwaleed_Talal,40
140,Almodrjalhilali,293
141,iContent_Sport,114
142,Akhbaar24,6
143,iranianaffairs,284
144,AJELNEWS24,3
145,Saad3alosh,434
146,ReemAbdullah,816
147,nawafbinfaisal,574
148,Y20,215
149,abdulrahman,7102
150,sabqorg,5
151,SamiAlJaber,68
152,yasseraltwaijri,1790
153,SalehAlmoghamsy,1
