,screen_name,friends_count
0,SaudiMOH,60
1,SPAregions,8
2,MOE_ONZ_00_1151,9
3,comuservice,8
4,hintiacademy,8
5,Khalid_Alsaif_,99
6,tvtc_f_buraydh,5
7,omar_12334,75
8,hamdy_s_t,388
9,writer1415,63
10,SEU_Care,2
11,Saudi_EUni,19
12,Alhilal_FC,56
13,moe_qsm,15
14,Onaizahyouth,105
15,QassimJob1,459
16,Qassim_jobs,4
17,maryam_zaid_9,42
18,hyooonh451,936
19,nzf_3OT,37032
20,owo_1407,56
21,NaufNouf,92
22,m2741417,995
23,Nodu222,846
24,Kings3660,3693
25,I_amyrah123,14665
26,911_asooooola,930
27,rrmr3030,425
28,saheel99,1714
29,Ayah1416,7082
30,we1094,327
31,abdulaziz_m_d,1394
32,asdae73100,536
33,a4ker_alah,8
34,7sosah2_,91
35,sun96064,804
36,egeegredgd_ksa,45234
37,sahom7502,4082
38,lolett278,466
39,ALMAWASEL,5999
40,toma__1994_,420
41,38arat_al7fr,13810
42,saad11J,958
43,e_5533,42
44,free10top,1496
45,sh3rq8q,1630
46,toota794,666
47,mzo141,372
48,t0to_487,968
49,RT_islami_taif,353
50,aooa1100,1602
51,jory6622,2748
52,soma_xt,1590
53,bentaltayb,1612
54,AlanodAbdullah_,16
55,n0_o18,85
56,A7bislami,486
57,Fastest_spread,1051779
58,amooola_066,322
59,shymaalb__,1197
60,Gori734,481
61,nnradrb5,1399
62,fno_12342,215
63,Gori7341,378
64,r0_0026,182
65,ds20_aaa000,390
66,w8tt_2020,2404
67,Sfoo_Albasheri,1409
68,sha3eralnsaa_,825646
69,ka14_khha,529
70,mohanad120133,587
71,mmrr1235,659
72,Rayom55,133
73,S__Arrr1,1066
74,Ali_yahya_Aseri,1820
75,11Rmon,1711
76,noorah72,88
77,sosomhmb11,900
78,ak_malak,92686
79,asary044,218
80,drr_alklaam,924750
81,loly_ana_ksa,2520
82,meemo_a92,1003
83,msassh84,942
84,abgad70,1541
85,joodi_26,895
86,Cava1313,270
87,Ohibbollah,332
88,samnoooor06,330
89,hdh8651,124
90,adhrar2000,1006
91,M1401Al,606
92,atheer3700,487
93,yg2215559,187
94,suda2816,1659
95,mmznnh,176
96,391_a7sas,183
97,mnooo9090,113
98,loo1120,602
99,saeep_saeed,1946
100,Aztafaja,1578
101,shii80,4163
102,gaaod20002,520
103,roony20133,231
104,sweet_a_a_a,625
105,Binothaymeen,5
106,farhuah,518
107,v___4,61020
108,123456abop,1591
109,Jood67,1001
110,Rama46__,569
111,Rseelksa,207
112,mylife_sa,1510
113,mooni_1515,991
114,4367_3,607
115,NoOontek,88
116,K08bK07b,406
117,soso201182011,1002
118,mmamri,225807
119,Daly2004Mohm111,27
120,joojoo_488,212
121,5yalFM,153
122,Q8Q82020,74
123,__m_a_n_a_l_,1547
124,AQWAL_MATHORA,766609
125,Linaturky,27848
126,C55_5,455649
127,jojo_D_G,25
128,khalejianews,168394
129,kwt_su,696149
130,TheArabHash,2073718
131,toto33to1,1224
132,meyooosh,1244
133,ArabicBest,2150167
134,iRs011,1595
135,D_D01010,751
136,bo_3li2,31893
137,alhrreef,65
138,e3lanat_dawadmi,40024
139,hathroo,84441
140,viip_i,1212429
141,B_C_MLAM777,447220
142,dn_222,4321
143,Reemy99_,240
144,383ww,324
145,_SA_82,146
146,hms4447,10649
147,Lolly5050,1598
148,moon123g,3000
149,afnan56611583,10051
150,Bshoor07,263
151,NerminKamal96,155
152,nyaf44,102
153,567_ksm,1514
154,noofa_nm,65
155,Mwmw022,1646
156,Alhjrlh_22,67
157,ahuod59,724
158,mino84398986,944
159,arwalll_,63
160,amooolh31484750,1642
161,waAad741,377
162,dalola_2013,1702
163,Ali_m002,406
164,898_aisha,742
165,Rt2Zahina,1165
166,ssaa232,1673
167,AliklfC,721
168,afnaann44,84
169,ShOog_502,180
170,Ranosh123123,270
171,5lell_l3yooon,525
172,smoo1112,759
173,nxiiiiil,4
174,_fhawah,187
175,gggg39,28
176,o0oz_z,1327
177,saboohai1,138
178,fal7___kuw_11,1603
179,5lOo_56,113
180,kkaaw,253
181,Definition09,360
182,time_es,5991
183,hoor625,189
184,HotHanan101073,86
185,Wafaa_0000,1113
186,mo44162261,327
187,alomra123,548
188,jooooory10,137
189,oooooo132o,102
190,alhnaooof,1665
191,shahed4341,468
192,shatha224,3169
193,qaaq703,4566
194,liixrai,144
195,97_sweetsoso,1592
196,memos03,870
197,DoodooSuda281,606
198,oooo000000,1740
199,2333Fatoom,431
200,Galway2013,177
201,1031031032,931
202,AzZoozoo,1094
203,0_Mory,162
204,swiraalghamdi,753
205,KSA1070707,499
206,Jody2014,761
207,abeer_S_g,229
208,OMaesho,783
209,amalt345,885
210,MOOOON154,489
211,Aisha_alkhatri,66
212,nononoo663,1604
213,dooodood,1660
214,ktt400,117
215,jkkh1122,709
216,mnon550,110
217,B_f9ii,637
218,lovesoso97,294
219,DewanShh,12546
220,M_U_J_,1111
221,Alshareefhno,3589
222,SOSO151KSA,528
223,almhhaa25,527
224,toofe_b,736
225,dodo06894871,1567
226,nada122451,534
227,memeone1,719
228,jori_78,519
229,KhLujain,14
230,engazaty4591,15241
231,se___mo,1385
232,SosAlHarbi,166
233,memoo_54321,1538
234,Ndo0o129,1328
235,mahawy_t,157
236,rrr19861,350
237,S_A_garbi,202
238,az0f,1687
239,AL_Sabri79,2482
240,al7ob53,116
241,om_sahab2012,548
242,faisal622_abu,96
243,huda_alkhulaifi,359
244,ShooSho31162783,739
245,abeer059991,1937
246,khairul421,127
247,m888mooona,691
248,aasshh333,92
249,iEmma55,760
250,nn1125,370
251,Looleta_5,244
252,jojo_abdullah9,73
253,marmrika_85,984
254,nt_nt1,70
255,mag_mod,1654
256,masm679,780
257,alkng55516,1525
258,nooor123451,1094
259,ABo__ReSha,560
260,6ssq3,11336
261,kroan1440,13210
262,Ameer5111,3935
263,alrshidi88,10482
264,MozaH15,113
265,exxx11,716
266,83_abc,742
267,KSAGAMERL,793
268,ash3ar_mbt3th_,1516
269,skotaar,813
270,sose_otb22,198
271,ggfd6955,1565
272,xoxo2223,120
273,rahoob211,297
274,GHLLO_O,731
275,Sh0ppingGirl1,753
276,199961M,301
277,SArrahhAlottyby,79
278,954511,18
279,irgjf,339
280,hafmon1969,970
281,lidyAlgnami,561
282,mhfwz1,1645
283,jwahr11,959
284,kaseralsadi,1588
285,maibaba1,566
286,mnaaur2013,403
287,sahom750,848
288,aassdd112471,1187
289,M_Flowers_M,23594
290,199961_m,81
291,gytr5r122,144
292,Star201185,264
293,fo0fo0o_07,606
294,Kikh122,1617
295,aboshadah2010,149469
296,cady5802,264
297,2memaa,210
298,a_shhad,482
299,NooraBahrain,1578
300,nbooota,1690
301,zayed20134,31
302,1423_so,60
303,albtol10,26
304,AlHusainReem,374
305,reemtrky10,170
306,EhdaieStore,11771
307,zero123312,739
308,Estathna_q8,54150
309,177143,92
310,Shooting_fun1,1
311,fwaed75,68
312,Talhabeeb,43
313,05015066,265
314,anafdak_,166
315,mxxxm1122,1647
316,B_dooor,768
317,alteeb9001,1164
318,r000n2012,991
319,yos3171,879
320,mshal1424,316
321,MoooTop2012,938
322,bdr2012_,12
323,dreams_478,989
324,Rsayl2,186
325,amoorh2014,821
326,Alanood_1434,499
327,nini_sho,289
328,Al3need78,193882
329,_iAfnanM,159
330,meejo90,129
331,h_no_,28
332,Tasbee7E,100
333,N__f__H,91788
334,Sword1989,4501
335,Almajallla,47671
336,amad_500,115
337,klloD123,888
338,bandr_2008,3377
339,hna_nser,1494
340,kho026kho,168
341,Ioo011011,236
342,looli_abdullah,1066
343,mn8mn9,3
344,r0000r0,48
345,samt505911,501
346,3yosh2020,599
347,alabdalazez,280
348,ammmon_1,93
349,ASWAQAbrahim,200
350,manol3211,50
351,toooty77886,967
352,rxrx_998,11
353,bshyerr_,281
354,reem45_d,93
355,marromah1,466
356,ameerah_otb2012,15
357,eshraqah2010,481
358,Ms_Aseell,30
359,_RT_RT_RT_,627
360,NF__995,298
361,44455ar,173
362,alhanan_a,868
363,i_danateldonya,329
364,mememk58,66
365,muneerah__e,262
366,Mayosh_5,340
367,1Rytal,2
368,hams2012ss,1577
369,Saleh_Alyami,885
370,Yasser_alabas,560
371,beeeeshoOo33,428
372,fooofooof12,1156
373,7_mohanad,3022
374,mzaj_93b,12601
375,aple_3,825
376,asoooool11111,1
377,alshagharrr,24697
378,alkaabi1990,4825
379,jasser__q8,864
380,BedayaTv,13
381,goromalbeshe,126
382,mustafashafei,2964
383,sabqorg,5
