,screen_name,friends_count
0,_Ishuuuuun,390
1,keeeeesk623,394
2,Rinckyyy,244
3,dodonpa_1102,353
4,uminchu615,400
5,tfItwTtYlXJn45S,657
6,L_24dhsb,9
7,ramumasa1996,110
8,Hi720ts,838
9,Miku05200617,148
10,5y5u5t5o,489
11,m1999922,215
12,nike52105t,235
13,johnryo1008,353
14,Hikiryu_0725,460
15,um199911,392
16,mhib152,454
17,M02712s1t,126
18,skyblue093101,284
19,yosikage4482jj,200
20,jsblue_37,412
21,hazelllllnut,557
22,1210_bad,177
23,naoki48m1117,217
24,debuchan0929,99
25,asuka__0828,641
26,taaa_AL20,209
27,mai_____78,364
28,ikon_ponyo,753
29,GjRPpugKPpzDDWS,77
30,tdzsQwype8Vie7h,73
31,14guruS,421
32,KurukuruSki,78
33,tomgba0424,225
34,chiakiki_ito,145
35,jima0617,348
36,cbbcbbyy,32
37,drumermh,282
38,Dasu39m,264
39,RYakuma,345
40,0717_kagawa,57
41,Kaito0116Pa,110
42,1013Uk,425
43,reogumifever810,246
44,tm24exxx,404
45,sumasuma1211,242
46,0731Riopanman,222
47,4f7871c8r0tu2,302
48,yukimi06272828,790
49,A_Shinjirooooo,6
50,abeshuto,427
51,ttthrias,200
52,baskekei912,242
53,massyu122gmail2,83
54,yamagen0728,205
55,anthony19940324,184
56,vhikrakorru116,299
57,NakaiShunsuke,46
58,_0097_22,212
59,cak__1109,286
60,atk121urt,203
61,5577You,186
62,mykdaaa,364
63,cherrybohnbohn,350
64,blue_takku,125
65,toppy61,160
66,yosikageeeee,57
67,MWAM919taco,379
68,mook24__,334
69,17427351a425494,197
70,Ren_Rira_69,223
71,__YERI__,296
72,ayumitrombone,617
73,kazukii101112,331
74,noh_555,300
75,agjur3tjm,147
76,KMostsoccer,323
77,aaalovemsk,210
78,mriyyouske,260
79,wooooo4710,450
80,CBape,236
81,kenshimo0607,276
82,BKurukuru,836
83,ronhamuko,311
84,Jozi0921,408
85,56fujiome,651
86,gCrwZAjWVoG63It,114
87,mizumizu8310,395
88,miubad,168
89,Ryosuke1132,67
90,Ayana_1059,271
91,slip_lo,281
92,badoda2,79
93,aariiinkassu,118
94,ds8311,225
95,soccer_kode0807,512
96,sig_F_AK,323
97,massyu1221,98
98,yu22sho04mi05,315
99,tihks1157,125
100,D09889954,383
101,Soccer32Yuto,238
102,mizuki_gabu,365
103,ayai_19982,177
104,Takassy0513,146
105,duffy_yukino,245
106,r4yamac124,261
107,1224_exile,297
108,B1L1_A0D0Ezoom,483
109,a__m__i__,310
110,pshasegawa,288
111,shiribiki,133
112,ryunosuke375,368
113,tomoya02251,235
114,iiii0906,406
115,fmblove1091,173
116,717_kagawa,47
117,sayu4528,386
118,Hinariii1009,651
119,116kidoguchi,324
120,himeka_jp,313
121,nana08223,417
122,himanacham,192
123,monchhichi1234,216
124,janoa0509,922
125,yosikage4482,155
126,0126Wideseason,400
127,yuirinko4257,407
128,mana92929,180
129,__omiii12,425
130,sentoo1010,410
131,loveisblind714h,120
132,hikaru0407_214,286
133,meruome,155
134,72374831,181
135,ki_love0928,50
136,sasakiiiniku,635
137,chikaru0508,448
138,yukinoxo_,614
139,loveaaatakat,177
140,saki1272,377
141,S_varia46,138
142,aikoro_518,521
143,sxt_loves,153
144,e_nana0822,98
145,rr_ayaka,91
146,2easyfor9,572
147,okakakaaaa,425
148,Keep0529,354
149,Mii_UNAUNALii,1
150,kusu0000,279
151,soccer_0627,553
152,atgmv2605,148
153,s43826195,3
154,UsArmy140,251
155,t_csf1119,373
156,asaki09soccer,153
157,0716Everonward,395
158,takuma_52_tw,353
159,Taisei1999215,166
160,ryu02233047,491
161,2pmbom0102,456
162,hyrikc97,496
163,6_kaZuya_3,178
164,kuma_yu_,617
165,ysmr_miu,221
166,myurnam,318
167,1031_wanko,900
168,kazuma_ej20,787
169,ihoyounggi,32
170,garanaboy,487
171,lovesangokusi,465
172,yuuki165poke,153
173,tomo918kubo,407
174,jjppp25,297
175,onedays16,510
176,xNana323x,318
177,RENREN_6969,166
178,3970Cherry,478
179,cutegabu,91
180,0531Mamae,371
181,37369121518,184
182,yamadai6yamadai,450
183,wakana0628,1
184,nappe0401,192
185,no_user12345678,1
186,f1kazuya111,79
187,asuberu7,325
188,Sumika2525,348
189,gorirahamu,550
190,satoyusukebaske,759
191,fishtake518gyo3,387
192,souleater85201,428
193,Ren_Rirakkuma69,156
194,tmogba,204
195,stm__1222,345
196,5e82765258184ec,444
197,r4yamac123,234
198,222_hair,207
199,10dp_large0,981
200,Army140Us,213
201,s0c5c0e3r,492
202,m421209,125
203,HarukiDaisuke1,98
204,soft8mi,226
205,hikakin,5489
206,suguru0714,246
207,saki19960524,99
208,jojo03980,139
209,daisssuki,175
210,0523Eye,306
211,kenbo918basebal,259
212,hayakukaerite,98
213,123kumagai,37
214,gokurou3333,27
215,kojiki_san,249
216,yyyakcut691824,290
217,shunt0_o524,304
218,panti22830,48
219,okoelly24,566
220,_____meexxy,154
221,Naga05Kok11,493
222,Saka0828,642
223,erigoma07,245
224,Kowaru19,307
225,hitoshi010506,297
226,TY__1_K2_I7,251
227,hnkpink,374
228,03041998SeNrI,381
229,srkw82kit,616
230,0615Xfyhy436,123
231,1224Kenchi,177
232,425kys,604
233,janp1211,273
234,10iusa,308
235,25wtotw25,263
236,KazeLove328,160
237,minamicky0417,203
238,22830Panti,52
239,shiho100207,683
240,takutoEXILE,89
241,sa___n17,323
242,12219211,578
243,baibaikeeeeeeee,1
244,6hrkSW20,417
245,gk_shin,377
246,9_rkk,155
247,k24l6c7l7i3,520
248,96102T,309
249,sk6u13,271
250,yu_punipuniyu,150
251,hlduo,275
252,mkteeeey,214
253,keitono1zett,55
254,noboru057212,135
255,___mm2115,377
256,EgaCoco,146
257,haruchico425,240
258,16ukNatsuko,241
259,chelsea18speed,330
260,ma8mi7,242
261,kyohei0920_evo8,395
262,love_ski0920,279
263,07aymnn__n,231
264,ic_zzz,229
265,mofu999,343
266,tamutamu0509,789
267,717roadToninja,96
268,nmrhs2250,195
269,chinabon0610,226
270,Hiyori59489069,248
271,0703Shinsekai,182
272,mae_tamu,267
273,chaaapi_,433
274,yuppo21,267
275,sykz1113,180
276,gossiptaylorxo,167
277,bonzumanex,676
278,moichika,349
279,an_in_snow,128
280,kkkkkhd,174
281,vna116,205
282,BapeB,74
283,m_l997_tt,252
284,rss2miyus2kasi,205
285,m_r1295,200
286,n0a7t2a3n,182
287,minibirdda,125
288,bakanabouzu,230
289,fcekr,495
290,jun123744,233
291,SylphMM,255
292,cyobee16,369
293,ShounaAnd,281
294,kaZuya_Ace,128
295,kano_2306,293
296,sckk_mm,136
297,pukumaru919,229
298,aoharen,77
299,226Mai,226
300,mutsumi_pingt,1017
301,kimu0820mizu,275
302,BM0417,125
303,ariari0_0v,197
304,9822Bb,204
305,tvxqpiyooo,35
306,ftislandsjmhj,282
307,mekabu6662,28
308,FruityNa,559
309,kano_0623,38
310,A_panda07,162
311,Hinako1022,541
312,14daiyu,516
313,fishtake518gyo,338
314,meen_chocotto,576
315,48_ranran,295
316,Taaa120120,367
317,exile_luv0914,269
318,Snow962,397
319,MHayaaaaaaa,556
320,Nanas223,186
321,T1Yamaguchi,162
322,kanekonekonekon,402
323,nabe_721,12
324,sigaisen4,308
325,AShun48,156
326,234rgv,377
327,anime_kimimachi,30
328,kamaken159,139
329,0129Taiei,30
330,moeru0725,407
331,hyuga_zsk,90
332,komask0905,280
333,love3atakat,216
334,chiharukanezaki,199
335,szmiti120,912
336,Kojima0617N,226
337,tokoroten_35,381
338,shirahodo_bot,1365
339,seokouji,603
340,0105mnm,597
341,24_wbc,561
342,Heaaaaart93,89
343,Rina_kame,247
344,116rikuya,163
345,daijiro510,43
346,Talxs_05,677
347,fumi1013apple,214
348,yyyn05,619
349,sho_jumpNOW,1094
350,taaaimajapan,166
351,keitanb313,437
352,aruaruneta_jp,250
353,kentiko417,347
354,JOKER_514,264
355,wamixe_miku,212
356,dell410,54412
357,honoka_o0,481
358,TheSHUEI,310
359,komachi_0215,184
