,screen_name,friends_count
0,Deepsoul_q,1765
1,gom6699,550
2,PurlescenceUK,276
3,mairidesign,2799
4,AwesomeEarthPix,4
5,vitrailmaroc,8
6,youngB_I_G,2411
7,zavely,791
8,HoganSOG,89001
9,OhanaOrganics,1565
10,StickerKarma,3
11,NostalgiaJewels,3385
12,leviellerbe1,782
13,Junkmafiaohio,4402
14,StickerbeeDsgns,231
15,MirandaKido,399
16,darrinsalt,14582
17,full_c_agency,2346
18,altuna_baltuna_,5
19,Knitteratti,843
20,Healthtips248,8020
21,TravelJackets,3034
22,melliewors,4003
23,eglezu,1643
24,natkingbold,2162
25,EsplendidoMC,2256
26,lapindefleur,14
27,SantaFeKiss,5997
28,jhannys21,747
29,rosehannah22,4145
30,CAROTillu,7787
31,JevenDovey,349
32,KLPRagency,10487
33,ViaPrairie,4419
34,SunGiftSolar,2068
35,BROWUSE,4264
36,Wyndlestraw,1350
37,linda_beads,32078
38,lumuangaz,30154
39,DottieKingston,9482
40,1soulsparks,2228
41,MimosaKnitting,4778
42,enricocarone,1671
43,papernmoreuk,9835
44,after_crafts,152
45,craftycassondra,153
46,naomiwhittaker,165
47,Athyme2beecomfo,998
48,Plookiss,1158
49,okenas_jewelry,18
50,SiriwanShop,1533
51,Bubo_The_Owl,4462
52,EviaCarpenter,314
53,MomLifeinthePNW,3084
54,SwaggerjackProd,28409
55,Hookedonyarnct,1553
56,QuirkyArtsHere_,1936
57,PamperingPotion,3073
58,ArtisanBathCo,1151
59,CGaylephoto,3844
60,alexsgiftshop,375
61,GnosisCrafts,1851
62,Artist_Walls,2508
63,sherbuy,439
64,Beadsonabudget,4595
65,BiceOp,7575
66,FlockBN,32534
67,AnnaV2504,134
68,For_a_baby,4249
69,SweetTeaHoneyBi,177
70,GreatFindOnline,3117
71,BeMoreBeNow,129449
72,Tungsten_Rings,35194
73,ScottJKyle1,16878
74,Fordings_Global,3108
75,VisPresets,3058
76,charsfavorite,19525
77,helenharwoods,1461
78,GemifyUS,297
79,jasondnomad,490
80,BluKatDesign,28299
81,myjewelsgarden,426
82,Arcange36785364,85
83,ToniTurnerBiz,38364
84,PahlaviLondon,33367
85,Daisssia,350
86,BurhaanPattel,7686
87,resultsneeded1,2310
88,MtnAireStudio,552
89,jjyosh,212858
90,SimonaCoach,9247
91,Daniela_Malaika,3961
92,kbrojewellery,2369
93,AnnaSmirnova741,4201
94,treyptrsn,232347
95,JacyFairbanks,1175
96,paperbeadboutiq,15738
97,MyNameisCosmos,3593
98,maggiegjarvis,4097
99,MolecularBliss,6356
100,HWCHC,24783
101,LampworkBench,14307
102,MovEuropeo_IT,808
103,Reidefy,4397
104,weddingmarisabe,108
105,PamelaRys,24855
106,styledonnagifts,687
107,lafrenchtexane,43
108,mysoutherndecor,2875
109,AppaloosaL,6677
110,JewellerybStark,1657
111,wildmoonchild2,4475
112,amtsmmpanel,160861
113,ShellHunterPub,4121
114,LaRossaNelBosco,214
115,AudreyDelayeArt,416
116,1967sesimFatma,1654
117,christinaantiks,3414
118,ideiasdanena1,610
119,katharynetweets,2553
120,PosteSpedizioni,55158
121,KitchenWitch60,245
122,ShopArsenicLace,532
123,SCHIRRUPAOLA,60
124,zippiehandmade,304
125,InviepDigital,1003
126,_sSCAPESs_,439
127,etsytwits,970
128,FelicityCards,2172
129,MICSJWL,6450
130,UKMrBead,5420
131,debonitadeore,5155
132,tphamsterart,6642
133,RusticCraftsSue,343
134,SiskaleShop,896
135,VeriFeather,1121
136,marieartcollec1,615
137,WorkweekHQ,6971
138,damongojobs,192949
139,Co_Co_Tweet,26477
140,charwils65,16287
141,freelancerclub,31694
142,mindtheline,60
143,JustKnock_it,9639
144,felt4soul,1111
145,esraleather,464
146,ElfaBijoux,677
147,artofSarahJane,9
148,Hildas_Attic,2721
149,Shelleyscrochet,4590
150,Lanaworkshop,1481
151,IanCleary,38667
152,lism0re,7140
153,FannyMagicBijou,305
154,MamaJamaQuilts,375
155,riagronEtsy,1695
156,maijajewelry,4217
157,WoWheedaLTD,12370
158,CHCDigital,17119
159,shop_wooden,1915
160,Artemin3,397
161,CookieSituation,3163
162,MAMAG_Museum,227783
163,RobertaPaderno,743
164,larangella,85
165,BusinessNet3,595
166,BelaFabrica,1588
167,SchroderBi,911
168,IBonsaiWire,409
169,Claudefarge,44654
170,circusleft,2301
171,shilpa1ahuja,9165
172,AnAndieOriginal,1662
173,Etsy_ACC,506
174,MajorCrafts,28180
175,BusPrintables,4283
176,marmalead,3146
177,redrosewholesa1,841
178,aroundio_,3631
179,samanthasmithe4,1096
180,EverythingAve_,23688
181,Pearls_Homespun,33
182,BaubleVine,2064
183,dankosmedia,2982
184,AndreaSimbula,24660
185,hookloopsarah,982
186,TinaBronz,1870
187,FashionAddicte7,1544
188,Alemalanca,5553
189,tomscrafts,603
190,TTUAngelAndie,2024
191,ImagineThatBaby,4033
192,cosediisa,1348
193,juliatrophen5,1589
194,KimcoldenWorld,1528
195,miller12_sarah,1586
196,Rescuedoffering,5270
197,Kimseverything,4417
198,bow_hearts,1070
199,ClaudesCarving,1032
200,formae_mentis,571
201,christinebygrav,10203
202,MusicalMoon,10356
203,GearzGrindin,1601
204,iPrintPoster,1088
205,PSBlakely,6381
206,Adam01Uk,4355
207,FBNPromo,41847
208,Tema_Libero,3752
209,Ricky_Pick,19056
210,babagroupit,2153
211,TashaVok,1634
212,mia_rama2015,42360
213,2tmandb,28564
214,JafysJewelry,4556
215,kokibags7,2098
216,kennethbs77,427
217,Ilovenicething2,4242
218,BlingScarves,3968
219,nataliakhon,10669
220,SmallNakery2015,459
221,chillochillers,47690
222,aleljsantos,463
223,FutureSpec18,355
224,WillOlivo,3963
225,HarrisburgCraft,323
226,EdizioniEma,143
227,lareveusedesign,2008
228,ElegantTrinkets,438
229,PurseCharming,435
230,sewsleepy,81
231,domoshar,526
232,BajanLizard,2820
233,crafttastic_mom,198
234,SLC_Artistry,354
235,Illustrographs,546
236,SusOriginals,453
237,mand_gill,414
238,ArtFashion27,1805
239,IHLiviwear,390
240,ByCherylLynn,270
241,Claradoll_,668
242,RandTammi,2022
243,Tatt2edRoze,412
244,illstyles1,6306
245,mahadi181292,518
246,piazzabile,2016
247,daveamp22,13752
248,StravaMax,13481
249,craftyfoxxart,3239
250,MWAHPodcast,369
251,etsygrail,48451
252,Digital_Midas,479
253,ProSnapsNewYork,7215
254,Red_Web_Design,115337
255,ShopKaire,10916
256,Jaybrilyn,4561
257,beckichristense,1581
258,GRANDFINERY,22918
259,PerlePearl2,104
260,disneyfindz,3447
261,CraftySchmantzy,3836
262,FelisSimha,4589
263,MarkWalkerFord,41
264,fartexgroup,4331
265,SmartDesign112,5192
266,ContactNature,5406
267,DutchLabel,2258
268,VINTAGE4MOMS,43622
269,mckbirdbks,19830
270,jaycotts,1438
271,MikeKrausBlog,4419
272,luluslittlelove,5758
273,sylviaartgaller,2015
274,bobbymarhamat,7920
275,CFADC,9092
276,ebay_fsociety16,4840
277,RMUpcycledDesig,2518
278,Webdocpeter,13649
279,3GreenSisters,3630
280,NataLogvinova,2101
281,GivernyWedding,3631
282,ColourEnvelopes,54888
283,LaurasTouchArt,314
284,unconpaint,37012
285,FoodSaversUK,43903
286,jolieglace,1505
287,Inavitskaya,10892
288,bewelllifestyle,1502
289,Palomascobar,14138
290,Heybridge,1784
291,Life_Quoteszz,28011
292,thejewelryjunki,3054
293,UkBizOwner,18960
294,stampinsister,23279
295,YourEnglishCV,6314
296,Georg_Grey,186952
297,BusinessCOG,5999
298,MichelleFierro,4686
299,DesignersDwnSth,7691
300,hjsu6783,2711
301,Ccrypto_sakar,150
302,Bizitalk,66433
303,OldMagazin,8807
304,giuseppe_fava,22
305,mercenarygeo,34776
306,dsolana,2723
