,screen_name,friends_count
0,nalkanaani,33
1,azizfalmalik,346
2,Ali_Shehri2030,284
3,khaled_alsaab22,149
4,FN_147,1315
5,AlShababSaudiFC,58
6,MOCSaudi,18
7,Bandars_View,1
8,AdelAljubeir,153
9,lololo2300,16481
10,AhmadyuAlsayed,186
11,abosaleh95,477
12,ammar_011,349
13,temon5501,435
14,T_RYG7,304
15,7s_va,233
16,I0ll,263
17,mus_anen,218
18,naizaktv,229
19,KhalidAlmorikhy,196
20,gtr050505,784
21,NP77NP,510
22,Zaid_5G,859
23,J9Y6xGL1BEnn2Tg,54
24,mohamed6290,423
25,Sh96F,1942
26,ahma322,1638
27,o0BRG0o,2236
28,ReNgo_Sport,266
29,UloomAlmtar,156
30,Y7_TEAM,167
31,3wa9f1,88
32,tqqs,1
33,sad_otp511,61
34,abdrm222,220
35,loraikwa911,2633
36,S_A_E9,552
37,Www64280529,4033
38,fwttg,3338
39,qsiid,66355
40,DhdhfgG,323
41,nj__nj,3601
42,3nadiiii,12851
43,tl1_2,84035
44,fgdt5566g3,608
45,bandarwaq,221
46,sarahmad160,11822
47,tamialthiabi,264
48,yazeedbmw,254
49,almehraass,647
50,Yaghlahm_Az,63620
51,Shwwdh2015,268
52,fahadAboR,174
53,1Jaab,177
54,mokhled48,41
55,7y0y7,797236
56,_ox__ox_,24143
57,MrRakan2010,713
58,y_b_95,158
59,Saqer1410,178
60,99S1400,15840
61,gfmmm34,221
62,MathebAlotebi,308
63,user_676,255526
64,S3ADALAZMY,165827
65,__ne1,17650
66,swis1417,898
67,I10iiii,87790
68,iv_i8,56876
69,nop1200,136
70,Mo__alrogi,139141
71,sameh12012,92245
72,q8d,65640
73,Tumas_3,1467
74,_Bobrhoom,263640
75,YAl3yaf,131694
76,MrSl6aan,29934
77,Smar_511,29635
78,abdualrahman541,1489
79,neilson10731320,466
80,AlmalkiOmar,18630
81,Khaled4488677,69052
82,hail2005,57477
83,saadalthiabi,1194
84,EOtaiby,90
85,marwh66,361
86,laasha2014,1327
87,Thawel_Alotaibi,63130
88,TRKI4334,39058
89,max02max,108683
90,Khweld_g,940
91,MobarkAlgamdi,1735
92,Red70_,11890
93,com53589281,98
94,1144235Memo,2725
95,n_nooof998,1347
96,tota202021,9322
97,raegah_,1098
98,waleedksa81,509
99,s1_iz1,3574
100,wa___93,42917
101,mhf99,82291
102,9xxxx9,1990
103,m660m,3036
104,t6wir_11,1077
105,sodq2,506
106,Khalid_Marzoog,3767
107,d___vvv,1797
108,90_Almarwani,2941
109,Speaktime11,20
110,NaefvNae,1263
111,Ms44999,77618
112,alshehry811,21061
113,jaber_jmw,999
114,Lawyerkuwaityyy,163410
115,M_E_al_moturyy,9017
116,tsweeqksa,237911
117,saadnnn,7286
118,al_yoom,881
119,11T__,25
120,eid_mutairi,66764
121,sskk8802,100063
122,DF9988in,7226
123,Klood99K,2624
124,faass1233,793
125,qq8kuwaitq8,238406
126,a_h_m_e_d_5050,44104
127,saudh851,6795
128,SoSoo3654,1288
129,0424b05246674c1,1461
130,1smt11,114874
131,saudalhzzmy,507
132,saud91999,229165
133,Mi_4321,218242
134,turki1288,5
135,saalalala,26162
136,Alenzi9119,777154
137,M8OOO,48456
138,Majed13131,12019
139,M_Z_G1393,4254
140,MGRMxD,10524
141,sss62677,117
142,mohsenbbbt,24396
143,aadd20202020,32368
144,nutella2314,1120
145,Mohmmad___1,113949
146,K_moharraq,27745
147,sama844,20459
148,s_k20100,12856
149,_KSA_910,24687
150,nmnm749,1815
151,aboodyms2014,1216
152,Army_Alhilal,114016
153,al15mt,3766
154,looovee_2001,1622
155,bb_460,48714
156,fb_2020,197924
157,hn_eqla3,33786
158,3mr_1990,42953
159,Qno3__,11696
160,AlsalehMuhannad,73612
161,Moory888X,506
162,Go_0300,58010
163,waheebshams3,317569
164,HuduoaCenter,13
165,AumeAguvd,875
166,LayLiy2,47078
167,sdoooom876,106143
168,HC_113,13586
169,qap_2,79164
170,iaasb20,13109
171,whaam31,23996
172,albn3is4,221089
173,BOAHMED_KW,163
174,magdb_52,1921
175,wlkoom1985,50386
176,salaf__rt,149445
177,hstory123,131995
178,abadagc2018,247887
179,ALJOUF014,373385
180,4folllow,52900
181,xn2030,935
182,o3399,248809
183,hms5588,60652
184,xbyyy4101,52086
185,Alzamann,211033
186,sh3or_kw,135
187,ahmed10151,126345
188,5II5l,1666
189,aboyasser36,34458
190,Mms__70,207561
191,00hattan00,160459
192,rt00rt,311926
193,ksao0o0o,26232
194,nice_village,23624
195,arx8111,28692
196,Baylisan0,21936
197,P2919,266653
198,dd_151,95133
199,Orr10,63519
200,al_rowl,91557
201,Dohi30ARIFL,37286
202,SAUDI6556,77648
203,SaudSakran,19451
204,3giis,107689
205,hsheeeem,13382
206,sharqi013,63
207,Naf882,16232
208,ReemyALQallaf,12
209,6ar7k,915912
210,ahmed660996,54375
211,AL__THAGAFI,170155
212,LegaFCB,19148
213,rth_9,490496
214,Mubarak_MF,39539
215,waseetcom_,191810
