,screen_name,friends_count
0,gabxtoth,286
1,arranmacphail,1595
2,shamikachu,111
3,louis16art,810
4,mrksteels,148
5,AdrianBalasteg1,733
6,al_oner_one,1512
7,HeliodoroSantos,1384
8,glitch_nft,104
9,OriginalGoldCat,3446
10,trisaver,868
11,GinoKolling,667
12,cdcavi,876
13,revendar,114
14,artbyjon_,813
15,windspiek,423
16,maxcapacity,1946
17,EggsUnknow,131
18,pallada92,838
19,Truesy_official,13
20,ishacbertran,769
21,DavidTezos,411
22,dataenderrr,871
23,nftfreshdrops,473
24,the_grecu,1420
25,dashxxxcrash,860
26,Anubi_Inpw,563
27,IntervalArt,409
28,jwphase,419
29,estelle_flores_,1699
30,MarcosCousseau,1592
31,phon_ro,800
32,aaguedaa,1182
33,verticalcrypto,1080
34,InmateriaTravel,670
35,GuysWily,1641
36,landock2,1700
37,vittmoon_art,173
38,_tvam,611
39,JvdeNft,226
40,pegicreate,599
41,alijone94200019,1052
42,p1xelfool,523
43,loackme_,349
44,0x_brain,1010
45,jeffjag,202
46,solyaev,694
47,ganbrood,429
48,AnnaNatter,353
49,OmniaSurreal,2130
50,atlaude,907
51,mimeartist,571
52,caosedesespero,581
53,EMerlinM1,292
54,MarianaSacrini,3488
55,Pencil_Punisher,397
56,bitttylabs,2657
57,omgidrawedit,1860
58,arslog,497
59,dan_ileoni,407
60,YesInvestOff,303
61,alvicomlasers,1102
62,al_sebu,63
63,almostarington,1386
64,MalaccoB,706
65,NTrebies,547
66,ruuxmu,2053
67,kitschita,294
68,NeuralBricolage,243
69,Dorkholm,1092
70,jeffsotoart,507
71,BofaGallery,188
72,MKBdigitalart,186
73,KiKArt8,167
74,kdpallure,40
75,arawanuaria,25
76,ck7even,695
77,learnedall,645
78,jamespowderly,1860
79,tWOJ_sTARY_997,180
80,boris_etc,431
81,marianoa,4317
82,AlexandreRangel,4889
83,annaxmalina,445
84,SVADA8,4961
85,VeeeeColeman,985
86,thecryptoisin,97
87,ah_nyeong,206
88,ErikJohnsonDP,1093
89,elcurni,2703
90,playnft,270
91,AkashiSMK,998
92,Thebadlament,1428
93,shumiski,578
94,grasser_alex,987
95,bravocionsi,1139
96,ABelitskaja,1157
97,j_u_s__ti_n,4378
98,kartjust,650
99,frankrose,1091
100,RafaelSpif,699
101,dioneye,546
102,Mosieur_Costard,2971
103,laspaceyart,2621
104,klandestina1,2290
105,unblockgallery,941
106,robertloebel,574
107,trpclcmptr,394
108,PompousLL,362
109,chrisfollowsart,2842
110,wblut,552
111,YuraMironArt,534
112,VesselFLOW,206
113,EODjimmyjoe,283
114,briansolon,1160
115,thistlepress,713
116,DianeDrubay,8912
117,Mind_yourMatter,434
118,derek_morash,585
119,keseanart,30
120,inspireencrypt,107
121,unitedsonicnft,681
122,S86Mohsen,252
123,deArtifact,1176
124,HANDIEDAN,334
125,Ruben_Fro,1769
126,birdie_mcclure,152
127,qfilmstv,3357
128,Xeronaut2,235
129,mo1222_,174
130,mtyka,1367
131,DavidIainBrown,3115
132,shantell_martin,1088
133,dddanill00n,564
