,screen_name,friends_count
0,BumglovesK,1216
1,sourpatchlyds,843
2,alisonmartino,3740
3,zachkapono1,227
4,Eve_Barlow,782
5,NickDePaula,506
6,PSAcard,973
7,nostalgiaooc,1
8,atdanwhite,1976
9,EricTopol,530
10,filmaroni,2129
11,okrent,177
12,emmaladyrose,998
13,EmilyRPeck,1260
14,rklein90,2462
15,GumbyScreens,3
16,mervatim,2175
17,blakezeff,700
18,Chapinc,1929
19,melissadderosa,626
20,MarkLevineNYC,3342
21,JetBlue,103614
22,Misshattan,400
23,AuschwitzMuseum,2357
24,PatinkinMandy,246
25,EugeneFreedman,1944
26,SecondMensch,2
27,ZackSnyder,1
28,JesseThorn,877
29,jonstewart,1
30,SenSchumer,24494
31,NYForever,81
32,dougmillsnyt,1040
33,PressSec,237
34,allymayn,1228
35,ABlinken,879
36,jrpsaki,1002
37,rosenberg_mj,4499
38,SecondGentleman,6
39,VP,6
40,DrBiden,22
41,JoeBiden,47
42,FLOTUS,4
43,POTUS,12
44,SpaceLiminalBot,1
45,cerealouslynet,372
46,dunkindonuts,53053
47,ehdomenech,999
48,PaulSimonMusic,17
49,benschwartz_,1339
50,sophiarosecohen,110
51,andytwood,2593
52,ClaytonGuse,1864
53,DouglasEmhoff,910
54,kaylawoods777,63
55,WhiteHouse,5
56,Anthony,8046
57,WWE_Network_Bot,431
58,StevenACohen2,416
59,tpallini,1095
60,hharteveldt,3629
61,BClowningale,1
62,SachaBaronCohen,14
63,BoratSagdiyev,33
64,FailingatSports,5
65,KristiNoem,3525
66,govkristinoem,495
67,PostalService,12
68,baseballcontext,325
69,HannaBarberaCap,2014
70,Just__4___Fun,1
71,hannahgoldfield,976
72,super7store,201
73,NWSNewYorkNY,306
74,rmorfnyc,1714
75,RichardEngel,690
76,MLBVault,161
77,AirlineFlyer,1118
78,amyschumer,1953
79,LangeAlexandra,3158
80,cee_ryan,1448
81,romyreiner,269
82,retroist,965
83,RetroToyReview,198
84,CharlesSchwab,736
85,JaimsVanDerBeek,14065
86,casualseinfeld,329
87,ohhleary,883
88,InsaneLetterbox,35
89,Johnny_Allman,954
90,paul_winginit,885
91,dragon_fortress,928
92,reactionfigure,12661
93,80sThen80sNow,107356
94,ShawnRobare,1405
95,DanFrakes,989
96,carlyewisel,1916
97,jessica_babbitt,548
98,amreed2,198
99,EdisonCards,13
100,westelm,474
101,Trasufoma,576
102,MarriottBonvoy,32
103,MBonvoyAssist,18419
104,NespressoUSA,9
105,James_Holzhauer,4
106,KenJennings,574
107,awkwafina,958
108,NJGov,751
109,jessicaolien,1043
110,uncutgems,11
111,AnnapurnaPics,722
112,MattZeitlin,1919
113,ESWindram,1329
114,tapemachines,893
115,martysg,2262
116,libbyemmons,1498
117,70s_party,586
118,katiebakes,4411
119,Ask_Spectrum,27349
120,jonostrower,6148
121,KinoLorber,1641
122,MiddleSeat,361
123,Jomboy_,989
124,hodgman,4213
125,IKEAUSAHelp,15
126,xCiiCiix,361
127,imchrismcnamara,765
128,muffin030ass,278
129,nocontextroyco,215
130,Collectingcandy,481
131,HelloJetBlue,889
132,PhilRosenthal,418
133,MHJohnston,1281
134,NathanCHubbard,383
135,90sWWE,96
136,SnackGuyGreg,65
137,WxMets,86
138,bariweiss,3258
139,Mottel,2238
140,stustone,666
141,disneyplus,191
142,sportslogosnet,1236
143,STR0,557
144,BattingStanceG,2151
145,unclegrambo,1455
146,ChrisHero,820
147,KevinMarshall,1008
148,AirMailWeekly,1176
149,KeepItFiveStar,2024
150,StarbucksCare,36
151,Combos,567
152,Zipcar,9530
153,schmooey,4776
154,TweetsTheWx,2406
155,houseofstang,1291
156,EvanDrellich,1631
157,wiki_tmnt,1
158,Iberia_en,48
159,JamesBlickSpain,1201
160,americanamemes,7
161,spanishsabores,1779
162,ellesep,1332
163,maskedwrestlers,1944
164,DarkSideOfRing,824
165,mametown,1333
166,KennyHerzog,751
167,DAZNBoxing,543
168,JohnSkipper,6
169,Amanda___Jacobs,121
170,david_j_roth,4907
