,screen_name,friends_count
0,SauusSG,67
1,iwayansudarsan3,7
2,deannascorner,1309
3,Dream2breakaway,89
4,nu,15
5,danieltsou,196
6,metacole,234
7,willyfoo,540
8,Xiaxue,621
9,JoeAugustin,3971
10,AngMoGirl,2606
11,jaydenation,318
12,lucian,1297
13,MissLoi,71
14,mintea,356
15,preetamrai,2380
16,Scobleizer,2553
17,tc_sg,1030
18,jacob69,112
19,projectPS,177
20,cwkhang,576
21,sm7catscan,411
22,uniquefrequency,571
23,hpility,649
24,rynaQUE,63
25,AWSstartups,57
26,ANdyStorm,155
27,lennardchan,1547
28,felizaong,328
29,shenheng,903
30,derrickkoh70,378
31,SGEio,504
32,divineparadise,8
33,nanyate,736
34,miyagi,2101
35,sgBEAT,962
36,EltonYeo,140
37,chuanz,137
38,mschorlor,41
39,benjaloy,405
40,SYlistic,156
41,ekmy27,189
42,roses4youjem,447
43,ricecomms,914
44,ajoe83,842
45,breadcrumbss,599
46,YuriLJP,160
47,zackyap,648
48,serenaadsit,295
49,themarketgirl,172
50,vixlew,552
51,ivankeytan,558
52,jjtomi,430
53,tangenghui,3410
54,hazrulazhar,313
55,iamkelvinlee,3609
56,feedmelinks,10341
57,sgcGo,711
58,wailoong,837
59,iintoxicated,87
60,jerricklim,1531
61,valerefagot,341
62,acidflask,2360
63,dichotomy,7
64,yebber,116
65,cerventus,657
66,dogenakamoto,58
67,lancerlord,1451
68,mhisham,1271
69,aheneghana,5453
70,daintyflair,361
71,litford,421
72,ryuworks,280
73,yokey017,3316
74,Mansour,522
75,nadnut,449
76,cneil,278
77,wdgdev,10
78,genie_sg,13
79,gamerz,605
80,cendrine,84
81,DarkHunt3r21,49
82,kahwee,216
83,plaktoz,880
84,robertsky_,757
85,adamtoh,149
86,cowboycaleb,170
87,clappingtrees,73
88,bernardleong,211
89,coolinsights,923
90,herewithyanni,93
91,Vijay,3419
92,jiinjoo,434
93,keropokman,1305
94,suyuen,427
95,sayanee_,529
96,sekling,117
97,bjornlee,57
98,vantan,975
99,hsiatono,876
100,brainopera,1799
101,hendribudi,106
102,mkpadnama,255
103,jacktan,105
104,FoxTwo,112
105,themuxicbox,73
106,chillycraps,26
107,strawberrymilk,129
108,claudia10,464
109,uglyfatchick,90
110,defector,38
111,WishBoNe,67
112,jayson_ang,62
113,sheylara,123
114,eujzin,32
115,sabrinasg,42
116,surfslayer,40
117,felixker,374
118,estee84,170
119,ridz84,1167
120,rinaz,126
121,uzyn,1487
122,Sparklette,2421
123,wongrenhao,299
124,chernjie,361
125,tstar06,107
126,sylvgee,643
127,nicole85,990
128,ntt,733
129,nubeals,1722
130,daphnemaia,565
