,screen_name,friends_count
0,bobomonkeyrage,113
1,sd_so,1180
2,sherman4949,1149
3,MrJonCryer,2027
4,WatchNextGenTv,121
5,RalphWBrown,14
6,prmcfadden,398
7,ZamirAtNAB,1062
8,MontyTayloe,804
9,dickiebush,544
10,ParikPatelCFA,271
11,MorningBrew,1543
12,TennisPodcast,502
13,lizandmollie,483
14,jonstewart,1
15,Grady_Booch,513
16,jrpsaki,1002
17,POTUS,12
18,VP,6
19,WhiteHouse,5
20,TheAmandaGorman,631
21,microacquire,1305
22,nikitabier,1160
23,csallen,511
24,tsludwig,823
25,bradleyjohnson2,1426
26,JoePompliano,1016
27,JamesClear,520
28,baldridgecpa,738
29,MPORielly,489
30,SimingtonFCC,14
31,SBEorg,190
32,KlasfeldReports,3054
33,marceelias,499
34,kumailn,3351
35,imranm,1261
36,david_perell,829
37,KamalaHarris,735
38,JoeBiden,47
39,Lunarbaboon,1029
40,AndroidTV_Rumor,108
41,nickdthorne,239
42,CordCuttersNews,643
43,MACcable,1231
44,TM_Broadcast,11181
45,antennaweborg,324
46,ThisIsSethsBlog,2
47,DTVConsultancy,5
48,RapidTVNews,2663
49,IBCShow,7542
50,TVBEurope,1035
51,digitaltveurope,252
52,digitaltvnews,70
53,MikeyFox,1746
54,TitanTV,261
55,Icareus,265
56,Phil_Kurz,54
57,JohnLMacFarlane,279
58,PHXNextGenTV,34
59,ViacomCBS,720
60,fchollet,663
61,geoffaitken01,670
62,TVREV,1402
63,misterdtv,266
64,SMG_TWIG,2867
65,TriveniDigital,146
66,titantvinc,300
67,jo_barrington,513
68,DennisLai6,10
69,FierceWireless,1497
70,Comm_Daily,903
71,waltmossberg,1434
72,DVB_Project,140
73,paolopescatore,424
74,advancedtv,101
75,BuiltInLA,1846
76,meredithperry,527
77,benthompson,1597
78,ARRIS,1752
79,om,1658
80,Raspberry_Pi,1071
81,TiVo,1181
82,apschelle,929
83,ViaccessOrca,3032
84,TVTechnology,1066
85,TVNewsCheck,1516
86,dtcreports,206
87,glovelace,2752
88,FCC,190
89,TMFAssociates,778
90,makegeneve,729
91,deuxpunx,1895
92,gpmacario,556
93,akucharski,1574
94,eric_young_1,2372
95,eriks,798
96,nabpilot,1831
97,NABCTO,770
98,BoulderPreston,198
99,TVBroadcast,789
100,rakaplan,930
101,FCCTech,465
102,jank0,2445
103,mobileperret,2399
104,OpsGuyKurt,538
105,earthquakesLA,6
106,thierryfautier,615
107,nScreenMedia,105
108,Nebul2,877
109,coreanalysis,155
110,benedictevans,969
111,yvesbehar,705
112,awolk,451
113,endoftelevision,509
114,jtoeman,884
115,VerimatrixInc,3013
116,richontech,6462
117,HarmonicInc,1188
118,NAGRAKUDELSKI,519
119,dwasmkuk,3348
120,mikeberkley,333
121,thebauminator,1799
122,Irdeto,861
123,bobdvb,377
124,dbarri12,341
125,julianclover,918
126,Netgem,3363
127,garym103,491
128,davezatz,1052
129,cnicolas08,203
130,Kieron,665
131,simonbarrington,3462
132,Jacco_vd_Kooij,821
