,screen_name,friends_count
0,TheRoaringKitty,97
1,Prazskepribehy,141
2,HuJirui,161
3,wsbmod,69
4,signalapp,30
5,wojtaaa,199
6,dbrand,1
7,MKBHD,412
8,youyuxi,1233
9,vuejs,511
10,css,2068
11,Netlify,1226
12,CitronResearch,277
13,tomanova_k,22
14,markulenka,44
15,PiratIvanBartos,109
16,TomRechtig,54
17,KodytekSamuel,93
18,ZdenekHrib,410
19,JChodounsky,74
20,PavelNovotnak,1581
21,Kurz_Gesagt,164
22,palliklm,57
23,TheVioletGirl,341
24,VsauceThree,167
25,smartereveryday,909
26,tweetsauce,1187
27,year_progress,1
28,TEDxCharlesU_en,24
29,StRadaFFUK,71
30,KTweetuje,513
31,CharlesUniPRG,22
32,makychcetaky,123
33,UniKarlova,164
34,FF_CUNI,179
35,sinopsiscz,107
36,NikitaNegrita,357
37,vavradav,483
38,DavidGrudl,271
39,janekrubes,666
40,jiridrahos1,54
41,DominikFeri,4
42,Filipsoral,165
43,asipritelkyne,33
44,ivankutil,280
45,neiltyson,39
46,SpaceX,101
47,MatyasKubu,159
48,filahradicky,103
49,elonmusk,106
50,2bad2furious,185
51,BarackObama,592321
52,Anri0612Anr,119
53,neumiseski,8
54,AnnieGregorova,45
55,laina622,577
56,MilenaJak,310
57,DraPokorn,29
58,MagogCZ,154
59,suzikovacs,139
60,KlaraKlaPi,133
61,E_deNightmare,200
62,Zeke_BP,174
63,cernyhumor,19
64,Lwvdn,427
65,josefprusa,1347
66,filiphracek,559
67,katyinnerova,114
68,Lindash,418
69,tangero,1125
70,stevewoz,94
71,CzechTV,27
72,bara_lousova,69
73,hassmanm,226
74,petrmara,179
75,cuketka,2816
76,matesola,337
77,BillGates,281
78,Google,291
79,cermak,480
80,vtipy,7809
81,barushe,311
82,Hospodynka,557
