,screen_name,friends_count
0,UccleaVelo,132
1,EnvieDeVelo,566
2,storybookjs,215
3,JorisVandecruys,141
4,EsmeraldaVdB,199
5,bikeboxNL,113
6,avriogata,13857
7,LePolePedago,400
8,asso_ikigai,220
9,CTRLZ_lemag,225
10,TwitterResearch,79
11,cafeyn_fr,344
12,LydiaPeeters,1002
13,hvost,259
14,MargauxDeRe,651
15,InfraCGI,49
16,Marion_HR,1231
17,GlobalCities_,37
18,BECI_Green,227
19,moretreeshq,97
20,eoghanwalsh,2969
21,thedeskmagazine,33
22,carfreefrance,2022
23,iooner,961
24,VanTroDel1190BE,118
25,fairnesscoop,30
26,TechologieAudio,206
27,LIBERTE_LL,434
28,Forest_a_Velo,207
29,SoftBank,25
30,SolidMit,20
31,BrusselsTaxiFed,171
32,GabrielPlassat,1353
33,mydataorg,3076
34,Paultheyskens,1827
35,oascities,1728
36,SteveTunzi,227
37,Amandine_RCr,1714
38,FrancoisHalin,66
39,Herbert_Diess,81
40,GJ_MediaJobs,3
41,GuardianJobs,314
42,designremotely,1315
43,UXJOBS_EU,135
44,David_Belliard,2781
45,DsgnBuddies,73
46,Jobspresso,638
47,okjobio,2
48,remote_design,6
49,designjobsio,1
50,weworkremotely,396
51,KroneckerWallis,1232
52,EURESJob,962
53,tomflood1,4556
54,IDEOjobs,831
55,IDEOresearch,153
56,kelleybros,1141
57,_taylorpalmer,333
58,jrdnbwmn,204
59,uxtoolsco,78
60,TeddyWilliamsW,482
61,getfeedback,955
62,MobiMix_2Seas,117
63,mpactbe,1605
64,Autodelen_net,558
65,Modalizy_BE,157
66,eHUBS_NWE,91
67,juliendefait,669
68,HorizonsPublics,593
69,Jan_Szcz,914
70,zp_midi,77
71,iomob_net,2176
72,ScottCities1st,3668
73,Hub_charleroi,164
74,formationdi,477
75,futur_immediat,297
76,BlueBikeBelgium,267
77,Brainstorming03,361
78,VlaFie,139
79,Wandelknoop,44
80,agencemonono,284
81,handimap,55
82,groupekeolis,618
83,lbarbat,171
84,paulinealapage,342
85,saucechalotte,556
86,jeremyhulette,399
87,villehybride,1951
88,ADPList,23
89,affinitytuts,1188
90,flolevillain,1291
91,uglybelgianhous,1132
92,epicwebagency,307
93,KeepProductive,184
94,NotionAPI,5
95,fonotion,313
96,chilipepperio,123
97,notionmgmt,109
98,notionrecipes,23
99,aNotioneer,195
100,akothari,57
101,ivanhzhao,207
102,WilliamNutt,593
103,plandag,417
104,Deltametropool,947
105,RienvdWall,134
106,timgats,590
107,transportdatafr,88
108,bbilloud,4465
109,navitia,2347
110,KisioDigital,3766
111,LCyclable,2491
112,Ecosociete,617
113,wttj_fr,1344
114,chezVoila,791
115,benoitmoritz,519
116,PitPointBE_FR,142
117,PitPoint_BE,465
118,ForestFinland,463
119,andersem,1027
120,DonaldShoup,84
121,rightlegpegged,2883
122,AmbNum,1111
123,AsEasyAsRiding,1749
124,GeorgeMonbiot,2213
125,awac_be,21
126,BaldwinMatthew_,10243
127,cargofiets,18
128,TrajectMobility,466
129,myskipr,978
130,Citymapper,106
131,getaroundBE,591
132,Getaround,1649
133,BikeIsBestHQ,100
134,thewaytogoapp,34
135,carltonreid,3985
136,FannesPieter,691
137,eatwholegrain,2894
138,Transport_EU,872
139,ShabazzStuart,1424
140,ooneepod,765
141,Bex_Stijn,1493
142,isaduvelo,295
143,FViesMobiles,3505
144,talent_brussels,38
145,COCDvzw,126
146,JulianFanta,289
147,giz_gmbh,3032
148,CiteDesServices,1120
149,diegoeggermont,144
150,DT_comic,112
151,AmsterdamNL,187
152,LitteLitte,552
153,MaaS_Alliance,753
154,johanna_dot_be,21
155,DepartementMOW,1021
156,Clubhouse,135
157,architect_paris,73
158,RaphaelGEROME,177
159,godofpingwin,471
160,TreinTramBus,182
161,WorldResources,16811
162,benbruxx,397
163,GeoffreyUse,413
164,JordanMorgan10,81
165,BAFANGElectric,47
166,mary_donkey,1013
167,growfunding,476
168,NMBS,13
169,pedalmeapp,8892
170,opquast,171
171,infomaniak,98
172,thomashermine,1171
173,SRIB_BXL,862
174,ferpection,954
175,fturner,702
176,Mediarail,995
177,BB27000,50
178,FietsberaadNL,82
179,aspcrf,5249
180,grischard,3664
181,AnsPersoons,597
182,BikeTrainGuru,878
183,Laniche_com,61
184,adrienhotton,1708
185,jeremietoj,2656
186,ClientEarth,3481
187,HenryJulie,487
188,p_desmet,715
189,accessibilitybe,315
190,mautoDefense,135
191,VeloSimone,97
192,TryingAdulthood,255
193,pekkatahkola,270
194,NasdroviskyB,225
195,jonashelseth,2320
196,mymind,3
197,Calimaq,990
198,OSMdata,139
199,BikingJulien,439
200,_HEBUS_,309
201,belgac,969
202,kimgoodwin,735
203,coopcycle,1089
204,iva_petkovic,1144
205,PYDermagne,313
206,asso_sixteen,277
207,douzepointcinq,187
208,ActiveTowns,1271
209,alaingeerts9,572
210,OVK_PEVR,366
211,POTUS,12
212,playingout,1407
213,gaitelyrique,16738
214,Flupa,31
215,_dmoser,2101
216,TUMInitiative,7159
217,Digitalcity12,127
218,DefiParlBxl,425
219,opendatasoft_fr,539
220,amelieboucher,290
221,TfL,107
222,brusselshatesp1,381
223,Villescyclables,1746
224,IFPedestrians,5687
225,Lecyclo,666
226,CyclOSMorg,128
227,Mobil2040,345
228,JulienBauwens2,620
229,TewfikSahih,169
230,SUMP_PLUS_EU,165
231,EltisPortal,997
232,DecisiOnderzoek,348
233,TourdeForceNL,158
234,soigneurjournal,3106
235,CeremaCom,1343
236,DartTutorial,152
237,bffworld,274
238,adamtranter,2865
239,PPratiques,108
240,JLZIMMERMANN,3366
241,legenreurbain,159
242,ETSC_EU,2041
243,DHBruxelles,130
244,rderobiano,430
245,StarTrek,1035
246,jonworth,16119
247,wiescallens,1082
248,BXLmobilite,20
249,coureurbrussels,63
250,TomBabin,1041
251,CIVITAS_EU,937
252,Handshake_EU,884
253,NLintheUSA,4039
254,VilledeGrenoble,226
255,SimonHorsten,773
256,gojauntly,2147
257,DVRansbeeck,2543
258,EngagingSociety,67
259,PauseVelo,847
