,screen_name,friends_count
0,EarnYourLeisure,10
1,charliebilello,113
2,jimcramer,654
3,ReformedBroker,3638
4,trendbloc,414
5,thechartist,425
6,4IZE,678
7,trvrb,825
8,groundfloor_com,1156
9,nsworth,422
10,Selligent,2813
11,WomenOfEmail,316
12,aprildmullen,1857
13,GoAcoustic,12282
14,Shutterstock,768
15,chicoBean,646
16,DCYOUNGFLY,774
17,85SouthShow,1744
18,RealEarthquake,940
19,thestefaniediaz,3338
20,atlchamber,1431
21,CynthiaCurryATL,1087
22,IoTAtlanta,391
23,InvestorsLive,165
24,BryceEdw,509
25,longhorncapital,91
26,chatwithtraders,38847
27,AaronFifield,825
28,BitterSouth,3273
29,NASA,207
30,SpaceX,101
31,ChaseforBiz,776
32,SpeakerShinjini,53069
33,danibeetalks,1978
34,KarlousM,1491
35,LipsbyCarla,2290
36,nephewtommy,8069
37,juniorshms,1554
38,GumboShowJoe,2467
39,jprolizo,75
40,ATLTechEdge,2724
41,looklisten,966
42,titaniajordan,2345
43,BethBridges,17888
44,isaach,2196
45,astrovisual_,34
46,mindbodygreen,589
47,SriMati,653
48,richroll,919
49,TeamUSA,2484
50,KrisCHS,340
51,PhilipsSound,334
52,chefgarvin,353
53,GiantConf,377
54,SouthyeastLabs,428
55,andysolomon,1217
56,BellaLife,1035
57,Nixon_Now,331
58,HappyatMOES,31
59,Behance,1300
60,valuecast,609
61,AlexGoose,933
62,Tesla,78
63,elonmusk,106
64,friendbzur,830
65,CharlestonAMA,1626
66,iamronii,5683
67,DIG_SOUTH,5272
68,pivotaltracker,33
69,dmexco,838
70,_MediaFusion,683
71,krowdthink,1353
72,Cloud9IDE,5285
73,BoomTownROI,1969
74,DrugInfoLine,248
75,MedicationMon,23
76,twilson63,1214
77,BarcampCHS,1332
78,amy_e_l,175
79,jackhq,561
80,imabug,2003
81,HarvardBiz,217
82,vab3,685
83,CameronHerold,656
84,anuragrastogi,412
85,newgenapps,160
86,lata_nga,852
87,exprethink,1716
88,coolhunting,2711
89,joshrubin,2714
90,NinaBeckhardt,266
91,TMREconnects,1405
92,AlexMintel,64
93,annkendrick,521
94,seoinc,298
95,kadro,4748
96,jeglin,8895
97,shanedesrochers,672
98,tluvva,400
99,MaraHolly,417
100,woodien,96
101,OWKids,2797
102,RobLowe,496
103,Fuzzco,1760
104,LRCurler,594
105,grierallen,1600
106,nowplusone,118
107,pherplexed,157
108,SLANT_HQ,1259
109,houseofbullock,1227
110,oxkon,2177
111,ICAF_org,768
112,oliveargyle,65
113,AaronBiddar,679
114,kde0828,648
115,TechAfterFive,20
116,stevekazanjian,777
117,kerguio,545
118,SCPath,729
119,robbie_beers,104
120,jasonxdooley,640
121,iBiomedApp,269
122,easterdev,273
123,lkspear,92
124,mobilestats,5
125,PaceUniversity,295
126,TassoR,154
127,gregaper,619
128,VentureBeat,1553
129,CharlestonWorks,467
130,sweetdealin,316
131,xncroft,401
132,maxmedia_atl,1852
133,waltmossberg,1433
134,Intheflkeys,4986
135,cyoungss,73
136,brianhouchins,5552
137,_douglas,136
138,chuckheilig,120
139,gtcomputing,4278
140,tomslocal,8
141,BrettAMiotti,268
142,sitepointdotcom,4558
143,ISForum,73
144,Mama2Sydney,99
145,derekevanharms,281
146,laurenpetersco,996
147,pleathermusk,784
148,mblumley,17
149,30Pieces,261
150,brianikeda,144
151,ryanhughes,210
