,screen_name,friends_count
0,lefffffty,3397
1,3DownNation,118
2,SJKSalisbury,1010
3,JesseBarfield29,33980
4,NotMrTibbs,1173
5,F1,78
6,Ww3Real,3
7,Honickman,432
8,keithhernandez,79
9,canadianincam,902
10,ArtistPaulNash,325
11,DVSblast,848
12,Baird,1260
13,PastPostcard,16529
14,agalbraith,1330
15,BenWoodfinden,485
16,Extinct_AnimaIs,8
17,TheVinScully,243
18,BrettWeltman,684
19,louisv713,778
20,andrewevans___,249
21,ChrisRastrick,476
22,MPPArnottWHH,168
23,eileencurtright,1018
24,BobUeckerSays,25
25,Anikadrawls,593
26,PandemicBaseba1,234
27,okrent,177
28,mjmimages,996
29,albumscape,2
30,BaseballHx,931
31,BCredibility,107
32,EmojiMashupPlus,2
33,lost_ballparks,50
34,goodintheorypod,1020
35,brockvanny,1150
36,albumcolo,3
37,MLBcathedrals,564
38,Jess__Taylor__,685
39,lucasjacklucas,995
40,munibarometer,12
41,UnfortunateMLB,37
42,gypsyoak,273
43,heatherwatt,393
44,TheJoyofCooking,1407
45,celliottability,1912
46,matthewsconway,2780
47,MLBNetwork,4966
48,CanadaPaintings,81
49,David_Donovan,576
50,Classic_picx,203
51,Thomas_RobsonON,1143
52,CalDElder,1292
53,CodyFajardo17,364
54,orencsak,318
55,MwilsonTO84,909
56,KingaSurmaMPP,618
57,atdanwhite,1972
58,VijayThaniMPP,897
59,Cut4,3118
60,daveswebsite,692
61,BenSpurr,2086
62,MitchWDavidson,513
63,PresidentMovies,22
64,jeffparkerphd,1077
65,PatSackville,1253
66,brander,1159
67,douglasdowney,3463
68,baseballinpix,8932
69,sskroughriders,655
70,SteveClarkPC,2631
71,CFL,22520
72,RodPhillips01,2108
73,mickeyhart,525
74,jimhuylebroek,1110
75,70sBaseball,343
76,lemieuxdavid,378
77,GratefulDead,201
78,SluggoIsLit,1
79,daytimesnaps,1
80,sbaranski,2056
81,RLGrundy,899
82,YesSirHumphrey,21836
83,lparkpc,282
84,laurenemc_10,834
85,fordnation,2479
86,MariekeWalsh,2995
87,SJHotTakes,17
88,sletersky,766
89,sjefferies73,937
90,codymwelton,1173
91,ONPARLeducation,951
92,aynaT__Tanya,609
93,GinnyRothTO,1636
94,paigekeffer,2120
95,Badenoch1,275
96,HofDigital,196
97,SofaofRassilon,140
98,MonteMcNaughton,3541
99,millandmaitmom,77
100,derekvanstone,601
101,thechrischapin,428
102,MelissaLantsman,2550
103,carolines_team,30
104,ColterWall,180
105,C_Mulroney,1086
106,bsarwary,3345
107,PhotoHistorian,3887
108,OrbitAstros,944
109,LibraryArchives,509
110,elenithecamera,1514
111,ww1baseball,2393
112,RuchiKumar,2519
113,ObaidHusam,1260
114,_Fariis,375
115,Bodegacats_,12
116,janemwilson,2293
117,ToddRadom,883
118,EmojiMeadow,7
119,Casey,2774
120,LaRussaGastro,994
121,KhalilNoori,454
122,nikyarb,173
123,USPORTSca,5129
124,CanadaWest,929
125,KabulInsider,2
126,minasharif,1291
127,SuleimanAmanzad,559
128,MahdiSurosh,739
129,baseballhall,140
130,CBCjokes,173
131,parldotgc1867,121
132,paulscheer,2684
133,stevepurf,1047
134,JohnMayer,571
135,OurCommons,11
136,HoCChamber,5
137,dodo,4498
138,Snoopy,46
139,deadandcompany,15
140,BobWeir,162
141,oldmugsy,3044
142,RumiConsultancy,17
143,RebalanceTdot,317
144,MelissaD_RMT,2741
145,baseballminutia,268
146,puppyboyfriend,61354
147,yoshiki89,1701
148,EmojiAquarium,7
149,KenWhyte3,704
150,BaseballInColor,41
151,big_inning,1591
152,flightradar24,597
153,PursuitOCR,188
154,thedogist,44
155,atticariots,97
156,dogsdoingthings,1454
157,sabr,5015
158,Hardball_Times,27
159,BaseballAlmanac,42
160,dog_rates,18
161,loleen_berdahl,526
162,Peanuts50YrsAgo,161
163,1927Diary,176
164,thorn_john,1924
165,ChrisArcher22,400
166,moebius_strip,451
167,mbarber86,2132
168,mighty_flynn,2361
169,mtmdiamond,1123
170,OldBallparks,53
171,45PedroMartinez,418
172,janmpdx,438
173,McScoopDog,747
174,Clifton_Mark,3811
175,Leon7G,2576
176,RE_Brosseau,2065
177,skhuskies,808
178,Scarfolk,2
179,PierreMenard,547
180,ElenaEpaneshnik,172
181,robert_hiltz,1503
182,EarlWashburn,906
183,HonSpeakerBot,3
184,StevenArtemiw,66
185,SomeHonMembers,5
186,DonnyDivanian,488
187,NASAHubble,137
188,BrennanField,358
189,animatedJD,351
190,WayneSnow17,1475
191,RoyceKoop,1479
192,jonweier,2980
193,PeejLoewen,1154
194,Limericking,66
195,paulisci,2484
196,tinynietzsche,673
197,LyleGreg,520
198,girlgloaming,2852
199,MikeWntrz,3008
200,Prof_Savage,2723
201,bridger_w,994
202,Seinfeld2000,1
203,infinitesimull,1291
204,ProfBrianCox,901
205,rachelichtman,970
206,Erik_Seidel,319
207,meganshpettit,623
208,SangarRahimi,74
209,shafisharifi,3452
210,zia_sultani,169
211,PaulSalopek,1549
212,BMcCarthy32,1168
213,pourmecoffee,1240
214,RobinMcCauley,964
215,jengerson,2254
216,davidptarrant,1145
217,cselley,1891
218,RealTimeWWII,772
219,trishandsteve,46
220,Papamiw,17
221,GarryShandling,753
222,colsonwhitehead,649
223,daringfireball,1
224,ctmcpherson,606
225,andreaseigel,323
226,AlisonAgosti,962
227,guygiorno,865
228,LadyScorcher,1114
229,scottsimpson,483
230,Emmblah,818
231,OntNewsWatch,729
232,annakiyalikes,4
233,liamlikes,4
234,Artandu,16
235,normmillerpc,1269
236,artemiw,122
237,michellepennell,1173
238,gruber,1514
239,sarahmac1974,82
240,MatGibson,344
241,jaimewatt,430
242,BrendanHowe,401
243,Will_W_Stewart,745
244,sdarley,245
245,dpjanes,865
246,JessHowe,1284
247,db7,1310
248,colbycosh,859
249,tylerfleming,426
250,Lileks,904
251,richardciano,3663
