,screen_name,friends_count
0,OliverKahn,55
1,arjmur,596
2,georg_kofler,149
3,oermemes,141
4,DerKaiserBM,311
5,_MartinHagen,631
6,fpiatov,2015
7,sfbrunner,68
8,honigstein,1449
9,leongoretzka_,86
10,robinalexander_,1400
11,Johann_Harnoss,1090
12,amyrlewin,934
13,FuestClemens,1025
14,a_nnaschneider,822
15,MarcFelixSerrao,450
16,leroy_sane,45
17,DonKimmich6,454
18,TiloJung,1429
19,ThomasSigmundHB,10171
20,sefi99,1229
21,MarcoBuschmann,2146
22,Bayernology1,318
23,MarkusBlume,257
24,DrKissler,1808
25,heimbergecon,549
26,sregmi,563
27,KaiGehring1,869
28,Yascha_Mounk,2066
29,MAStrackZi,2847
30,ManuelVeth,1978
31,thinkBTO,427
32,koesterfabian,302
33,GordonRepinski,987
34,MEtzold,981
35,YouHadOneJob,121
36,typesfast,1
37,Markus_Soeder,277
38,TommiSchmitt,864
39,LarissaHolzki,594
40,ria_schroeder,1322
41,prageru,6135
42,FrankLinkesch,244
43,ronzheimer,2374
44,benthompson,1596
45,1kxnetwork,67
46,marionhorn,704
47,NikolausBlome,300
48,f_schaeffler,5669
49,Youknowthebo,218
50,MarcoJunk,895
51,JanDHildebrand,798
52,PhilippKreibohm,189
53,heribertprantl,35
54,mparts_,1549
55,meganmurp,2971
56,MSneijder,1494
57,FCBayern,44
58,Manuel_Neuer,48
59,MarisaBerit,1643
60,KonstantinKuhle,4392
61,JeromeBoateng,125
62,sama,561
63,yishan,205
64,albertwenger,2622
65,anneapplebaum,411
66,Wissing,999
67,ezraklein,1392
68,lewy_official,53
69,eMiaSanMia,228
70,SamHarrisOrg,569
71,paulg,629
72,rammc,1003
73,pedersob,231
74,der_hemmy,818
75,MitraNYC,2483
76,ericw,1503
77,UlrichSchulte,255
78,iMiaSanMia,585
79,nattenmueller,237
80,ulfposh,909
81,MichaelBroecker,1904
82,gaborsteingart,441
83,VancityReynolds,998
84,thunder24mh,330
85,AlphonsoDavies,45
86,miasanrot,32
87,yeohsiewhoon,187
88,byJennParker,2065
89,unluckyfootie,2
90,dneuerer,5350
91,dominik_schwarz,1896
92,jochen_engert,19
93,British_Gambler,10
94,mitrasorrells,2356
95,diegopia,206
96,andrew__reed,420
97,jack,4671
98,TourmageddonH,40
99,SarahMSyed,542
100,StephenOddo,4797
101,DerDanyal,1479
102,rob_schmitz,1643
103,Nik_Krawinkel,352
104,c_lindner,1370
105,hans_reck,404
106,_FriedrichMerz,494
107,BenediktFranke,406
108,johannesvogel,3574
109,artemf,815
110,FootyHumour,392
111,miele,1767
112,annewill,891
113,DerBayernBlog,644
114,TitaniaMcGrath,986
115,RobbiMaier,527
116,coffeembagel,1367
117,KeesKoolen,455
118,ameet,609
119,avimeir,837
120,coryweinberg,2295
121,smnbss,1590
122,udinir,149
123,Tiqets,465
124,emartinsek,58
125,calroo1,369
126,GrumpyMerkel,9
127,julialiapia,173
128,wgluckin,3549
129,EconoScribe,175
130,fredwilson,1342
131,ConanOBrien,1
132,rafat,307
133,mathieubastian,594
134,DrAlexWeiss,60
135,jakesterAnd,156
136,pip_net,2855
137,WebInTravel,976
138,mschufferth,654
139,KaiserKuo,4133
140,china,135
141,Ibra_official,11
142,Ayaka_1218,4
143,TheTweetOfGod,1
144,fr_schirrmacher,388
145,esmuellert_,341
146,judgejuju,379
147,Rich_Barton,321
148,levie,559
149,niklasoestberg,133
150,mrrasmuswolff,92
151,StephenAtHome,41
152,HolgerSchmidt,1160
153,schmidt_hendrik,351
154,jeffweiner,226
155,cdixon,2527
156,pvonr,110
157,fmssnr,715
158,ciaranoleary,1575
159,fergalmullen,197
160,begemann,74
161,samshank,397
162,IjadMadisch,147
163,Alfred_Lin,287
164,dkhos,520
165,reidhoffman,599
166,maxniederhofer,3813
167,nabeel,1083
168,bijan,584
169,ToddDOwl,100
170,mokoyfman,1641
171,jsteinitz,95
172,sparkcapital,957
173,finkelstein1,456
174,lalleclausen,1101
175,brenthoberman,8540
176,peek,2893
177,kaufer,693
178,adammedros,690
179,setonrog,659
180,alexbainbridge,2174
181,swish41,584
182,tobiasrein,21
183,GoogleTravel,1533
184,paultoo,11
185,philipreichen,1336
186,marcpbernegger,10
187,taowang,284
188,martinsieber,141
189,richard_zrz,277
190,JohannesReck,324
191,GetYourGuide,1257
192,fphilipe,343
