,screen_name,friends_count
0,lizskalka,1250
1,internetofshit,248
2,NSFVoyager2,357
3,BadCrowded,319
4,ScienceAlert,354
5,BallerBusters,3
6,SpaceLiminalBot,1
7,ViralityProject,7
8,AmandaMontell,46
9,Toei_films,51
10,PunchbowlNews,32
11,SpTeela,85
12,DocumenterK,152
13,CLEWaterfront,75
14,FailedArch,956
15,JasonLeopold,3825
16,StefTalksTrash,1762
17,NEOhioSojo,308
18,CT_Bergstrom,2137
19,caseyjohnellis,3436
20,BarrierPublic,94
21,BCAppelbaum,1016
22,MGCleve,3700
23,ebuchholz,1440
24,DefenseCharts,1
25,mirankimsays,658
26,hicetnunc2000,1717
27,andy_geronimo,2535
28,CWRU1stAmClinic,417
29,NewGAProject,1078
30,jennyspencercle,260
31,BadSec230Takes,232
32,RichardWhitem16,3070
33,clereviewbooks,486
34,Dr_Black,37510
35,Bad_1A_Takes,68
36,aaearhart,734
37,jenn_ruth,4275
38,seditiontrack,141
39,EmojiMashupBot,2
40,AprilcMHA,624
41,pfortunato,4520
42,dappergander,289
43,2020Partnership,4
44,Cidmonster,2306
45,jacobsoboroff,8934
46,TakeAShite,198
47,annespalter,951
48,kidmographbot,1
49,JoanieLemercier,1127
50,JailCoalition,104
51,TriciaLockwood,1218
52,stanfordio,37
53,unfollowbugbot,42
54,Trivisonno,911
55,socialistdogmom,983
56,StellaWalshDoc,280
57,TheRhizomeHouse,163
58,nicoleperlroth,5358
59,alanfeuer,1468
60,sadendya,2012
61,f_francavilla,969
62,opensea,411
63,rariblecom,2940
64,Blockchainartex,4932
65,SuperRare,3106
66,KnownOrigin_io,6624
67,jiveDurkey,3999
68,ConsPostingLs,67
69,LeslieMBCle,3374
70,fstflofscholars,830
71,lilsarg,2959
72,nickbackovic,1622
73,TheOndrakGuy,1337
74,LogicallyAI,247
75,QOrigins,671
76,BibbForCLE,736
77,artistottodix,307
78,AricToler,1258
79,Ol_TimeFootball,385
80,ihackbanme,1098
81,ArmstrongDrew,2379
82,EGPacetti,858
83,monteiro,1354
84,internetofdongs,107
85,ResearchDesire,126
86,SarahMcRitchie,1864
87,Claudia_Sahm,5269
88,katestarbird,3414
89,RWalensky,390
90,CeciliaERouse,5
91,AJentleson,5166
92,bitburner,4583
93,deer_ful,1765
94,SeditionHunters,87
95,alexstamos,1790
96,CenterOnTrauma,466
97,SSteinLubrano,3920
98,Rob_Flaherty,2205
99,VP,6
100,FLOTUS,4
101,POTUS,12
102,donk_enby,471
103,FreeLawProject,2214
104,RTAriders,2081
105,EliotHiggins,3048
106,OutTerrorists,94
107,NoFlyListVids,622
108,thegrugq,405
109,jsrailton,1011
110,michaelharriot,97
111,PeterMoskos,706
112,RoseCityAntifa,739
113,ncri_io,78
114,intelwire,796
115,jelani9,1891
116,DemocracyDocket,33
117,kareem_carr,862
118,USConst_Amend_I,358
119,adamgoldmanNYT,1378
120,travis_view,2563
121,esglaude,1676
122,GenniferwithaG_,208
123,neighborpetscle,148
124,UpcomingOreos,13
125,IwriteOK,1235
126,jbf1755,2068
127,ThisVoter,44
128,kfranasz,773
129,Doug_Pitorak,825
130,jack_turban,2207
131,discord__panic,471
