,screen_name,friends_count
0,SNJGA,381
1,DirectorDougie,243
2,UNLVAlumni,1207
3,AFThunderbirds,87
4,CollinDick,223
5,VancityReynolds,998
6,Sethrogen,1714
7,BusyPhilipps,857
8,KellyNews3LV,1396
9,SUEtheTrex,276
10,MelissaRClary,2227
11,ACLUNV,553
12,holdon2urbutts,421
13,NevadaAG,321
14,HSKnights,47
15,CircaLasVegas,326
16,SenJackyRosen,819
17,SteveSisolak,244
18,TRRFanPage,203
19,maxhoma23,727
20,KennedyBrennan1,51
21,KTNV,2188
22,BigHossBrown,245
23,GovSisolak,117
24,JensenKarp,1297
25,kinda_daddy,174
26,NFLFootballOps,346
27,NFLDraft,563
28,SNHDinfo,3449
29,MeowWolf,1743
30,AREA15official,125
31,trottiegolf,122
32,Fehertwit,109
33,DJPie,359
34,BigRandyNLU,332
35,Twitter,35
36,LasVegasPosse,215
37,coacharroyo,3929
38,SexyLites,1341
39,ETBloom,624
40,tomsegura,1205
41,JeffBezos,1
42,las_when,29
43,NVStateParks,395
44,HYPERVSN,253
45,nos_vegas,617
46,SmarthomeInc,639
47,Insteon,489
48,GreenValleyHS,220
49,LVNewsBureau,754
50,mmfa,2441
51,RightWingWatch,434
52,MikePosner,2
53,h3h3productions,461
54,comma_ai,17
55,ClarkCountySch,1214
56,Trevornoah,381
57,hasanminhaj,1037
58,the_fried_egg,918
59,hwinkler4real,774
60,PreferredPR,2736
61,ClubProGuy,146
62,GruenWeddings,831
63,honeydewpod,39
64,yesco_signs,1
65,HomelandDems,2114
66,TIME,505
67,MyGolfSpy,242
68,UNLVPAC,214
69,SignatureSystem,563
70,USAFacts,1789
71,NASAInSight,183
72,katienolan,1408
73,MHendersonGolf,272
74,GoodmanJason,922
75,johncusack,859
76,DaMidnightSon,267
77,DavinHillmusic,241
78,Keneismyhomeboy,1071
79,DRFrancois1,1339
80,DanRather,834
81,lasvegasstereo,3971
82,KTNVChopper13,45
83,PhilMickelson,255
84,USGA,1334
85,rootsciences,173
86,JesinVegas,987
87,RickieFowler,947
88,Bringatrailer,50
89,cirquebaby,220
90,FreedomDebt,742
91,YesQuestion3,175
92,betheballmovie,177
93,erikanderslang,147
94,NWSVegas,584
95,ClarkCountyNV,98601
96,kenvogel,2033
97,pmoradkhan,298
98,GOLFTEC,238
99,ImperialHats,288
100,ngschuNLU,565
101,TheBuckClub,17
102,redrockcasino,2092
103,SaveRedRock,4534
104,MatrixVisual,153
105,AllegiantStadm,74
106,Raiders,473
107,TEDxUNLV,77
108,sparrowmedia,3732
109,dasco_sports,3408
110,odysseygolf,374
111,golfholics,466
112,Universal_Robot,3275
113,AndyRobot,926
114,PGATOUR,1036
115,GoldenKnights,702
116,NoLayingUp,363
117,jimonlight,4013
118,prguk,850
119,disguise_one,722
120,prggear,558
121,18BirdiesApp,8963
122,pennjillette,191
123,Skratch,614
124,MountainWest,1156
125,drunkhistory,805
126,AP,6884
127,Snowden,1
128,wikileaks,7500
129,unlvfootball,1043
130,FSELV,1296
131,ArtsDistrictLV,1991
132,BBowlVegas,2503
133,DTContainerPark,2979
134,BunkhouseLV,2041
135,DTLVfans,562
136,NothingToDoLV,1159
137,Barstool__UNLV,480
138,DJOmarKhan,299
139,DJIGlobal,863
140,TMGlasvegas,408
141,MARi_Murph,359
142,g_knapp,983
143,amyjvon,93
144,iClebo_US,802
145,RalstonReports,1841
146,SarahKSilverman,1734
147,NHPSouthernComm,1179
148,blmnv,1040
149,OutsideLasVegas,214
150,RedRockCynLV,173
151,beyondvegas,1231
152,LeeCanyonLV,1302
153,debquilter1,22
154,XLIVECON,1078
155,LVRemodel,4117
156,SimoneGiertz,1558
157,Titleist,303
158,PingTour,1126
159,TrackManGolf,680
160,PaigeSpiranac,588
161,4golfonline,107
162,CoachLockey,53
163,jakebyrdfromtv,4
164,DRIVETRIBE,510
165,TheRunninRebels,500
166,therealmolinski,7
167,kevinrose,204
168,NASAHubble,137
169,Space_Station,221
170,Letterman,33
171,jimmykimmel,796
172,JohnKiriakou,180
173,Thomas_Drake1,516
174,JesselynRadack,218
175,bertkreischer,5241
176,CrabFeast,165
177,DTSummerlin,410
178,tomhanks,25
179,TenorsOfRock,3248
180,mrgreerja,10
181,UrbanSeedInc,180
182,StartupGrind,1031
183,VIMvortex,7235
184,Vectorworks,652
185,Jon_Schnitzer,196
186,BillGates,281
187,elonmusk,106
188,SpaceX,100
189,Tesla,78
190,virginhyperloop,104
191,EventMarketer,394
192,FunhausTeam,53
193,Patriots,319
194,lewvegas,23
195,thegrandtour,24
196,BBC_TopGear,1757
197,RichardHammond,139
198,MrJamesMay,258
199,summerlinlv,260
200,AudisonOfficial,21
201,UNLVRebellion,522
202,actionannie85,110
203,kumailn,3351
204,RafaSpec,15
205,RockfordFosgate,385
206,TheChoochMagoo,77
207,JLAudio,437
208,dunkindonuts,53057
209,SonicElectronix,202
210,BlackRavenFilms,433
211,MTXAudio,435
212,davidihimmelo,3
213,CarAudioFab,55
214,DougBernards,296
215,imgur,398
216,GIPHY,1039
217,capriottis,16742
218,lifeisshitfest,457
