,screen_name,friends_count
0,muhammadshehad2,627
1,alexbkane,3174
2,AlyAlexandraa,1806
3,chick_in_kiev,6907
4,mxmtaaz,20
5,JustinInBmore,4855
6,MuhammadSmiry,123734
7,bambooney,572
8,jiidi_,2314
9,RiverToSea48,961
10,xipolitos1,138
11,StefanieDekker,2503
12,HarleyShah,403
13,BadBunnyTwitch,851
14,MilesKLassin,1310
15,ASE,5937
16,DarkDefective,135
17,DGarrettR,1673
18,BenBurgis,861
19,DresdenSam1988,798
20,benegotherit,329
21,OmarMouallem,3591
22,aptly_engineerd,7772
23,b9AcE,467
24,shawarmacommie,728
25,MargBarAmerica,1245
26,TheeQuantumKing,978
27,SmediumYSLTees,1305
28,Dianne4NYC,2797
29,Keyholder4u,1083
30,SanaSaeed,809
31,SDonziger,2599
32,TheNYSocialist,3051
33,RubysInTheDark,135
34,Women4UBI,50
35,yogicodes,601
36,ThatFreeWilliam,1333
37,AlexThinksToo,4887
38,ablackcatstail,7303
39,TimOnTheTractor,13076
40,goodyweaver,6347
41,nashville_brook,7755
42,cit_uprising,9889
43,gaijingirl2004,6974
44,72MichiganPapa,7751
45,fluxus2,2761
46,jonstall2020,4748
47,carolinecstark,7816
48,DEMS_R_GOP,7409
49,HillcrestCardCo,23448
50,DrLearnALot,17195
51,Gritty20202,4200
52,mackyson,7877
53,100_Disable_vet,20997
54,mousdrvr,5298
55,BelleMorte2631,2578
56,dankfeedhq,100
57,fripperskitter,472
58,lokeshwarajones,1467
59,_natalie93,4490
60,perrybaconjr,1000
61,ClareMalone,489
62,BanishedBernie,2004
63,stephlynn1982,4425
64,NebraskaMegan,2477
65,Adrianabeate,2014
66,DahliaLovexx,3200
67,brianklaas,995
68,Sue_MF_Mason,598
69,Dayvon_p,445
70,TheQuartering,117
71,YourOnlineDad,804
72,danieteebee,56
73,avaa_thompson,738
74,FlintMIBot,1
75,mossi_raz,576
76,afrikanstruggle,265
77,intactamerica,899
78,jeannakadlec,855
79,AlfarraJolia,2411
80,BlackThruHist,1926
81,tinango95,352
82,RockstarGames,1474
83,babadookspinoza,2819
84,crimen0ir,1171
85,FlyBrownHuniee,5529
86,MarciaBelsky,2211
87,AmandaRTubbs,1257
88,PplsCityCouncil,1352
89,JK4Delegate,5952
90,rajandelman,7814
91,Jingjing_Li,481
92,appalachianbeth,1278
93,saylehan,1037
94,ZeroSuitCamus,4080
95,GreenPartyofNJ,10005
96,OhioGreenParty,410
97,jacksonhinklle,979
98,ActionAssange,3179
99,mffbalek,5002
100,HoldenShearer,1222
101,smdiehl,2745
102,DaveKozlov,648
103,DEAcampaign,825
104,ShooterMcGoovin,918
105,Mikey_Brennan,1403
106,postpoststruct,1289
107,TheLeftTea,3101
108,ryancdotorg,1030
109,Shrdlu,2458
110,sbattrawden,1836
111,FriedlandYouth,11
112,FornACator,1293
113,savannimalz,1218
114,jockowillink,118
115,nishgay,4162
116,Molly_Null,508
117,VanguardArmyPod,10
118,FrogeFoibles,1986
119,cat_elg,156
120,KaJiAAPRP,178
121,AAPRP,522
122,staceyabrams,1823
123,AttorneyGriggs,34823
124,YaBoiHakim,111
125,kellyamedia,4379
126,bernhardforcher,2035
127,cumwizard69420,41
128,FredHamptonLeft,529
129,WednesdayRox,4173
130,SavingGorillas,1067
131,theMMPodcast,69
132,equalityAlec,26
133,bitchicalist,1107
134,DrChaeEd,1085
135,ZubyMusic,2923
136,niasalterego,885
137,unapologeticYT,325
138,kozmic420,666
139,grhobo,2971
140,PrinceOf1312,2921
141,NWSPortland,417
142,ACLU_OR,1308
143,Oregonian,1226
144,leilacleigh,5975
145,bint_haramm,902
146,indig4ever,878
147,kathbarbadoro,2763
148,tzmglobal,274
149,Dreamer08653284,6525
150,LinaHidalgoTX,649
151,ByYourLogic,2151
152,hasanthehun,1815
153,spieltimes,2188
154,KenRoth,1066
155,lsarsour,3602
156,EllenBarkin,1327
157,Salem4Congress,6924
158,RoseAnnRabiolaM,5000
159,RamonaMassachi,12577
160,rachelchinourir,147
161,RichardAngwin,158687
162,londonaverylyle,4991
163,UgenesPolitics,13845
164,Sulayma14448553,2106
165,mrfxr1,2762
166,glennEmartin,29792
167,JJnyfrmtheblk,1741
168,ZaiHafiz3,4685
169,prmichaelsen,4315
170,CalfDevin,4987
171,Algobis1,1082
172,CafeteriaJangle,3998
173,snocodilehicnic,1436
174,PedroDunne,197
175,Cleftothemouse,211
176,cutelilbearcub,955
177,HSTraxx,435
178,teavangelize,2133
179,veryluckytobe,1458
180,KissyKhajiit,1113
181,vegtblgrdngay,805
182,Taylorfor2021,2933
183,Herchenroder,11802
184,susanamay1_,4503
185,EMPIREREPORTNY,21631
186,josummer19,289
187,LuiFarted,390
188,AlbertLee2020,2529
189,Angelica4CA,3671
190,RebeccaforWA,2133
191,GoodPoliticGuy,973
192,burgessev,2245
193,patagonia,2099
194,Adam_Karpiak,405
195,ChanceTyColeman,5972
196,THEIBFA,180
197,bobscheer,250
198,CokeTalbot,262
199,lazybonez_,591
200,xomayoxo,384
201,JonahHill,1
202,BenBonnema,500
203,childishskates,420
