,screen_name,friends_count
0,internethaber,24202
1,ikaraosmanoglu,1126
2,turgayguler,1551
3,TRKAKS1967,14
4,yusufalemdars,5
5,bk348,10
6,07ila_,404
7,fatmaguly,1985
8,ahmetbilkay,12338
9,ihanet_edemem,13294
10,mubareq_,21
11,ebruu_snmez,13652
12,aksahin55fatih,3165
13,ftmsgrc,308
14,59hozer,147543
15,emrullahisler,568
16,yyilmazkm,33143
17,banubarlass,190
18,zekibahce,130450
19,HAKSosyalTT,43479
20,forumdas,38
21,teachermustafa4,30665
22,HzResulullah,378
23,SonatHarbutogl1,1503
24,Mihriban_merent,31048
25,aykrbn,124
26,bembeyaz29,953
27,Zeynepduygu86H,951
28,guclumali,10441
29,ElifUsal,12194
30,Emreyuksel51,3935
31,fatihtezcan,5114
32,cilekapisi,77507
33,Nazca_k,3048
34,Ecrinevcii,1419
35,KadirMisiroglu,2
36,RTE_AK_RTE,7320
37,mfatihmujdeci,89
38,emilezolatr,114
39,MyMuRixxx,7524
40,omerozdemire,5981
41,Edebiyatik,171
42,fahribozgeyik,7525
43,tariharsivi,149
44,hanifeboyraz2,613
45,ZonguldakMeteor,447
46,Yaziyor,334
47,CevdetAkbay,4818
48,Selahaddin2013,54
49,Hayati_Yazici,127
50,TC_Zonguldak,15
51,Atalay_Besir,10
52,erginsadullah,522
53,MuammerGulerr,64
54,VAliKABAN,1
55,sukrukirboga,6349
56,augurbicer,152
57,ironikadamm,755891
58,erdalmahmut,201
59,havni06,825
60,Erbakan1926,3
61,SDKBYZYZ,817
62,alimsahinn,1159
63,cimbomaslan58,53
64,uyangzel4321,238
65,YumurcakShop,483
66,SahteTweet1,1050
67,BrlBrt,660
68,Fatihesrapoyraz,531
69,ibrahimtemizz,1337
70,caferhepidaci,394
71,kurtubaturizm,50676
72,hayrullahaydn1,44
73,Adem06bulutAdem,173
74,IsaKprl,1189
75,urvetulvusga1,1372
76,akdenizhavadis,45
77,7deniznet,4845
78,ibrahimozcosar,891
79,VodafoneTR,9
80,7akasya,1571
81,tasavvufyolunda,1744
82,bayawa2124,1764
83,atacalimci,1970
84,FilizOsmanl,2649
85,29ercan,5578
86,JB_KABA,2486
87,SAV_571,127
88,atakanyc,575
89,salihozluk,1
90,HaberturkTV,26
91,hilal_kaplan,4350
92,ihacomtr,7
93,kymintl,146
94,sibeleraslan,3004
95,haber24saat,36
96,Risaleinurr,5
97,dalierzincanli,1
98,MehmedHAN_1453,1796
99,suhedaali,457
100,gul_oz,286
101,sayikafa,1440
102,yine_sunay6,1426
103,mak3590,15382
104,TANMUHAMMED3,540
105,erhntks,26
106,ZEYNEPTOKYAY,16
107,ARZUCAGLAR04,1554
108,ismailreiss,820
109,efsunmeric,398
110,vedud12,1713
111,sebastiantalkin,9933
112,61bahadir,612
113,umiterdogantr,1331
114,mmchtkvk,4391
115,DijitalMedyaNet,43
116,bakkaltweet,429
117,GunayHamza,2926
118,mustafa01akdag,4981
119,HalilYavuz,216
120,ahmetceyylan,556
121,suvari_66,4424
122,Bugununincileri,7957
123,ayahmet_,37
124,Temurhan_Yildiz,403
125,istanbul_foto,2620
126,SADIKKULBZSN,2182
127,ofdirican,1843
128,yardimeli,103
129,SevdaZeynalova_,403
130,Haber7,9
131,Mulavih,294
132,Duameclisii,17995
133,islamehli,6444
134,bitaAkademi,12
135,islamiyetgentr,968
136,AllahSevgisi,16
137,EnGuzelHadisler,28973
138,ah_met_demir,1473
139,ihhinsaniyardim,641
140,Tasavvuf,12
141,anfaguvenliktr,4
142,1KuranveHadis,14
143,NecipFazilK,3800
144,hadis_i_serif,11
145,EdepliGenclik,3
146,hergunhadis,15692
147,feyyaztv,16
148,darul_islam,5479
149,stefanzweig_tr,13
150,binalimurtaza,1055
151,tasavvufyolu,52
152,islamveihsan,57
153,2geldim1gittim,1163
154,Panzehirhaber_,6401
155,genarcomtr,18
156,Ahaber,34
157,Sabah,33
158,ahamitbilici,2153
159,Nimet_Bas,1046
160,Resulullah,15
161,mustafaatas,2275
162,Mumtazer,94
163,fgulenav,1
164,HaydiTurkiyemmm,86312
165,yenisafak,40
166,HzMuhammedSAS_,5337
167,mustafarmagan,110
168,AyazSr,1440
169,FGulencomTR,4
170,idrisgulluce,429
171,sedatlaciner,1554
172,HerGunDua,5562
173,mehmedcihangir,653
174,cinar241,387
175,islami_sozler,9126
176,Mehmedzahidkotk,21746
177,Dualarimiz,3220
178,haricidost,10825
179,OsmanOzaraz,74
180,sorgumelegi,18841
181,ebuzergifari,4904
182,_Sonsuza_Kadar_,1777
183,HamzaOcakdan,15
184,mstfoztrk2,2068
185,HArifCakmak,172
186,ademozkose,397
187,5te5namaz,5881
188,yenideliler,3298
189,BayramKaygusuz,1830
190,alacam22,405
191,ozturk75,1589
192,Pskalibicak,59
193,BurakGvn97,404
194,lempireottoman,376
195,mahirs,372
196,mustafasenbd,64655
197,4hmedyasin,1081
198,m_ersagun,938
199,krdsmali,973
200,FathAydemr,300
201,veyselozaraz,296
202,T_RT_Ekip,684
203,barinburak,330
204,TT_Platform,26171
205,hakkadavet55,147
206,mkaradereli,281
207,kulpu,100
208,saniyebozkurt,119
209,salihertugrul,158
210,emre_erkovan,398
211,Selim5858Selim,129
212,dervishlove,8751
213,KuranAhlak,13582
214,salavatlar,80095
215,SessizVaha,6452
216,ErturkYsf,270
217,chnsln,1660
218,TURANYARDIMCI1,1516
219,ASLAN_B38,376
220,mucahitaydin21,17492
221,azranur7,8026
222,suskunperiMelly,320
223,KAFKASKARTALI6,2311
224,ceydacey44,1760
225,SfyYnk,499
226,MilliDuzen,3991
227,mehalialg,3402
228,siyahi_karam,183
229,vehbiaksit,2395
230,varmagan1,666
231,anadolu26,132
232,ADACA_,1010
233,in_sert34,1565
234,yuneoz2013,604
235,mahmutaytekin8,147
236,yns_yvz_,2633
237,BuFu53,2826
238,av_ahmet,615
239,kahramannkentli,279
240,ismail145355,371
241,asafresat,5496
242,isIamisozler,7605
243,harikulade12,138
244,emrebzbs,540
245,harun_beser0761,879
246,AhmaddanyAhmad,436
247,gnldertli,1765
248,yusuftuna59,243
249,meliksah45,779
250,Volkantoktas,214
251,mtytd,378
252,tmr27,22
253,kalbnidinlesen,174
254,mulkiyetsiz,323
255,LatifeTRKMEN,180
256,semagelin,588
257,bjk1903kartal93,899
258,salahaddindinse,160
259,FirdevsKocakale,689
260,kamerismailayse,574
261,ibrahimyrms,396
262,b1rnumara,3497
263,hikmet4040,291
264,OzmenErdi,706
265,aslanistanbul,282
266,hamus_i,3466
267,karadural,1406
268,bykosmanli,756
269,NamazHocasii,170
270,Kiiselhediyeler,978
271,abdullah_2573,879
272,iaaynr,409
273,ismailmermer3,174
274,AkylErdem,196
275,zcn1905,2823
276,hasanasilturk,1234
277,ibrahim_kulaz,711
278,sinirkayadg,1274
279,polatn46,481
280,EfendiogluM,579
281,NAMIKKEMAL5,113
282,makkaya63,614
283,iBNxIXB8mRcQobv,928
284,AZGNCgdem,319
285,MeftareL,412
286,ali_lives,1443
287,tayyipbaytap,131
288,oznurse1,745
289,necati_boflaz42,1651
290,zeyno_kuru,743
291,trykisalih4763,2941
292,571Nil,157
293,ankaralii34,1739
294,cevatcankaya,21372
295,TSevgisi,1377
296,MuzirrNesriyat,8
297,iremtahaa,828
298,Keykubat07,67
299,Alperen_TokuR,2238
300,cemal_yaz,179
301,MSaddeddine,5
302,mgeduk03,214
303,0202_mechul,46
304,MertKrolu8,103
305,bsrglpnr,480
306,zeynepzen1,349
307,Ak_Hareket,65973
308,batu_2012,285
309,UmutAkdemir,541
310,sahrabaharat,604
311,OlgunCesur,1404
312,FBIksl,730
313,AKAR__25,1881
314,BALICOK27,880
315,Sweetdemi24,655
316,ustad37,782
317,Esma_Ogz,71
318,gencyobaz,88
319,YahyaAtmaca25,2295
320,ahmet_bjk_64,140
321,muTeVaTiR,24642
322,AnadoluArslani,1028
323,MSahKaratas,188
324,GuzideKanar,226
325,AltintasHazal,476
326,turzond,20316
327,onurkose44,402
328,erdemefe69,416
329,OsmanBaygul1,8099
330,BigBigoted1,28
331,SerpilCura,188
332,selimozgul,90
333,bagserdar,1372
334,CokunELKBA,209
335,ZeErgun,698
336,furkanakkus5,936
337,abdulkadir_41,208
338,emine_2023,1779
339,birfanisadece,234
340,sevgiglkse,230
341,RadikalKran,93
342,omeryksk,1310
343,asduiomnbf,129
344,ariel_mayo,268
345,arafukelam,720
346,yasinelman,304
347,nacmeyrem,160
348,asyayawuz,471
349,CicekMel,480
350,cihatkarakus33,336
351,DiplWirtschIng,567
352,eyup_sener,2005
353,fatih2510,2159
354,ao336_,1616
355,CevdetC,934
356,MaryamHuseynli,119
357,AsilYasemin,181
358,ahmetkayin81,1775
359,mhmtkmr,671
360,sennyseda,710
361,nkaraca74,78
362,Osmannnlitorunu,166
363,oguzhandundar38,1258
364,adilsen06,297
365,selmankaraman,1682
366,AhmetU_1903,878
367,baharmnbasaran,299
368,ihakkiyilmaz,200
369,emin71k,364
370,CananTanta,142
371,mahmutyusuf_san,2871
372,cevikmehmett,1538
373,kpes0607,210
374,Kuzey_Aslan_,1588
375,MeryemSYildiz,397
376,Kalplerinsahibi,1302
377,envervuralyildi,577
378,Kvsr1905,9774
379,DeHorsley,11061
380,HanifiBAIBYK,2867
381,guaninsitozin,378
382,SafiYe0102,476
383,namikablak,1209
384,acakmak05,1480
385,dispers3386,2794
386,TekYurekkk,795
387,esraklc38,12
388,asumet68,210
389,radresuyr,1355
390,ihvan58,1888
391,ramazankadirdut,655
392,gacerti25,429
393,EsRamazan_,422
394,HANCIOGL,498
395,sumeyra_tosun,37
396,aytuncemanet,96
397,yeniceri09,420
398,ak1406,1910
399,senaufack1,110
400,rasitkurt28,2725
401,T1Memed,36
402,murat_k44,167
403,suleymann34,413
404,HalilHBALCI,509
405,sinamekici,1454
406,Sevdalm1,36
407,mustafadeniz60,342
408,adem_2211,383
409,nesrinaydemir5,1216
410,EnisErtal,6
411,gl_selinay67,177
412,kafkasbozok,1997
413,burcsanatevi,4
414,sadettinkara,653
415,ahmetarslan_34,3587
416,M1453C,945
417,yasinhafiz,972
418,Smeyye_Durmus,186
419,memet_elveren,4
420,ErErdem58svs,283
421,fatihdemirblg,418
422,ZubeydeYagan,1450
423,gulmehmet01,889
424,kocaturk422,68
425,bayremix,25
426,SiyasetAlemi,384
427,MuberraNaz,685
428,Hacamatbursa,1510
429,talyavuz,527
430,hakkyurtta,786
431,KamszEmin,55
432,LAEDRI0203,64
433,yazar64,4
434,ahmetyener2551,1446
435,IIBRAHIMYUKSEL,11269
436,emin_shen,466
437,ku_kutay,517
438,ahmetay_,9969
439,a_aliozturk,182
440,13Kalender,2135
441,AnkaraRadyoSes,49
442,gndgdali,16143
443,EminenuHiranur,450
444,AvukatToprak,57297
445,Timewoswos,73
446,mesut_krkmz,2586
447,Shadow_Zas61,728
448,fanatik483,86
449,CengizSezgin2,56
450,ykselkarata2,387
451,Similarworld,6396
452,arkeolog53,1807
453,53az435,1201
454,sarayinkedisi,627
455,sener6153,146
456,selonuz_,871
457,El_Kariah,63
458,smsnyz,433
459,onlineakgun,79
460,edipbayhan,866
461,toprakezban,30
462,tetikbursa,2748
463,woglygogly,247
464,GokhnAksoy,189
465,Serdargl09,301
466,ceyda_kozal,586
467,fatih_arabac,141
468,merve_74_34,1336
469,Emredvn,919
470,iLberalDemokrat,2397
471,rifatorg,10579
472,zehra_gg,44
473,vitestopuzu,33
474,ahmetglv,15155
475,mehmtunl,546
476,yagmurrsahinn,508
477,YeminliDeli,6530
478,zeytinindali,11064
479,ozcanaygor,1199
480,hozmen14,23356
481,sddkivedi,333
482,mesutoner45,630
483,kamilcakir61,330
484,eylulcummm,1603
485,FELANCI1907,13625
486,bhuseind,2410
487,hamdicakir_61,13208
488,sumerts,1247
489,fatiherkam,5338
490,papatyaee,854
491,erkeksenoku,1356
492,feritskr,38823
493,rsshaber,1005
494,ncocak,3285
495,salihakara_,41
496,MELiKE6734,2787
497,C4wh4r,26919
498,sumeyraoguzbey,91
499,skyinn10,22713
500,betulguney869,89
501,dinimizislam159,214
502,sibelkrmnn,2330
503,SalihSarikaya,4416
504,sinansever,1507
505,pastasanati,3
506,serdar_cam,1685
507,serdarakinan,1852
508,ersoyakif1,1354
509,mekefe2,1533
510,Gulden_Sonmez,697
511,btlak,398
512,sametdgn1,834
513,ProfDemirtas,795
514,serkannergis,720
515,mervesebnem,1071
516,mhamuhasebe,250
517,analiz_haber,9228
518,NecmKaya,12
519,KitapVeKitap,122
520,huseyinburge,1448
521,abdulkadiraksu1,14
522,hakanchelik,1062
523,CengizCandar,825
524,stargazete,22
525,tweettelitte,124037
526,dua206,18131
527,EnesPerdesi,177
528,Angarali1984,445
529,seairiislamiye,1090
530,tuzlaakgenclik,135
531,EbruliAnne,2301
532,g_ygrh,26
533,wolkan_seer,5842
534,tarikkuscuu,1030
535,lutfialtay,66
536,ismailyilmazkan,716
537,muhammed_bozdag,263
538,OmacMedia,1
539,UgurAkkafa,48
540,harunserkan,49
541,mehmedimyldz,89
542,FatihYagciResmi,73
543,OsmanYeken,95
544,nusirewanelci,4003
545,SaidNursiOMAC,387
546,Se__Ke,9917
547,skylasting,973
548,haktanyanadir,41025
549,eymenerden,11610
550,milathamza,1418
551,tOuNeLa,27961
552,EdepveEdebiyat,16493
553,kentinsabipleri,63923
554,HunterBSR,47525
555,ahmetayisigi,21561
556,idrisefendioglu,158
557,sanatveinsan,15761
558,MustafaGonca,11
559,Anakdogann,1462
560,DunyaMirasKenti,533
561,MesutDuzgun,32030
562,KadimEdebiyat,19718
563,Munieqita,203189
564,obastimar,669
565,ONURYILMAZ28,1215
566,piersufi,10
567,enveryilmazordu,131
568,KadirTunaSoylu,13784
569,islamveedebiyat,11128
570,platinhaber,24271
571,gocukkk,13427
572,Cyrano_Brgrc,208
573,yazdimonu,75
574,arsivtarih,90
575,BeyinGezer,178
576,nedenttoldu,262
577,enyeninet,1319
578,OAAvideo,11754
579,kadraj_,30718
580,gztcom,24
581,bilgihazinesic,188832
582,BidinleSen_,385705
583,smokyyeyess,100
584,rakipsizfenomen,12572
585,fethiyemobilya,70045
586,FilmAlintisi,97
587,Epinefrinya,17763
588,kalkedonyaa,1371
589,birgaripveli,562
590,TM1453,490
591,nuri_si,230
592,osman_yildiz,860
593,ebekirsahin,1702
594,sanatkaravani,270
595,akorubozuk,71
596,selimbostanci74,798
597,DivanAkademi,21
598,DivanDernegi,18
599,divanemeftune,116
600,abdullahecevit,3881
601,muhsinmeric,893
602,Asimiii24,30
603,kendinelaik,607
604,feslooo,298
605,basaksehirozlem,1950
606,garibullah__,742
607,gormen_lazim,136
608,arslan__yusuf,3131
609,Kendinee_Laik,24555
610,ozlemkocabas95,1772
611,GtcHaber,525
612,kimkimkim0102,98
613,denizsezgideniz,4538
614,radyomehtap,1
615,AynaProgram,37
616,SaimOrhan,82
617,SaimOrhan,82
618,ganicaglar,19222
619,sacaklipirasa,5396
620,ekremdumanli,94
621,abdulkdir_selvi,2019
622,denizimist,902
623,Leyliserd,88
624,tambllrr,5419
625,edebiyatvhayat,24
626,Orcanismail,2265
627,goxll,159
628,rumeysaalsancak,1025
629,SevdimBunu,105
630,isandikci,692
631,Dorukmc,750
632,alperenturkungu,3303
633,_Savunan_Adam_,157
634,Olalalarila,118345
635,ibrahim_gor,1077
636,ibrahim_gor,1077
637,EminYedikaya,799
638,Ezgininsayfasi,3241
639,Sportifsepetim,19046
640,olurmu1,438
641,KacSaatOlduTR,71170
642,Kitapcumlelerii,37424
643,Gaforizma,25351
644,gafebesi,490
645,OzelSozler,19
646,itiraflarburada,78575
647,nudeskill,1186
648,GISBIR,73
649,CemilCicekTBMM,12
650,VideolarKarisik,1547
651,A_Izzetbegovic,16
652,arifkocao,714
653,arifkocao,714
654,_CeKiM_KuVveTi_,38244
655,islamic_RT,13
656,Mustafa01044,149
657,efendi_insan,24105
658,hulyaozdemir,441
