,screen_name,friends_count
0,jerrysaltz,3905
1,mims,4639
2,JoanieLemercier,1126
3,OBEYGIANT,280
4,mollywood,1511
5,waltmossberg,1434
6,harrymccracken,5050
7,Rafe,2626
8,HeySamantha,1718
9,petepachal,4068
10,LanceUlanoff,9023
11,nchan,327
12,NASAInSight,183
13,OptimumHelp,21537
14,galeabrewer,2307
15,geoffreyfowler,7121
16,iamjohnoliver,135
17,neiltyson,39
18,nichcarlson,248
19,donttrythis,994
20,emilyhonora,458
21,mfazio26,75
22,EdGrapeNutZimm,5004
23,Fahadosman,1169
24,worldofanders,347
25,jopanisch,712
26,curiousoctopus,147
27,xquamx,542
28,pwatsonwailes,333
29,StaceCaseria,539
30,chrisfmills,1480
31,brendan_klink,2047
32,nickblunden,1960
33,JackMarshall,1935
34,cue,234
35,terrigsimon,124
36,kk_sanchez,353
37,markmedia,1126
38,marctothec,2224
39,sarah_gregersen,775
40,jaclynciamillo,1742
41,ThinkwithGoogle,628
42,yellif,2576
43,ThisIsLuster,1354
44,marcwinn,944
45,dr_rick,6119
46,undermanager,1111
47,simple,212
48,salmallo,2146
49,goachet,1524
50,hazeliz,1608
51,guicartigny,1033
52,Documentally,4207
53,RobSchnapp,2002
54,masakawa,7059
55,carbonmail,54
56,tig,360
57,domburch,4979
58,ericmigi,1038
59,bennyluo,1590
60,gorbett,1215
61,PointsSign,454
62,tfadell,452
63,googlenest,9
64,AugustHomeInc,6913
65,yvesbehar,704
66,Tesla,78
67,elonmusk,106
68,cartelmike,1807
69,CreativeReview,7818
70,stacey_chicago,72
71,jimmie__love,526
72,FlyingSaucerUK,316
73,pokelondon,230
74,bigspaceship,3410
75,jafbox,264
76,gustad,1158
77,andjelicaaa,284
78,djbunnyears,2180
79,nickrbrewer,508
80,rosieyakob,476
81,garethk,3955
82,rachelsterne,1
83,chrisfenster,2186
84,TheMindBlowing,66
85,paulvstheworld,164
86,TundraLightning,155
87,vivianrosenthal,4491
88,aaronkoblin,758
89,fimoculous,1687
90,jeremytai,163
91,snerko,813
92,BreakfastNYDev,1
93,stellawongo,4506
94,cadler,1332
95,mikeyk,158
