,screen_name,friends_count
0,nftsmart,1644
1,nft42_,12
2,mbsjq,4238
3,pixelvault_,71
4,veefriends,18
5,KeyboardMonkey3,1405
6,jasoncitron,977
7,beaniemaxi,917
8,gmoneyNFT,1053
9,ApeNFTv,3
10,wilsonchandler,666
11,0xNietzsche,257
12,ZunkZunkZunk,62
13,AndrewSteinwold,1687
14,zima_red,491
15,mooncatrescue,116
16,ponderware,90
17,etherthings,2656
18,niftyland,1
19,justintrimble,592
20,escooler,932
21,tonyherrera,2624
22,crypto_banter,843
23,Carlini8N,421
24,nftboxes,11
25,pents90,241
26,matthall2000,454
27,MuseumofCrypto,1770
28,NiftyReport,287
29,rariblecom,2938
30,opensea,410
31,pranksyNFT,1313
32,BoredApeYC,2542
33,larvalabs,38
34,parkerconrad,361
35,vivianmshen,655
36,JuniLearning,23
37,fortelabs,2497
38,ribbonfarm,67
39,chrismanfrank,496
40,synthesischool,14
41,SucukiS,23
42,friedberg,527
43,DavidSPACs,18
44,MetaKovan,84
45,beeple,590
46,vgr,1111
47,PressSec,234
48,JohnONolan,200
49,SubstackInc,2450
50,NotionHQ,3365
51,FLOTUS,4
52,YangforNY,40
53,mariepoulin,4494
54,POTUS,12
55,Jason,4582
56,WhiteHouse,5
57,staceyabrams,1822
58,KamalaHarris,735
59,VP,6
60,tombergulosis,72
61,sama,561
62,khemaridh,2880
63,mcuban,1777
64,Padday,312
65,dereklee,262
66,HamptonsGreg,623
67,brhodes,1615
68,AOC,3210
69,EvelynYang,197
70,rrhoover,2084
71,paulg,631
72,TheNeptunes,2
73,joerogan,3858
74,TitaniaMcGrath,985
75,claudiamconwayy,49
76,web,999
77,yayalexisgay,737
78,Vhyce,742
79,RepJayapal,2751
80,JamesClear,519
81,mrsharma,2613
82,Sigalow,549
83,david_perell,829
84,nicknotned,4611
85,kottke,86
86,TheStoicEmperor,272
87,AndrewYang,8305
88,nevopere,342
89,StrigoIO,49
90,sarahcpr,4194
91,KidsAreInCharge,47
92,prestonpesek,789
93,sivers,9222
94,JoeBiden,47
95,AlmostStephen,871
96,JonathanBues,312
97,ericwind,1109
98,chrissyteigen,4802
99,NYGovCuomo,621
100,YoYo_Ma,245
101,therealMassena,177
102,ezraklein,1392
103,DuckDuckGo,1251
104,loosethreadscom,2
105,thingtesting_,532
106,Mike2020,303
107,Consensys,2451
108,theyearofelan,1740
109,SpaceX,101
110,ShopifyPlus,330
111,PointerCreative,910
112,ShaneAParrish,77
113,emmettshine,1683
114,patternbrands,283
115,farnamstreet,4
116,justinkan,2019
117,nntaleb,1189
118,kamalravikant,1
119,Timbaland,394
120,elonmusk,106
121,theinformation,459
122,SvenSchnieders,332
123,DavidSacks,2456
124,collective_llp,41
125,VCBrags,2426
126,MikeBloomberg,568
127,chamath,801
128,el_cosmico,135
129,profgalloway,1256
130,LiquidDeath,132
131,dhmeyer,522
132,nealbrennan,1275
133,roybahat,6260
134,dominomag,1128
135,cjtravelweekly,617
136,PhocusWireInfo,464
137,howardhotels,186
138,thelizlambert,430
139,ZBerm,1836
140,skift,2545
141,MichelleObama,15
142,socialnative,413
143,clairejlew,98
144,JoshJaindl,145
145,FatherlyHQ,649
146,thebossluo,792
147,angeladuckw,76
148,zjaindl,41
149,R_Thaler,826
150,DanTGilbert,189
151,CassSunstein,1212
152,danariely,6
153,AGoulburn,350
154,jculbertson,437
155,POTUS44,78
156,ErinOnTheGo,192
157,alaindebotton,2003
158,BarackObama,592244
159,LHSummers,626
160,wileycerilli,1259
161,designboom,2758
162,bcho308,33
163,TheSill,2655
164,karinklein,954
165,gregg_johnson,1016
166,rbfishman,891
167,msg,3000
168,aschnittker,194
169,HelaineKnapp,306
170,basker,820
171,srikantmrao,220
172,thichnhathanh,49
173,kellymcc,709
174,bonberi,149
175,kgaffney,1327
176,DataDivaDalley,703
177,brighterliam,1806
178,lebrun,11796
179,VivaLazVivi,8
180,PJGoodmanJnr,2145
181,LCrampsie,1255
182,Pharrell,1083
183,helenandkai,120
184,DanReich,1447
185,ECO1111,63
186,janice_lee,316
187,FrankEliason,15602
188,rishad,2390
189,aferenci,869
190,jared_mcgill,279
191,vivianrosenthal,4491
192,cbmrey,1781
193,keriakos,417
194,karaswisher,1925
195,myles_lazerow,79
196,emilykbrown,162
197,JulesMaltz,1816
198,jmorgenstern,1426
199,FastTash,1195
200,kristeninatsuka,407
201,andreaharrison,2771
202,jimmystokes,159
203,wesleybarrow,3808
204,jlopezvalcarcel,1049
205,_BrittanyWhite,136
206,davehonig,678
207,RedMikeD,182
208,schlaf,2559
209,Melissalgreen,187
210,chowmeyow,488
211,fredwilson,1342
212,ajv,4101
213,eleahey,97
214,justincorsa,165
215,klbateman,117
216,JoeBerner,1792
217,nberrie,114
218,RyanSBrennan,490
219,hvhoon,77
220,jasonfried,247
221,ivycat,113
222,dluket,660
223,mikeluby,425
224,joeciarallo,4925
225,joeowen,591
226,mattzarzecki,122
227,massadrewsetts,530
228,kasslazerow,50
229,howardlindzon,899
230,shazleton,46
231,thatstokes,1516
232,RagovinVentures,2430
233,lazerow,430
